"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.1766401783047,137.019728690464,0.5697,1.0456,74.9182,77.7406,0.0598,0.0167,1.0721
0.0999999999999091,35.1766401783047,137.019728690464,0.5706,1.0384,74.9376,78.0402,0.0592,0.0131,1.084
0.199999999999818,35.1766401783047,137.019728690464,0.5488,1.051,74.9199,77.8874,0.0611,0.0144,1.0879
0.299999999999955,35.1766401783047,137.019728690464,0.5577,1.0423,74.9212,77.7441,0.06,0.0129,1.0707
0.399999999999864,35.1766401783047,137.019728690464,0.4201,1.2542,75.6231,79.4196,0.0649,0.0213,1.0606
0.5,35.1766401783047,137.019728690464,0.4608,1.9008,75.6263,78.969,0.0664,0.0132,1.0764
0.599999999999909,35.1766401783047,137.019728690464,0.5089,2.5064,75.5699,78.3315,0.0621,0.0129,1.0547
0.699999999999818,35.1766401783047,137.019728690464,0.4019,2.6793,75.6806,79.7982,0.0676,0.0197,1.0761
0.799999999999955,35.1766401783047,137.019728690464,0.5109,2.904,75.5921,78.8842,0.067,0.0118,1.057
0.899999999999864,35.1768007475892,137.019615847228,0.5088,3.0124,75.5787,78.6524,0.0639,0.0154,1.0525
1,35.1768007475892,137.019615847228,0.5545,3.4977,73.8724,78.3786,0.0673,0.0082,1.0818
1.09999999999991,35.1768007475892,137.019615847228,0.544,5.5528,73.7285,78.311,0.0734,0.0087,1.0897
1.19999999999982,35.1768007475892,137.019615847228,0.5284,7.7799,73.7244,78.3239,0.0666,0.0168,1.0818
1.29999999999995,35.1768007475892,137.019615847228,0.5018,8.2957,73.7241,78.5078,0.0678,0.0141,1.0674
1.39999999999986,35.1768007475892,137.019615847228,0.4909,7.8636,73.723,78.3879,0.0766,0.0142,1.0553
1.5,35.1768007475892,137.019615847228,0.5168,7.5684,73.7221,78.2902,0.0801,0.0151,1.0935
1.59999999999991,35.1768007475892,137.019615847228,0.5275,7.1742,74.271,78.3227,0.0812,0.0149,1.0917
1.69999999999982,35.1768007475892,137.019615847228,0.5503,6.9694,74.3228,78.554,0.0843,0.014,1.06
1.79999999999995,35.1768007475892,137.019615847228,0.5672,7.0463,74.3221,78.7336,0.0791,0.0091,1.0721
1.89999999999986,35.1769580624624,137.01949974872,0.5932,6.7142,74.3312,78.5529,0.0847,0.0136,1.0569
2,35.1769580624624,137.01949974872,0.6314,5.8548,74.3203,77.5832,0.0834,0.0178,1.0638
