host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
61,2,0,172.6094,2,0,0,6.2,3.8,6.8,3.2,761.4,767.4,-12.2,11798.6,-11791.4,518.4,96.2,103,-6.2,175.8,172.6,-1.8
61,2,0,247.4466,2,0,0,6.2,3.6,6.6,3.4,601.4,607.4,-8.6,512.6,509,-2.4,344.6,349.4,25.4,251,247.4,4.8
61,2,0,174.0139,2,0,0,6.2,3.6,6.6,3.4,527.8,533.8,-6.8,384.6,381,0,126.2,132.6,-4,177.4,174,-2.2
60,2,0,370.401,2,0,0,6.2,3.6,6.4,3.4,659.8,665.8,-11,517,513.4,-2.2,110.8,117,-4.4,374,370.2,12.2
63,2,0,486.202,2,0,0,6.2,3.6,6.4,Null,15855.8,-15837.4,633.8,489.8,486.2,-1.4,292,297.6,12,Null,Null,Null
63,2,0,284.0085,2,0,0,6.2,3.6,6.2,3.4,523.6,-516.6,37.8,462.2,458.6,-1.4,148.4,154.4,-2.2,287.4,284,2.2
62,2,0,310.8032,2,0,0,6.2,3.6,6.2,3.4,15455.2,-15437,618.2,15735,-15731.4,482.2,369.8,374.8,18.8,314.2,310.8,1.4
62,2,0,18866.4517,2,0,0,6.2,3.6,6.2,Null,18872.2,-18853.2,707,Inf,Inf,Inf,273.8,279.6,4.8,Null,Null,Null
62,2,0,230.0223,2,0,0,6.2,3.6,6.2,3.4,614,-607,40.2,490.2,486.6,-1,106.8,113,-9.8,233.4,230,-3.2
61,2,0,481.806,2,0,0,6.2,3.6,6.2,3.2,603.4,-596.6,39.6,522,518.4,-1.6,145.6,151.8,-7,485,481.8,2.4
62,2,0,195.5253,2,0,0,6.2,3.4,6.2,3.2,634.8,-628,40.6,Inf,Inf,Inf,191,197.2,-5.8,198.6,195.4,-7
62,2,0,270.4805,2,0,0,6.2,3.4,6,3.2,581.4,587.6,0.8,Inf,Inf,Inf,362.4,367.8,11.4,273.6,270.4,-6.6
64,2,0,365.6002,2,0,0,6.2,3.4,6.2,3.2,31105.6,-31090.6,749,Inf,Inf,Inf,182,188.2,-7.8,368.8,365.6,-0.4
63,2,0,387.8297,2,0,0,6.2,3.4,6,3.2,Inf,Inf,Inf,Inf,Inf,Inf,382,387.8,4.8,Inf,Inf,Inf
63,2,0,407.226,2,0,0,6.2,3.4,6,Null,Inf,Inf,Inf,Inf,Inf,Inf,401.4,407.2,4.6,Null,Null,Null
63,2,0,4721.6705,2,0,0,6.2,3.4,6,3.2,Inf,Inf,Inf,Inf,Inf,Inf,367.2,373,3,4718.2,-4718.2,-181
62,2,0,188.1456,2,0,0,6.2,3.4,6,3.2,Inf,Inf,Inf,Inf,Inf,Inf,182,188,-7.4,Inf,Inf,Inf
63,2,0,493.401,2,0,0,6.2,3.4,6,3.2,Inf,Inf,Inf,Inf,Inf,Inf,397.6,403.4,4.2,496.6,493.4,1
65,2,0,386.6042,2,0,0,6.2,3.4,6,Null,Inf,Inf,Inf,Inf,Inf,Inf,380.8,386.6,1.8,Null,Null,Null
65,2,0,369.0627,2,0,0,6.2,3.4,6,3,Inf,Inf,Inf,Inf,Inf,Inf,401.2,407,3,372,369,-6.8
64,2,0,427.8341,2,0,0,6.2,3.4,6,3,Inf,Inf,Inf,Inf,Inf,Inf,422,427.8,5.4,Inf,Inf,Inf
64,2,0,277.0694,2,0,0,6.2,3.4,6,3,Inf,Inf,Inf,Inf,Inf,Inf,380,386,1,280,277,-6.2
64,2,0,348.4331,2,0,0,6,3.6,6,Null,Inf,Inf,Inf,Inf,Inf,Inf,342.4,348.4,-4.8,Null,Null,Null
63,2,0,393.652,2,0,0,6,3.6,6,3,Inf,Inf,Inf,Inf,Inf,Inf,450.6,456.6,-2.8,396.6,393.6,-6.4
63,2,0,438.2089,2,0,0,6,3.6,6,3,Inf,Inf,Inf,Inf,Inf,Inf,432.2,438.2,-2.8,Inf,Inf,Inf
63,2,0,Inf,2,0,0,6,3.6,6,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,321.6677,2,0,0,6,3.6,6,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,324.6,321.6,-6.6
65,2,0,12495.2808,2,0,0,6,3.6,6,3.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,12491.8,-12490.8,-334.6
65,2,0,Inf,2,0,0,6,3.6,6,3.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
65,2,0,Inf,2,0,0,6.2,3.6,6,3.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
