vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h),vehicle28-relx(m),vehicle28-rely(m),vehicle28-relvx(km/h),vehicle28-relvy(km/h),vehicle29-relx(m),vehicle29-rely(m),vehicle29-relvx(km/h),vehicle29-relvy(km/h),vehicle30-relx(m),vehicle30-rely(m),vehicle30-relvx(km/h),vehicle30-relvy(km/h),vehicle31-relx(m),vehicle31-rely(m),vehicle31-relvx(km/h),vehicle31-relvy(km/h),vehicle32-relx(m),vehicle32-rely(m),vehicle32-relvx(km/h),vehicle32-relvy(km/h),vehicle33-relx(m),vehicle33-rely(m),vehicle33-relvx(km/h),vehicle33-relvy(km/h),vehicle34-relx(m),vehicle34-rely(m),vehicle34-relvx(km/h),vehicle34-relvy(km/h),vehicle35-relx(m),vehicle35-rely(m),vehicle35-relvx(km/h),vehicle35-relvy(km/h),vehicle36-relx(m),vehicle36-rely(m),vehicle36-relvx(km/h),vehicle36-relvy(km/h)
0,-0,0,0,1.1714,50.686,-3.1418,19.702,0,-0,0,0,0,-0,0,0,0,-0,0,0,7,60,-4.5818,8.509,3.8,-11,-0.72,7.2,1.3931,65.876,-2.2344,18.621,-3.4,9.6,-1.0472,14.008,3.8,-38.2,1.5709,5.4982,0,-39,0.9163,5.1054,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,1.2571,51.228,-3.1418,19.571,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,60.2,-5.4328,8.509,3.8,-10.8,-0.3273,7.2,1.4552,66.394,-2.2344,18.621,-3.4,10,-1.3746,15.185,3.8,-38,2.16,5.6946,0,-38.8,1.3091,4.7782,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,1.3429,51.772,-3.8618,18.982,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,60.4,-6.0872,8.3779,3.6,-10.6,0.1309,7.2,1.5172,66.91,-2.2344,18.621,-3.4,10.4,-1.8982,15.317,3.4,-37.8,1.8982,6.0872,-0.2,-38.8,1.5709,4.7128,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,1.4286,52.314,-3.7963,18.654,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,60.8,-6.8728,8.1166,3.6,-10.4,-0.0655,8.509,1.5793,67.428,-2.2344,18.621,-3.2,10.8,-2.5528,15.382,3.4,-37.6,1.5054,6.2837,-0.2,-38.6,1.7018,4.1891,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,1.5143,52.858,-4.3854,18.262,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.6,60.8,-7.3966,8.1166,3.6,-10.2,0.1964,9.8834,1.6414,67.944,-2.2344,18.621,-3.2,11.4,-2.9454,15.382,3.2,-37.4,1.7018,6.2182,-0.2,-38.6,1.7018,3.9272,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,1.6,53.4,-4.3574,17.757,0,-0,0,0,0,-0,0,0,0,-0,0,0,8,61.2,-7.5924,8.051,3.6,-10,-0.1964,10.603,1.7034,68.462,-2.2344,18.621,-3,11.8,-3.7963,15.643,3.4,-37.4,1.7672,6.2182,-0.2,-38.4,1.5709,3.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,1.6,53.8,-4.7876,17.514,0,-0,0,0,0,-0,0,0,0,-0,0,0,8.2,61.4,-7.4621,7.92,3.6,-9.8,-0.5891,11.062,1.7655,68.98,-2.2344,18.621,-3,12.2,-3.9928,15.775,3.2,-37.2,1.3091,6.2837,-0.4,-38.4,1.3091,3.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2.2,54.2,-4.9185,17.186,0,-0,0,0,0,-0,0,0,0,-0,0,0,8.4,61.6,-7.3966,7.7234,3.6,-9.6,-0.9818,11.258,1.8276,69.496,-2.2344,18.621,-2.8,12.6,-4.1891,15.775,3.4,-37,0.6545,6.4146,-0.4,-38.2,0.9163,3.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2,54.8,-4.4509,16.822,0,-0,0,0,0,-0,0,0,0,-0,0,0,8.6,61.8,-7.0037,7.4621,3.8,-8.6,-1.3091,11.192,1.8897,70.014,-2.2344,18.621,-2.6,13,-4.32,15.643,3.4,-36.8,0.2618,6.6109,-0.4,-38.2,0.7854,3.2728,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2.4,55.2,-4.4603,16.466,0,-0,0,0,0,-0,0,0,0,-0,0,0,8.8,62,-6.6109,7.5276,3.8,-8.2,-1.5054,10.866,1.9517,70.532,-2.4602,18.756,-2.6,13.4,-4.3854,15.382,3.2,-36.6,-0.1309,6.5454,-0.4,-38,0.5891,3.3382,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2.2,55.6,-4.5163,16.168,0,-0,0,0,0,-0,0,0,0,-0,0,0,9,62.2,-6.2182,7.2,3.8,-8.2,-1.5709,10.277,2.0138,71.048,-2.8665,18.346,-2.4,14,-4.3854,15.382,3.2,-36.4,-0.1309,6.6109,-0.4,-38,0,3.0763,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2.6,56.2,-4.5818,15.971,0,-0,0,0,0,-0,0,0,0,-0,0,0,9,62.4,-5.8909,7.2,3.8,-8,-1.8328,9.4255,2.0758,71.566,-3.7354,18.147,-2.4,14.4,-4.6472,15.317,3.2,-36.2,-0.4582,6.7418,-0.4,-37.8,-0.5891,3.2072,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2.6,56.6,-3.7963,15.643,0,-0,0,0,0,-0,0,0,0,-0,0,0,9.2,62.6,-5.6946,6.8728,3.8,-7.8,-1.8982,8.3124,2.138,72.082,-4.3019,17.806,-2.2,14.8,-4.7782,15.185,3.2,-36,-0.3927,6.8728,-0.4,-37.8,-0.7854,3.0109,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2.4,57,-4.3854,14.858,0,-0,0,0,0,-0,0,0,0,-0,0,0,9.4,62.8,-5.6291,6.6109,4,-7.6,-1.7672,6.9382,2.2,72.6,-4.9136,17.361,-2,15.2,-4.7782,14.662,3.4,-35.8,-0.6545,7.0037,-0.4,-37.8,-0.9163,3.2072,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,2.8,57.4,-4.5163,14.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,9.6,63,-5.6946,6.4146,4,-7.4,-1.8328,6.8728,2.4,73.2,-5.5253,16.851,-2,15.6,-5.04,14.466,3.4,-35.8,-0.9163,6.8072,-0.4,-37.6,-0.9818,3.0763,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,3,57.8,-4.9091,13.942,0,-0,0,0,0,-0,0,0,0,-0,0,0,9.8,63.2,-5.5637,6.2837,4,-7.2,-2.0946,7.2,2.6,73.4,-5.7645,16.641,-1.8,16,-5.1709,14.203,3.4,-35.6,-1.1128,6.6763,-0.2,-37.6,-1.3091,3.0109,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,3.2,58.2,-4.1891,13.483,0,-0,0,0,0,-0,0,0,0,-0,0,0,9.8,63.4,-5.6291,6.2182,4.2,-7,-2.16,7.2,3,74,-6.3062,16.377,-1.6,16.4,-5.4982,13.942,3.4,-35.2,-1.1782,6.6109,-0.2,-37.4,-1.5054,3.0109,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,3,58.6,-4.8437,13.418,0,-0,0,0,0,-0,0,0,0,-0,0,0,10,63.4,-5.4982,5.8909,4.2,-6.8,-2.0291,7.5276,3,74.4,-6.7125,16.097,-1.4,16.8,-5.6291,13.746,3.4,-35,-1.1128,6.2837,-0.2,-37.4,-1.5709,3.4037,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,3.4,58.8,-5.04,13.418,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.2,63.6,-5.1709,5.6946,4.2,-6.6,-2.0291,7.789,3.2,74.8,-6.72,15.84,-1.4,17,-5.5637,13.615,3.4,-34.8,-0.9163,6.0872,-0.2,-37.2,-1.5054,3.4691,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,3.6,59.2,-4.7128,13.483,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.4,63.8,-4.7128,5.6291,4.2,-6.4,-2.16,7.9855,3.4,75.2,-6.1714,15.943,-1.2,17.6,-5.3672,13.549,3.4,-34.8,-1.3091,6.0218,-0.2,-37.2,-1.3091,3.5346,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,3.6,59.6,-4.8,13.56,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.4,64,-4.1891,5.6946,4.4,-6.2,-2.0946,4.5163,3.4,75.8,-7.2,16.56,-1,18,-5.04,13.549,3.6,-34.6,-1.5709,5.6946,0,-37.2,-1.3091,3.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,3.4,60,-4.6286,14.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.6,64.2,-3.6654,5.5637,4.4,-6,-1.8328,1.7018,3.8,76.2,-10.8,14.4,-0.8,18.2,-4.9091,13.288,3.6,-34.4,-2.0291,5.4328,0,-37,-1.5054,3.6654,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,4,60.4,-6.48,14.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,64.2,-2.8146,5.6291,4.4,-5.6,-1.7672,-0.4582,4,76.6,-10.8,14.4,-0.6,18.6,-4.9746,13.157,3.6,-34.4,-2.9454,5.3018,0,-36.8,-2.2254,3.7309,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,4,60.8,-3.6,14.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,64.4,-2.0291,5.4982,4.6,-5.4,-1.5709,-1.6363,0,-0,0,0,-0.6,19,-4.9091,13.157,3.6,-34.2,-3.2072,5.3672,0,-36.8,-2.6837,3.7963,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,4.2,61.2,-3.6,14.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,64.6,-1.3746,5.4982,4.6,-5.2,-1.2437,-2.2254,0,-0,0,0,-0.6,19.4,-4.7128,12.895,3.8,-34,-3.5346,5.6291,0,-36.6,-3.2072,4.1891,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,64.8,-0.9163,5.9563,4.6,-7.2,-0.7854,-2.2254,0,-0,0,0,-0.4,19.8,-4.3854,12.763,3.8,-33.8,-3.5346,5.6946,0.2,-36.6,-3.4037,4.1891,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,64.8,-0.3273,6.1528,4.6,-7,-0.5891,-1.6363,0,-0,0,0,-0.2,20,-4.32,12.829,4,-33.6,-3.9272,5.8909,0.2,-36.4,-3.9928,4.1237,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,65,0,6.48,4.6,-6.8,-0.3273,-0.4582,0,-0,0,0,0,20.4,-4.5163,12.698,4.4,-33.6,-3.9928,6.2182,0.6,-36.4,-4.2546,4.32,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,65.2,0,6.5454,4.6,-6.4,0,2.0291,0,-0,0,0,0,20.8,-4.9746,12.371,4.2,-33.4,-4.3854,6.2837,0.6,-36.2,-4.1891,4.7782,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,65.4,0,6.3491,4.6,-6.2,0,5.1054,0,-0,0,0,0.2,21.2,-4.9746,12.24,4.4,-33.2,-3.9928,6.4146,0.8,-36,-4.1237,4.7782,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,10.8,65.8,0,6.2837,4.6,-6,0,8.771,0,-0,0,0,0.2,21.4,-4.8437,12.306,4.4,-33,-3.6,6.2837,0.8,-36,-3.6654,5.04,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
