時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.966072, 0.056343, 1.866235, 0.129825, -0.004335, 0.010304, 0.057293,
0.100000, 20.161546, 1.190636, 37.441872, 2.413696, -0.067858, 0.119298, 1.134413,
0.200000, 19.680682, 1.220138, 37.569929, 2.899350, -0.084332, 0.080901, 1.084868,
0.300000, 19.570951, 1.196963, 37.791284, 3.625266, -0.095422, 0.075212, 1.098517,
0.400000, 19.439958, 1.251898, 37.530558, 5.265051, -0.097242, 0.089113, 1.171497,
0.500000, 17.551661, 1.177872, 36.591334, 6.209134, -0.086606, 0.078481, 1.103064,
0.600000, 16.339812, 1.067206, 36.437011, 6.472978, -0.091782, 0.063076, 1.067981,
0.700000, 15.063103, 1.096701, 35.457692, 5.397182, -0.094505, 0.069356, 1.086459,
0.800000, 14.555842, 1.137039, 36.037739, 5.324351, -0.084377, 0.086596, 1.075688,
0.900000, 14.313235, 1.198003, 35.756459, 4.615438, -0.079327, 0.069513, 1.084442,
1.000000, 14.595981, 1.141393, 34.615437, 3.793239, -0.074243, 0.062402, 1.061503,
1.100000, 15.374841, 1.159367, 34.809272, 2.446329, -0.078206, 0.109501, 1.051201,
1.200000, 16.658024, 1.097751, 34.405326, 1.175972, -0.082415, 0.084227, 1.088159,
1.300000, 18.355126, 1.032040, 33.160884, -0.266871, -0.079415, 0.071253, 1.096639,
1.400000, 19.033088, 1.107666, 33.032384, -1.716748, -0.075266, 0.099596, 1.053258,
1.500000, 19.689745, 1.030489, 32.344147, 0.147379, -0.079726, 0.066035, 1.092569,
1.600000, 20.200746, 1.076210, 32.515711, 0.809223, -0.084997, 0.070176, 1.113479,
1.700000, 19.872321, 1.100816, 32.876556, 2.039099, -0.084452, 0.086596, 1.055837,
1.800000, 20.711141, 1.083817, 32.257698, 3.656778, -0.097308, 0.055363, 1.084610,
1.900000, 20.471682, 1.155029, 31.274189, 5.008310, -0.096145, 0.069164, 1.060453,
2.000000, 20.896720, 1.124417, 31.870904, 8.845439, -0.096420, 0.084320, 1.057139,
2.100000, 21.404017, 1.150447, 31.619903, 12.882913, -0.099975, 0.045456, 1.083264,
2.200000, 21.600134, 1.142400, 30.447948, 14.518699, -0.088734, 0.043887, 1.065235,
2.300000, 22.112318, 1.136573, 30.024575, 15.777511, -0.102133, 0.043840, 1.080182,
2.400000, 22.137367, 1.147471, 29.244079, 16.739229, -0.098352, 0.052556, 1.086956,
2.500000, 22.348268, 1.126939, 29.467678, 17.209474, -0.103091, 0.047660, 1.093510,
2.600000, 22.750458, 1.191744, 29.833963, 17.356989, -0.114127, 0.055599, 1.085546,
2.700000, 22.766497, 1.197496, 29.197740, 17.458762, -0.115297, 0.048271, 1.085103,
2.800000, 23.344958, 1.143508, 28.259820, 17.347441, -0.120078, 0.046512, 1.102404,
2.900000, 23.313021, 1.222135, 27.995356, 17.257264, -0.125064, 0.046416, 1.075795,
3.000000, 23.354927, 1.179515, 27.070732, 17.577924, -0.132862, 0.036387, 1.087510,
3.100000, 23.631893, 1.233216, 27.029029, 17.536017, -0.134600, 0.053663, 1.103437,
3.200000, 23.335794, 1.204996, 26.260890, 17.744615, -0.131153, 0.028281, 1.068138,
3.300000, 23.519908, 1.184489, 26.469728, 17.649486, -0.147460, 0.027527, 1.067340,
3.400000, 23.330403, 1.175263, 26.425846, 17.397396, -0.145865, 0.054350, 1.084812,
3.500000, 21.949944, 1.194232, 25.674216, 17.383237, -0.152870, 0.058317, 1.093870,
3.600000, 20.576038, 1.192395, 25.241049, 16.495870, -0.146428, 0.035304, 1.107334,
3.700000, 18.994483, 1.183213, 24.689711, 15.813330, -0.146296, 0.032283, 1.082394,
3.800000, 18.580351, 1.177171, 24.453778, 15.499359, -0.141350, 0.061694, 1.078092,
3.900000, 17.833868, 1.202151, 23.487874, 15.716744, -0.124291, 0.053050, 1.049739,
4.000000, 14.169553, 1.202977, 23.257901, 15.903479, -0.126167, 0.048612, 1.065047,
4.100000, 10.691191, 1.200422, 22.113804, 14.758384, -0.081904, 0.045880, 1.112168,
4.200000, 5.551196, 1.186007, 22.308287, 14.641216, -0.057474, 0.060000, 1.085380,
4.300000, 1.395028, 1.135875, 22.074859, 15.267775, -0.023842, 0.056596, 1.082180,
4.400000, 1.433320, 1.121370, 20.924284, 15.739182, -0.031997, 0.028007, 1.027656,
4.500000, 1.460483, 1.141023, 21.135990, 15.842720, -0.031894, 0.045247, 1.080025,
4.600000, 1.569481, 1.144801, 21.309754, 17.005744, -0.034309, 0.042298, 1.112436,
4.700000, 1.518258, 1.140821, 20.922983, 19.092542, -0.024575, 0.070730, 1.075356,
4.800000, 1.488895, 1.158087, 21.137731, 20.117714, -0.030073, 0.057313, 1.077776,
4.900000, 1.371181, 1.087811, 21.588582, 20.906032, -0.021872, 0.005615, 1.066960,
5.000000, 1.408965, 1.145749, 21.547870, 19.676198, -0.030649, 0.038534, 1.092932,
5.100000, 1.454721, 1.149685, 21.531608, 19.479146, -0.033549, 0.034796, 1.069268,
5.200000, 1.387265, 1.073681, 21.565770, 20.492074, -0.016575, 0.077408, 1.079880,
5.300000, 1.331436, 1.053972, 21.618323, 20.743738, -0.029869, 0.071193, 1.068746,
5.400000, 1.410203, 1.137553, 21.571843, 18.191695, -0.035119, 0.022297, 1.115107,
5.500000, 1.334792, 1.104941, 21.576656, 14.837747, -0.021065, 0.060882, 1.063134,
5.600000, 1.282409, 1.067906, 21.613442, 13.675756, -0.029530, 0.051556, 1.045617,
5.700000, 1.452282, 1.124041, 21.556407, 11.583605, -0.019690, 0.059917, 1.093918,
5.800000, 1.402671, 1.132413, 21.565433, 11.754556, -0.030165, 0.066843, 1.067639,
5.900000, 1.433401, 1.148613, 21.551836, 12.118614, -0.026392, 0.066088, 1.097611,
6.000000, 1.476772, 1.156092, 21.538607, 12.120285, -0.025873, 0.079016, 1.093220,
6.100000, 2.873440, 1.146961, 21.527877, 12.071593, -0.027318, 0.071476, 1.069478,
6.200000, 7.364217, 1.168731, 21.525988, 12.069656, -0.024394, 0.044444, 1.080382,
6.300000, 12.509332, 1.123518, 21.550737, 13.024007, -0.023516, 0.079954, 1.090662,
6.400000, 15.545316, 1.138432, 21.536940, 13.403512, -0.029924, 0.047797, 1.065243,
6.500000, 16.644051, 1.119296, 21.537732, 13.476366, -0.032666, 0.074568, 1.103582,
6.600000, 8.123155, 1.176388, 21.526534, 13.411997, -0.024141, 0.062552, 1.087920,
6.700000, 1.407351, 1.170045, 21.542784, 13.387066, -0.027077, 0.059399, 1.084214,
6.800000, 1.470221, 1.118472, 21.540077, 13.014283, -0.027672, 0.060961, 1.082255,
6.900000, 1.484843, 6.733353, 21.519465, 13.202992, -0.019362, 0.074663, 1.061197,
7.000000, 1.512700, 17.785397, 21.526250, 14.149388, -0.031382, 0.072810, 1.099134,
7.100000, 1.532039, 22.987246, 21.528222, 14.212933, -0.026216, 0.048921, 1.118576,
7.200000, 1.495596, 22.855631, 21.515127, 13.929210, -0.016163, 0.063022, 1.085201,
7.300000, 1.502157, 23.934364, 21.515791, 14.246606, -0.012703, 0.041227, 1.043446,
7.400000, 1.448954, 24.491424, 21.516233, 14.280292, 0.004407, 0.105093, 1.056036,
7.500000, 1.474106, 24.701566, 21.520474, 14.441662, 0.008027, 0.046439, 1.105902,
