host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
37,2,0,154.1026,2,0,0,8.6,2.6,2.4,Null,6671,6664.6,466,9951,9922,730.8,145.2,143.8,-55.4,Null,Null,Null
37,2,0,4897.3444,2,0,0,7.8,2.6,Null,Null,138.8,-131,25.2,4899.6,4886.2,330.2,Null,Null,Null,Null,Null,Null
37,2,0,3264.5311,2,0,0,8.4,3.4,Null,7.4,522.2,-513.4,-1,3266.6,3255.8,238.6,Null,Null,Null,Inf,Inf,Inf
38,2,0,3264.5751,3,0,0,8.6,3.4,Null,Null,Inf,Inf,Inf,3266.6,3255.8,239.2,Null,Null,Null,Null,Null,Null
36,2,0,9798.723,2,0,0,8.2,2.6,Null,2.4,328.2,-320,16.4,9800.8,9777.8,640,Null,Null,Null,Inf,Inf,Inf
37,2,0,5810.4146,2,0,0,6.8,2.8,Null,Null,32.2,-22.2,24,5812.8,5798.8,367.2,Null,Null,Null,Null,Null,Null
35,2,0,431.1207,2,0,0,7.4,2.8,Null,2.2,72.8,-64,24.8,428.4,-431,-10.2,Null,Null,Null,Inf,Inf,Inf
35,2,0,6261.1043,2,0,0,7.6,2.8,4.2,2.2,125.6,-117.4,23.6,6263.6,6252.2,333.8,22.6,-18.4,-12,Inf,Inf,Inf
36,2,0,6910.1007,2,0,0,7.8,2.8,Null,2.2,44.6,-35.8,20.2,6912.6,6900.8,358.4,Null,Null,Null,Inf,Inf,Inf
34,2,0,11904.1142,2,0,0,8.4,2.8,Null,2.2,446.4,-438,14.4,11906.6,11887.4,630.6,Null,Null,Null,Inf,Inf,Inf
34,2,0,12524.9015,2,0,0,8.6,2.8,Null,2.2,312,-303.4,15.2,12527.4,12508.2,646.6,Null,Null,Null,Inf,Inf,Inf
