"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.2971456674581,136.907631197926,1.4158,7.8495,63.3387,79.1364,0.067,0.0118,1.0829
0.100000000000364,35.2971456674581,136.907631197926,1.415,7.7686,63.3482,79.3873,0.0645,0.0021,1.0634
0.200000000000728,35.2971456674581,136.907631197926,1.4072,7.8139,62.7879,79.6722,0.067,0.0014,1.0767
0.300000000000182,35.2971456674581,136.907631197926,1.4052,7.8779,64.9093,80.1202,0.0669,0.0014,1.0747
0.400000000000546,35.2971456674581,136.907631197926,1.3524,7.9529,65.1286,80.5044,0.0626,0.0018,1.0539
0.5,35.2971456674581,136.907631197926,1.4016,8.7013,64.5865,80.891,0.0677,-0.0073,1.0524
0.600000000000364,35.2971456674581,136.907631197926,1.4033,9.7354,64.5432,82.0056,0.0685,-0.0056,1.0697
0.700000000000728,35.2969970284238,136.907572614695,1.4445,10.4261,64.5227,82.1597,0.0701,-0.004,1.0739
0.800000000000182,35.2969970284238,136.907572614695,1.5011,10.8926,63.9876,82.1639,0.0708,-0.0122,1.0807
0.900000000000546,35.2969970284238,136.907572614695,1.4863,11.3607,63.947,82.0004,0.0735,-0.0101,1.0593
1,35.2969970284238,136.907572614695,1.5556,11.9406,65.5367,82.1796,0.0783,-0.0169,1.0612
1.10000000000036,35.2969970284238,136.907572614695,1.541,12.6849,65.7111,82.2047,0.0813,-0.0109,1.0702
1.20000000000073,35.2969970284238,136.907572614695,1.4955,13.0601,65.1847,82.2997,0.0822,-0.0177,1.0661
1.30000000000018,35.2969970284238,136.907572614695,1.4795,13.5466,65.1281,82.7659,0.0854,-0.0194,1.0594
1.40000000000055,35.2969970284238,136.907572614695,1.469,14.4495,65.1259,82.6829,0.0883,-0.0197,1.0554
1.5,35.2969970284238,136.907572614695,1.5131,14.858,66.7043,82.1468,0.0906,-0.0204,1.0731
1.60000000000036,35.2969970284238,136.907572614695,1.4713,15.3,66.361,82.6731,0.0958,-0.0126,1.064
1.70000000000073,35.2968440490743,136.907512947111,1.5017,15.0056,66.2888,82.1273,0.0985,-0.0101,1.079
1.80000000000018,35.2968440490743,136.907512947111,1.4815,14.8846,65.7685,82.319,0.0982,-0.0096,1.0712
1.90000000000055,35.2968440490743,136.907512947111,1.4451,14.64,67.3067,81.8013,0.098,-0.0134,1.0571
2,35.2968440490743,136.907512947111,1.4717,14.1692,67.4866,82.1194,0.0993,-0.0157,1.0578
2.10000000000036,35.2968440490743,136.907512947111,1.4134,13.1157,67.499,81.8158,0.1034,-0.0167,1.0692
2.20000000000073,35.2968440490743,136.907512947111,1.408,12.8215,66.9545,80.9405,0.0952,-0.0161,1.0571
2.30000000000018,35.2968440490743,136.907512947111,1.3383,13.0263,68.4878,79.8864,0.1029,-0.0077,1.073
2.40000000000055,35.2968440490743,136.907512947111,1.308,12.9826,68.1584,78.8032,0.0889,-0.0017,1.0525
2.5,35.2968440490743,136.907512947111,1.3292,12.4338,68.0863,78.152,0.096,5e-04,1.0604
2.60000000000036,35.2968440490743,136.907512947111,1.3896,11.831,68.0882,77.5625,0.0966,0.0014,1.0704
2.70000000000073,35.2966867303924,136.907451109272,1.3833,11.3798,69.676,77.3423,0.0893,0.0125,1.0731
2.80000000000018,35.2966867303924,136.907451109272,1.3873,11.012,69.3533,77.1419,0.0918,0.023,1.0773
2.90000000000055,35.2966867303924,136.907451109272,1.3942,10.8068,69.2877,76.6316,0.0885,0.0182,1.087
3,35.2966867303924,136.907451109272,1.3644,10.3369,68.7513,76.1077,0.0845,0.0185,1.0609
3.10000000000036,35.2966867303924,136.907451109272,1.3688,9.8925,70.7966,75.3143,0.0935,0.0231,1.0723
3.20000000000073,35.2966867303924,136.907451109272,1.411,9.3144,70.5423,74.8101,0.0918,0.0223,1.0871
3.30000000000018,35.2966867303924,136.907451109272,1.3687,8.1662,70.4829,74.3546,0.0818,0.0238,1.0593
3.40000000000055,35.2966867303924,136.907451109272,1.3776,6.7151,70.4761,74.3925,0.0823,0.0273,1.0477
3.5,35.2966867303924,136.907451109272,1.4351,6.0194,69.9455,74.2735,0.0812,0.0297,1.0646
3.60000000000036,35.2966867303924,136.907451109272,1.4791,5.4215,71.9686,74.2028,0.0773,0.0262,1.0673
3.70000000000073,35.2965229019814,136.90738710172,1.5483,5.0924,71.7359,74.1427,0.079,0.0264,1.0777
3.80000000000018,35.2965229019814,136.90738710172,1.5182,4.6965,71.6622,74.0426,0.069,0.0245,1.0477
3.90000000000055,35.2965229019814,136.90738710172,1.472,4.4593,71.149,74.1721,0.0671,0.0335,1.0247
4,35.2965229019814,136.90738710172,1.5042,4.3427,71.0777,74.0893,0.0768,0.0294,1.0633
4.10000000000036,35.2965229019814,136.90738710172,1.5658,4.3624,72.6156,73.7839,0.0865,0.0241,1.1232
4.20000000000073,35.2965229019814,136.90738710172,1.5239,4.342,72.8412,73.5364,0.0583,0.0256,1.1559
4.30000000000018,35.2965229019814,136.90738710172,1.4587,3.9877,72.3133,73.4672,0.0674,0.0464,1.0895
4.40000000000055,35.2965229019814,136.90738710172,1.4425,3.956,72.2356,73.4518,0.0608,0.0425,1.0449
4.5,35.2965229019814,136.90738710172,1.4641,4.2729,72.2434,73.6271,0.0684,0.0327,1.0317
4.60000000000036,35.2965229019814,136.90738710172,1.4781,4.8144,72.2553,73.9861,0.0658,0.0219,1.0525
4.70000000000073,35.2963536488935,136.907325264315,1.4926,5.576,73.7854,73.9666,0.0675,0.0251,1.0618
4.80000000000018,35.2963536488935,136.907325264315,1.4692,5.4079,73.5083,73.8567,0.0622,0.033,1.0738
4.90000000000055,35.2963536488935,136.907325264315,1.3966,4.6773,73.4385,74.1615,0.0621,0.0398,1.0542
5,35.2963536488935,136.907325264315,1.3817,4.2353,73.4325,74.3297,0.062,0.0387,1.0662
5.10000000000036,35.2963536488935,136.907325264315,1.3782,3.6231,73.4334,74.3564,0.0662,0.0315,1.0793
5.20000000000073,35.2963536488935,136.907325264315,1.3659,2.9941,73.4373,74.4901,0.0611,0.0248,1.0937
5.30000000000018,35.2963536488935,136.907325264315,1.4212,2.4862,74.9686,74.6193,0.0584,0.0278,1.1098
5.40000000000055,35.2963536488935,136.907325264315,1.3757,2.5425,75.2269,75.3522,0.0497,0.0331,1.0848
5.5,35.2963536488935,136.907325264315,1.3845,2.5636,75.225,75.4522,0.049,0.0365,1.0674
5.60000000000036,35.2963536488935,136.907325264315,1.3898,2.0935,75.2321,75.8209,0.0483,0.0318,1.0457
5.70000000000073,35.2961789711022,136.907264512082,1.3959,1.7377,74.7158,76.3625,0.0531,0.0339,1.0822
5.80000000000018,35.2961789711022,136.907264512082,1.3768,1.6409,74.628,77.07,0.0431,0.0219,1.0486
5.90000000000055,35.2961789711022,136.907264512082,1.3885,1.1266,74.6338,78.1182,0.0434,0.0128,1.0591
6,35.2961789711022,136.907264512082,1.4045,0.8868,74.6287,79.227,0.0419,0.0128,1.0576
6.10000000000036,35.2961789711022,136.907264512082,1.4089,0.7618,74.6227,79.4222,0.0398,0.0029,1.0771
6.20000000000073,35.2961789711022,136.907264512082,1.4364,0.7582,74.1248,79.4296,0.0304,9e-04,1.0777
6.30000000000018,35.2961789711022,136.907264512082,1.5307,0.7978,74.0325,79.2462,0.0328,0.0015,1.0952
6.40000000000055,35.2961789711022,136.907264512082,1.5661,0.7936,74.0348,79.2013,0.028,-0.009,1.0955
6.5,35.2961789711022,136.907264512082,1.5603,0.7918,74.0316,79.0234,0.0191,-0.0197,1.0641
6.60000000000036,35.2961789711022,136.907264512082,1.5589,0.7933,74.033,78.8668,0.0161,-0.0139,1.0545
6.70000000000073,35.2960021234985,136.907207014852,1.5368,0.8044,74.0412,78.9603,0.0055,-0.0021,1.0506
6.80000000000018,35.2960021234985,136.907207014852,1.5295,0.8151,74.5372,78.8876,-1e-04,-0.003,1.0604
6.90000000000055,35.2960021234985,136.907207014852,1.5652,0.8302,74.6274,78.7831,0.0011,-0.0056,1.08
7,35.2960021234985,136.907207014852,1.5697,0.8343,74.6335,78.892,0.0019,-0.0162,1.1032
7.10000000000036,35.2960021234985,136.907207014852,1.5719,0.8412,74.6299,78.9421,-0.0042,-0.0165,1.0851
7.20000000000073,35.2960021234985,136.907207014852,1.531,0.8304,74.6325,79.1398,-0.0095,-0.0067,1.0669
7.30000000000018,35.2960021234985,136.907207014852,1.556,0.8504,75.1312,79.3093,-0.0071,-0.0147,1.0531
7.40000000000055,35.2960021234985,136.907207014852,1.5832,0.8674,75.2387,79.7449,-0.0017,-0.0144,1.0806
7.5,35.2960021234985,136.907207014852,1.5689,0.8736,75.2259,79.6273,-0.0065,-0.0146,1.0903
7.60000000000036,35.2960021234985,136.907207014852,1.4858,0.8493,73.2397,80.131,-0.0131,-0.0135,1.0608
7.70000000000073,35.2958252759213,136.907150602598,1.455,0.8555,72.8628,80.4933,-0.0112,-0.0189,1.0748
7.80000000000018,35.2958252759213,136.907150602598,1.4218,0.8464,73.3314,80.4394,-0.0083,-0.0258,1.0658
7.90000000000055,35.2958252759213,136.907150602598,1.3827,0.8396,73.4427,80.5608,-0.0099,-0.0265,1.0678
8,35.2958252759213,136.907150602598,1.4212,0.8501,73.4305,80.0081,-0.011,-0.0189,1.0489
8.10000000000036,35.2958252759213,136.907150602598,1.4484,0.8582,73.4361,80.2609,-0.0094,-0.0177,1.0552
8.20000000000073,35.2958252759213,136.907150602598,1.4676,0.8901,73.9403,80.3671,-0.0038,-0.0206,1.0721
8.30000000000018,35.2958252759213,136.907150602598,1.4853,1.3832,74.0249,80.0828,1e-04,-0.0225,1.0835
8.40000000000055,35.2958252759213,136.907150602598,1.454,1.5675,74.0286,80.2876,-0.0022,-0.0254,1.069
8.5,35.2958252759213,136.907150602598,1.4486,2.0471,72.5553,80.6207,-0.0035,-0.0194,1.0662
8.60000000000036,35.2958252759213,136.907150602598,1.4695,3.4457,72.2648,80.7074,0.0073,-0.02,1.0842
8.70000000000073,35.2956505982625,136.907095275238,1.4285,3.5917,72.2609,80.6344,-0.0084,-0.0228,1.0521
8.80000000000018,35.2956505982625,136.907095275238,1.4592,3.2726,72.2495,80.3022,0.0175,-0.0236,1.0682
8.90000000000055,35.2956505982625,136.907095275238,1.4755,3.4064,72.2656,80.7584,0.008,-0.0263,1.0658
9,35.2956505982625,136.907095275238,1.524,3.5124,72.2481,80.3639,0.0085,-0.0202,1.0726
9.10000000000036,35.2956505982625,136.907095275238,1.5695,3.9818,72.2588,80.5757,0.0186,-0.0264,1.0833
9.20000000000073,35.2956505982625,136.907095275238,1.5846,4.6542,72.2562,79.974,0.0159,-0.0293,1.0741
9.30000000000018,35.2956505982625,136.907095275238,1.567,5.4987,72.2448,79.7135,0.0102,-0.0252,1.0507
9.40000000000055,35.2956505982625,136.907095275238,1.521,5.99,72.2604,79.7682,0.0085,-0.019,1.0251
9.5,35.2956505982625,136.907095275238,1.5364,6.6134,72.7351,79.5539,0.0269,-0.0293,1.0539
9.60000000000036,35.2956505982625,136.907095275238,1.5499,7.6399,72.8131,79.3969,0.0349,-0.0261,1.0794
9.70000000000073,35.2954770055498,136.90703994784,1.5634,7.9736,72.3344,79.2334,0.0298,-0.0253,1.1368
9.80000000000018,35.2954770055498,136.90703994784,1.5612,8.3518,72.2103,79.0312,0.0386,-0.0239,1.1396
9.90000000000055,35.2954770055498,136.90703994784,1.4552,8.0952,72.2296,79.0718,0.0207,-0.0226,1.0678
10,35.2954770055498,136.90703994784,1.4572,7.891,72.225,79.0954,0.0297,-0.0169,1.0139
10.1000000000004,35.2954770055498,136.90703994784,1.4657,7.7056,72.2405,79.3595,0.0343,-0.0195,1.0055
10.2000000000007,35.2954770055498,136.90703994784,1.4937,7.7862,72.2487,79.4123,0.0346,-0.019,1.0438
10.3000000000002,35.2954770055498,136.90703994784,1.5219,7.7501,72.2361,79.4647,0.037,-0.0184,1.0899
10.4000000000005,35.2954770055498,136.90703994784,1.4505,7.5669,72.2472,79.7859,0.0363,-0.0209,1.0948
10.5,35.2954770055498,136.90703994784,1.3749,7.4408,72.2298,79.3439,0.0283,-0.02,1.0693
10.6000000000004,35.2954770055498,136.90703994784,1.3594,7.5611,72.2458,79.1717,0.037,-0.0155,1.0647
10.7000000000007,35.295304497783,136.906984620402,1.3629,7.7439,72.2537,79.6181,0.0365,-0.0237,1.0675
10.8000000000002,35.295304497783,136.906984620402,1.4558,7.9173,72.2294,79.8224,0.0404,-0.0278,1.0877
10.9000000000005,35.295304497783,136.906984620402,1.4416,8.0283,72.2457,80.1914,0.0407,-0.0293,1.0955
11,35.295304497783,136.906984620402,1.423,8.0374,73.6654,79.9341,0.0399,-0.0231,1.0831
11.1000000000004,35.295304497783,136.906984620402,1.4255,8.0436,74.0134,79.9553,0.0402,-0.0198,1.0714
11.2000000000007,35.295304497783,136.906984620402,1.3764,7.9442,74.0214,79.8624,0.0439,-0.0197,1.0556
11.3000000000002,35.295304497783,136.906984620402,1.3781,7.635,74.0052,79.7272,0.0417,-0.0268,1.0389
11.4000000000005,35.295304497783,136.906984620402,1.3933,7.2552,74.0174,79.7675,0.044,-0.0261,1.0498
11.5,35.295304497783,136.906984620402,1.4412,7.1283,74.011,79.73,0.049,-0.0261,1.0722
11.6000000000004,35.295304497783,136.906984620402,1.4401,7.2388,73.5487,79.5767,0.0468,-0.0179,1.094
11.7000000000007,35.2951319899896,136.906928207989,1.4449,7.1669,73.4326,79.343,0.0466,-0.0178,1.0983
11.8000000000002,35.2951319899896,136.906928207989,1.4879,6.8078,73.4189,79.0359,0.0447,-0.0135,1.0706
11.9000000000005,35.2951319899896,136.906928207989,1.5106,6.2318,73.4331,78.3953,0.0428,-0.0117,1.0559
12,35.2951319899896,136.906928207989,1.5543,5.5363,73.416,78.2818,0.0484,-0.0061,1.0419
12.1000000000004,35.2951319899896,136.906928207989,1.5643,4.8665,73.4218,78.2402,0.0444,-0.0035,1.0654
12.2000000000007,35.2951319899896,136.906928207989,1.5326,4.1992,73.4324,78.3088,0.0426,0.0016,1.0842
12.3000000000002,35.2951319899896,136.906928207989,1.5293,3.8742,72.9547,78.4107,0.0407,0.0026,1.0733
12.4000000000005,35.2951319899896,136.906928207989,1.4857,3.6522,72.8514,78.4885,0.0368,0.0016,1.0667
12.5,35.2951319899896,136.906928207989,1.5243,3.7802,72.8407,78.2262,0.0369,-2e-04,1.0708
12.6000000000004,35.2951319899896,136.906928207989,1.5285,3.856,74.7237,78.4268,0.0416,0.003,1.0804
12.7000000000007,35.2949573122777,136.90687071068,1.5032,3.7679,75.2272,78.6401,0.0379,5e-04,1.0662
12.8000000000002,35.2949573122777,136.90687071068,1.5381,4.0112,75.2099,78.9059,0.0394,1e-04,1.0784
12.9000000000005,35.2949573122777,136.90687071068,1.5339,4.6663,75.2253,79.464,0.0416,0.0021,1.0857
13,35.2949573122777,136.90687071068,1.5121,5.7377,75.2141,79.2087,0.0333,0.0016,1.0726
13.1000000000004,35.2949573122777,136.90687071068,1.4435,5.9564,74.7541,79.012,0.0372,0.001,1.0536
13.2000000000007,35.2949573122777,136.90687071068,1.3655,5.2422,74.6183,79.1306,0.0294,0.0068,1.0154
13.3000000000002,35.2949573122777,136.90687071068,1.3371,4.4589,74.6138,79.1936,0.0346,0.0093,1.0069
13.4000000000005,35.2949573122777,136.90687071068,1.3679,4.0124,74.6266,79.4678,0.0411,0.0028,1.0503
13.5,35.2949573122777,136.90687071068,1.45,3.8521,74.6096,79.4392,0.0419,-0.0049,1.1231
13.6000000000004,35.2949573122777,136.90687071068,1.496,3.6891,74.6227,79.6312,0.0406,-0.0076,1.1579
13.7000000000007,35.2947826345923,136.906814298346,1.4303,3.3946,74.1534,79.591,0.0361,-0.0096,1.1169
13.8000000000002,35.2947826345923,136.906814298346,1.4272,3.2563,74.0082,79.5686,0.0354,-0.0076,1.0957
13.9000000000005,35.2947826345923,136.906814298346,1.3849,3.2225,74.0277,79.8561,0.0355,-0.0013,1.0424
14,35.2947826345923,136.906814298346,1.3655,3.4185,74.0218,79.3833,0.0304,-0.0017,1.0212
14.1000000000004,35.2947826345923,136.906814298346,1.3922,3.8366,74.0221,79.8196,0.0354,0.0034,1.0177
14.2000000000007,35.2947826345923,136.906814298346,1.4093,4.022,74.0261,79.997,0.0354,-0.0037,1.0632
14.3000000000002,35.2947826345923,136.906814298346,1.445,3.8628,74.015,79.8556,0.0357,-0.0115,1.0861
14.4000000000005,35.2947826345923,136.906814298346,1.4322,3.729,74.0311,80.2812,0.0364,-0.0156,1.0813
14.5,35.2947826345923,136.906814298346,1.4886,3.7217,75.4228,80.3331,0.0337,-0.0197,1.0909
14.6000000000004,35.2947826345923,136.906814298346,1.5252,3.5327,74.4487,80.888,0.0368,-0.0159,1.0909
14.7000000000007,35.2946047020689,136.90675788613,1.5568,3.2599,75.429,81.1347,0.0338,-0.0157,1.0629
14.8000000000002,35.2946047020689,136.90675788613,1.5858,3.1156,75.8418,81.4698,0.038,-0.0227,1.0639
14.9000000000005,35.2946047020689,136.90675788613,1.5444,2.8553,75.8564,81.7139,0.0348,-0.0215,1.0483
15,35.2946047020689,136.90675788613,1.5448,2.2835,75.8361,81.2284,0.0325,-0.0271,1.0615
15.1000000000004,35.2946047020689,136.90675788613,1.5061,2.3034,75.8547,80.7844,0.0346,-0.0311,1.0638
15.2000000000007,35.2946047020689,136.90675788613,1.4945,2.2909,75.8458,80.8246,0.0265,-0.0288,1.0536
15.3000000000002,35.2946047020689,136.90675788613,1.5551,2.4552,75.8452,80.4049,0.0383,-0.0296,1.0799
15.4000000000005,35.2946047020689,136.90675788613,1.5281,2.3854,75.8462,80.1553,0.0299,-0.0279,1.0664
15.5,35.2946047020689,136.90675788613,1.5556,2.4796,75.8453,79.9482,0.032,-0.0238,1.0914
15.6000000000004,35.2946047020689,136.90675788613,1.5453,2.7999,75.8499,80.0458,0.0348,-0.016,1.0927
15.7000000000007,35.2944256845729,136.906700388979,1.5293,3.0165,75.8556,79.6999,0.0239,-0.0185,1.0676
15.8000000000002,35.2944256845729,136.906700388979,1.5368,3.5413,75.8422,79.5779,0.0286,-0.017,1.0808
15.9000000000005,35.2944256845729,136.906700388979,1.4787,4.1354,75.8503,79.3561,0.0294,-0.0139,1.0861
16,35.2944256845729,136.906700388979,1.471,4.377,75.8391,79.1188,0.0237,-0.0129,1.0876
16.1000000000004,35.2944256845729,136.906700388979,1.3735,4.4493,75.8548,79.2371,0.0248,-0.0047,1.059
16.2000000000007,35.2944256845729,136.906700388979,1.3351,4.5363,75.8477,79.1535,0.012,-0.0014,1.0193
16.3000000000002,35.2944256845729,136.906700388979,1.371,4.8148,75.85,79.3184,0.0266,0.0057,1.011
16.4000000000005,35.2944256845729,136.906700388979,1.4431,5.1836,75.8546,79.3694,0.0241,-0.0023,1.0523
16.5,35.2944256845729,136.906700388979,1.4816,5.4576,75.8489,79.4903,0.0287,-0.0081,1.0935
16.6000000000004,35.2944256845729,136.906700388979,1.4869,5.6894,75.8512,79.9823,0.0316,-0.0091,1.1258
16.7000000000007,35.2942477520229,136.906642891788,1.4371,5.9547,75.3808,79.9482,0.0244,-0.0065,1.0953
16.8000000000002,35.2942477520229,136.906642891788,1.4456,6.5956,75.226,80.0388,0.0276,-0.0108,1.084
16.9000000000005,35.2942477520229,136.906642891788,1.4187,7.6954,75.2279,80.9481,0.03,-0.0091,1.0685
17,35.2942477520229,136.906642891788,1.4178,8.9455,75.2215,81.8253,0.0279,-0.011,1.0521
17.1000000000004,35.2942477520229,136.906642891788,1.4486,10.0695,75.694,82.2513,0.0384,-0.0133,1.0525
17.2000000000007,35.2942477520229,136.906642891788,1.4229,10.6274,75.3855,82.3976,0.0414,-0.0198,1.065
17.3000000000002,35.2942477520229,136.906642891788,1.4797,11.3947,75.2283,81.7121,0.0472,-0.0242,1.0695
17.4000000000005,35.2942477520229,136.906642891788,1.5484,12.4133,75.2211,81.6966,0.0567,-0.0222,1.0876
17.5,35.2942477520229,136.906642891788,1.5299,12.8063,75.2208,81.734,0.0504,-0.0231,1.0538
17.6000000000004,35.2942477520229,136.906642891788,1.5607,13.7372,75.2295,81.8961,0.0599,-0.0129,1.0522
17.7000000000007,35.2940676495808,136.906585394676,1.556,14.3187,76.5945,81.815,0.0632,-0.0161,1.0702
17.8000000000002,35.2940676495808,136.906585394676,1.5188,14.4969,76.6178,81.8814,0.0556,-0.0214,1.0581
17.9000000000005,35.2940676495808,136.906585394676,1.5175,15.0033,76.4722,82.7148,0.0692,-0.0235,1.0779
18,35.2940676495808,136.906585394676,1.5456,15.6315,76.4613,83.4004,0.0669,-0.0254,1.088
18.1000000000004,35.2940676495808,136.906585394676,1.504,15.6361,76.0189,85.0232,0.0621,-0.0326,1.0698
18.2000000000007,35.2940676495808,136.906585394676,1.52,15.4131,75.8554,85.4959,0.0658,-0.0346,1.0607
18.3000000000002,35.2940676495808,136.906585394676,1.4976,15.5181,75.8507,85.8637,0.0717,-0.0373,1.0533
18.4000000000005,35.2940676495808,136.906585394676,1.4993,15.6488,77.6187,86.0113,0.0718,-0.0479,1.0539
18.5,35.2940676495808,136.906585394676,1.5162,15.4693,78.2632,85.7536,0.075,-0.0566,1.0631
18.6000000000004,35.2940676495808,136.906585394676,1.4845,15.3587,77.8357,85.9141,0.0765,-0.0582,1.054
18.7000000000007,35.2938864621396,136.906525727654,1.4309,14.9107,77.6735,85.7873,0.0793,-0.0597,1.0486
18.8000000000002,35.2938864621396,136.906525727654,1.4073,14.3449,77.6734,85.8533,0.0872,-0.0647,1.0681
18.9000000000005,35.2938864621396,136.906525727654,1.3368,14.1693,77.2415,85.7913,0.09,-0.0644,1.0428
19,35.2938864621396,136.906525727654,1.3575,13.0968,78.3754,85.8791,0.0921,-0.0594,1.0636
19.1000000000004,35.2938864621396,136.906525727654,1.3837,4.2603,78.8632,86.073,0.0971,-0.0502,1.0794
19.2000000000007,35.2938864621396,136.906525727654,1.4131,3.9789,78.4256,85.8624,0.0949,-0.0321,1.0856
19.3000000000002,35.2938864621396,136.906525727654,1.4363,3.818,79.5535,85.7783,0.0919,-0.021,1.0946
19.4000000000005,35.2938864621396,136.906525727654,1.3701,3.8385,80.0473,85.8768,0.0892,-0.0238,1.065
19.5,35.2938864621396,136.906525727654,1.3727,3.8534,79.6179,85.1719,0.0921,-0.0312,1.061
19.6000000000004,35.2938864621396,136.906525727654,1.3803,3.8671,79.4543,84.1663,0.0996,-0.0421,1.0499
19.7000000000007,35.2937020197543,136.906461720851,1.3498,3.9381,79.4639,83.8955,0.0907,-0.0432,1.0557
19.8000000000002,35.2937020197543,136.906461720851,1.382,3.9,79.0263,83.2607,0.0939,-0.0319,1.0529
19.9000000000005,35.2937020197543,136.906461720851,1.3873,3.8859,80.5642,82.7315,0.0983,-0.0301,1.0557
20,35.2937020197543,136.906461720851,1.4031,3.8994,80.8106,82.3381,0.0886,-0.0177,1.0526
20.1000000000004,35.2937020197543,136.906461720851,1.4763,4.0203,80.6455,82.2765,0.0949,-0.0121,1.0837
20.2000000000007,35.2937020197543,136.906461720851,1.5252,4.1823,80.2,81.8275,0.0911,-0.0178,1.095
20.3000000000002,35.2937020197543,136.906461720851,1.5108,4.2812,81.3092,81.7134,0.0916,-0.0181,1.0719
20.4000000000005,35.2937020197543,136.906461720851,1.5591,4.4866,81.8176,81.7602,0.0928,-0.019,1.067
20.5,35.2937020197543,136.906461720851,1.5144,4.2932,81.8173,81.5018,0.0919,-0.0211,1.0536
20.6000000000004,35.2937020197543,136.906461720851,1.4767,3.6055,81.4037,81.3205,0.0848,-0.016,1.0322
20.7000000000007,35.2935121525062,136.906392289371,1.4651,2.0482,82.526,81.4196,0.0918,0.0023,1.0486
20.8000000000002,35.2935121525062,136.906392289371,1.4978,1.7186,83.0962,81.1727,0.0873,-0.0146,1.1457
