host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
75,2,0,254.4661,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,247.8,254.4,-5.8,Inf,Inf,Inf
75,2,0,493.4295,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,487,493.4,5.4,Inf,Inf,Inf
75,2,0,525.6521,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,519.2,525.6,7.4,Inf,Inf,Inf
74,2,0,237.0027,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,230.2,236.8,-9.8,Inf,Inf,Inf
74,2,0,538.2232,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,531.8,538.2,5,Inf,Inf,Inf
74,2,0,465.011,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,458.4,465,-3.2,Inf,Inf,Inf
74,2,0,539.4024,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,532.8,539.4,-1.6,Inf,Inf,Inf
74,2,0,515.0039,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,508.4,515,-2,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
76,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
76,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.4,6.6,5.6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.6,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.6,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
76,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
76,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
74,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
72,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
73,2,0,Inf,3,0,0,Null,6.8,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
70,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
70,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
70,2,0,Inf,3,0,0,Null,6.6,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,Null,6.6,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
70,2,0,Inf,3,0,0,Null,6.6,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,Null,6.6,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,Null,6.8,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,Null,6.8,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,Null,6.6,6.4,6,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,6.4,6.6,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,3,0,0,6.4,6.8,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
71,2,0,Inf,Null,0,0,Null,6.8,6.2,Null,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
71,2,0,Inf,Null,0,0,Null,6.8,6.2,Null,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
71,2,0,Inf,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
69,2,0,Inf,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
68,2,0,Inf,Null,0,0,Null,6.8,6.2,Null,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
69,2,0,Inf,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
69,2,-1,750.6001,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,743.8,-750.6,0.4,Inf,Inf,Inf,Null,Null,Null
69,2,-1,716.4003,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,709.6,-716.4,0.6,Inf,Inf,Inf,Null,Null,Null
69,2,-1,774.6004,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,767.8,-774.6,-0.8,Inf,Inf,Inf,Null,Null,Null
69,2,-1,650.6008,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,643.8,-650.6,1,Inf,Inf,Inf,Null,Null,Null
69,2,-1,666.4003,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,659.6,-666.4,0.6,Inf,Inf,Inf,Null,Null,Null
70,2,-1,739.8002,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,733,-739.8,-0.6,Inf,Inf,Inf,Null,Null,Null
70,2,-1,327.1351,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,320.2,-327,9.4,Inf,Inf,Inf,Null,Null,Null
70,2,-1,761.4657,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,754.8,-761.4,-10,Inf,Inf,Inf,Null,Null,Null
68,2,-1,753.6745,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,747,-753.6,-10.6,Inf,Inf,Inf,Null,Null,Null
68,2,-1,712.2472,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,705.6,-712.2,-8.2,Inf,Inf,Inf,Null,Null,Null
68,2,-1,705.6549,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,699,-705.6,-8.8,Inf,Inf,Inf,Null,Null,Null
68,2,-1,Inf,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
68,2,-1,13162.1196,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,13168.4,13144.8,675,Inf,Inf,Inf,Null,Null,Null
68,2,-1,Inf,3,0,0,6.4,6.8,6.2,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
68,2,-1,357.4224,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,350.4,-357.4,4,Inf,Inf,Inf,Null,Null,Null
68,2,-1,253.5528,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,246.4,-253.4,8.8,Inf,Inf,Inf,Null,Null,Null
68,2,-1,308.8508,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,301.8,-308.8,5.6,Inf,Inf,Inf,Null,Null,Null
68,2,-1,393.8002,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,386.8,-393.8,-0.4,Inf,Inf,Inf,Null,Null,Null
68,2,-1,699.6066,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,692.8,-699.4,-17,Inf,Inf,Inf,Null,Null,Null
68,2,-1,724.444,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,717.6,-724.2,-18.8,Inf,Inf,Inf,Null,Null,Null
68,2,-1,634.5967,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,627.8,-634.4,-15.8,Inf,Inf,Inf,Null,Null,Null
68,2,-1,311.4052,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,304.4,-311.4,1.8,Inf,Inf,Inf,Null,Null,Null
68,2,-1,357.6002,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,350.6,-357.6,0.4,Inf,Inf,Inf,Null,Null,Null
68,2,-1,311.4052,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,304.4,-311.4,1.8,Inf,Inf,Inf,Null,Null,Null
68,2,-1,611.6146,3,0,0,6.4,7,6.2,Null,Inf,Inf,Inf,604.8,-611.4,-16.2,Inf,Inf,Inf,Null,Null,Null
68,2,-1,327.4039,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,320.4,-327.4,1.6,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,732.6758,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,726,-732.2,-26.4,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,798.379,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,791.8,-797.8,-30.4,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,554.9431,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,548.2,-554.8,-12.6,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,779.2011,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,772.6,-778.6,-30.6,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,325.001,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,318,-325,0.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,603.1915,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,596.4,-603,-15.2,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,330.4001,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,323.4,-330.4,0.2,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,628.5992,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,622,-628.2,-22.4,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,371.831,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,365,-371.8,-4.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,363.0402,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,356.2,-363,-5.4,Inf,Inf,Inf,Inf,Inf,Inf
70,2,-1,322.4122,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,315.6,-322.4,-2.8,Inf,Inf,Inf,Inf,Inf,Inf
70,2,-1,801.1303,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,794.6,-800.4,-34.2,Inf,Inf,Inf,Inf,Inf,Inf
70,2,-1,708.5614,3,0,0,6.4,7,6.2,6.4,Inf,Inf,Inf,702,-708,-28.2,Inf,Inf,Inf,Inf,Inf,Inf
69,2,-1,347.2208,3,0,0,6.4,7.2,6.2,6.4,Inf,Inf,Inf,340.2,-347.2,-3.8,Inf,Inf,Inf,Inf,Inf,Inf
69,2,-1,341.4211,3,0,0,6.2,7.2,6.2,6.2,Inf,Inf,Inf,334.4,-341.4,-3.8,Inf,Inf,Inf,Inf,Inf,Inf
70,2,-1,322.8105,3,0,0,6.2,7.2,6.2,6.2,Inf,Inf,Inf,315.8,-322.8,-2.6,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,312.2144,3,0,0,6.2,7.2,6.2,6.2,Inf,Inf,Inf,305.2,-312.2,-3,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,739.1672,3,0,0,6.2,7.2,6.2,6.4,Inf,Inf,Inf,732.4,-738.2,-37.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,696.6205,3,0,0,6.2,7.2,6.2,6.4,Inf,Inf,Inf,689.8,-695.8,-33.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,696.6205,3,0,0,6.2,7.2,6.2,6.4,Inf,Inf,Inf,689.8,-695.8,-33.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,442.1853,3,0,0,6.2,7.4,6.2,6.4,Inf,Inf,Inf,435,-442,-12.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,363.2837,3,0,0,6.2,7.4,6.2,6.4,Inf,Inf,Inf,356.2,-363.2,-7.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,702.9902,3,0,0,6.2,7.4,6.2,6.4,Inf,Inf,Inf,696,-702.4,-28.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,271.8106,3,0,0,6,7.4,6.2,6.4,Inf,Inf,Inf,264.4,-271.8,2.4,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,798.5072,3,0,0,6.2,7.4,6,6.4,Inf,Inf,Inf,791.6,-797.8,-33.6,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,312.0064,3,0,0,6.2,7.4,6,6.4,Inf,Inf,Inf,304.6,-312,2,Inf,Inf,Inf,Inf,Inf,Inf
68,2,-1,327.8061,3,0,0,6.2,7.4,6,6.6,Inf,Inf,Inf,320.4,-327.8,2,Inf,Inf,Inf,Inf,Inf,Inf
69,2,-1,755.0341,3,0,0,6,7.4,6,6.6,Inf,Inf,Inf,747.8,-754.8,-18.8,Inf,Inf,Inf,Inf,Inf,Inf
