時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, -0.000963, 0.055249, 3.885040, 0.979204, 0.003274, 0.005525, 0.055316,
0.100000, -0.098460, 1.002320, 77.629568, 19.375620, 0.049815, 0.087818, 1.087156,
0.200000, -0.091930, 1.003773, 76.625580, 19.593171, 0.052902, 0.086321, 1.085783,
0.300000, -0.105399, 0.994740, 78.650170, 19.807692, 0.049965, 0.086831, 1.081766,
0.400000, -0.093123, 1.007870, 78.428837, 19.516864, 0.048874, 0.083829, 1.082398,
0.500000, -0.122142, 1.001383, 78.353097, 19.506119, 0.049358, 0.086535, 1.074198,
0.600000, -0.116653, 1.002195, 78.355337, 19.503084, 0.051691, 0.085782, 1.071960,
0.700000, -0.095350, 0.992884, 77.833577, 19.459207, 0.051160, 0.086718, 1.082218,
0.800000, -0.085607, 1.003319, 79.310176, 19.935905, 0.052216, 0.081405, 1.092365,
0.900000, -0.092924, 1.011123, 79.534898, 20.169742, 0.048210, 0.080913, 1.088812,
1.000000, -0.093163, 0.991177, 79.027225, 20.507906, 0.050754, 0.083494, 1.109002,
1.100000, -0.076533, 1.024250, 78.936490, 20.325455, 0.052354, 0.077851, 1.109479,
1.200000, -0.109004, 1.000138, 79.986669, 19.891059, 0.050509, 0.082416, 1.097690,
1.300000, -0.108645, 0.979386, 80.135308, 19.682294, 0.049547, 0.081511, 1.089539,
1.400000, -0.084807, 0.990392, 79.620439, 18.577416, 0.046372, 0.075511, 1.088804,
1.500000, -0.089013, 0.975136, 79.552882, 18.132141, 0.049237, 0.077682, 1.083297,
1.600000, -0.094366, 0.987728, 81.609303, 16.772388, 0.047285, 0.090606, 1.071710,
1.700000, -0.104366, 0.981124, 81.409025, 15.521246, 0.045075, 0.094736, 1.080498,
1.800000, -0.105361, 0.991569, 81.339843, 15.443409, 0.048123, 0.095797, 1.088589,
1.900000, -0.078070, 1.003460, 81.326131, 14.978782, 0.051915, 0.104055, 1.107933,
2.000000, -0.091574, 0.999968, 82.869427, 14.443082, 0.046238, 0.110622, 1.108677,
2.100000, -0.095109, 1.003298, 83.095948, 14.359741, 0.045743, 0.114356, 1.093873,
2.200000, -0.076560, 0.989559, 82.598122, 14.971941, 0.048409, 0.117132, 1.100204,
2.300000, -0.062778, 1.003687, 82.496650, 14.724230, 0.050621, 0.116599, 1.123315,
2.400000, -0.076172, 0.996008, 81.975391, 14.515767, 0.049418, 0.121261, 1.118101,
2.500000, -0.097732, 0.976108, 83.472965, 14.563248, 0.043140, 0.122891, 1.111043,
2.600000, -0.150041, 0.958659, 83.698076, 14.573726, 0.039802, 0.123566, 1.044925,
2.700000, -0.210546, 0.951136, 83.697255, 15.100140, 0.034149, 0.114244, 0.975058,
2.800000, -0.253362, 0.920953, 83.741442, 16.163611, 0.039977, 0.108201, 0.952807,
2.900000, -0.138163, 0.956930, 83.220450, 16.145396, 0.046076, 0.113225, 1.027062,
3.000000, -0.063682, 0.989367, 84.696007, 16.396249, 0.029762, 0.114069, 1.110558,
3.100000, -0.028469, 1.025610, 84.907317, 16.079734, 0.029051, 0.124605, 1.161211,
3.200000, -0.169330, 0.951549, 84.514880, 17.533915, 0.005693, 0.119686, 1.176686,
3.300000, -0.124143, 0.968235, 84.358825, 17.122998, -0.011065, 0.113661, 1.132583,
3.400000, -0.081836, 0.990846, 84.363255, 16.793076, -0.027325, 0.112205, 1.100599,
3.500000, -0.136157, 0.957667, 84.876760, 16.136250, -0.034357, 0.110521, 1.064969,
3.600000, -0.177773, 0.913755, 84.990767, 16.885334, -0.057182, 0.107131, 1.061037,
3.700000, -0.102152, 0.971161, 84.953258, 16.176156, -0.050511, 0.102630, 1.060434,
3.800000, -0.062799, 1.012200, 83.386105, 15.661325, -0.044340, 0.106676, 1.081829,
3.900000, 0.015763, 1.034264, 83.045840, 14.999773, -0.046867, 0.112117, 1.116306,
4.000000, -0.048442, 1.002510, 83.134813, 15.302132, -0.050834, 0.105159, 1.103988,
4.100000, -0.132796, 0.979110, 83.179780, 15.539412, -0.049249, 0.108363, 1.106667,
4.200000, -0.146669, 1.004866, 83.097304, 14.146976, -0.046281, 0.118367, 1.097124,
4.300000, -0.074940, 1.047831, 83.154878, 12.081877, -0.045362, 0.121353, 1.090977,
4.400000, -0.043162, 1.083213, 83.633689, 11.734743, -0.065699, 0.131040, 1.079877,
4.500000, -0.140613, 1.008228, 83.793515, 13.248365, -0.054515, 0.131597, 1.077603,
4.600000, -0.066044, 1.048567, 83.746466, 13.776212, -0.053248, 0.130688, 1.082907,
4.700000, -0.047428, 1.055293, 82.205444, 13.936550, -0.048223, 0.131684, 1.093540,
4.800000, -0.038215, 1.078614, 81.934321, 13.985779, -0.046280, 0.136184, 1.091701,
4.900000, -0.065797, 1.051111, 81.920252, 13.759972, -0.046109, 0.138914, 1.084103,
5.000000, -0.117193, 1.042393, 82.484772, 14.773233, -0.040256, 0.129510, 1.085768,
