host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
46,1,0,178.6134,Null,0,0,3.2,Null,3,Null,61,-57.2,14.6,Null,Null,Null,175,177.6,-19,Null,Null,Null
47,1,0,104.6002,Null,0,0,3.4,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,106.6,-103.4,-15.8,Null,Null,Null
45,1,0,Inf,Null,0,0,3.4,Null,2.4,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
45,1,0,Inf,Null,0,0,3.4,Null,3.2,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
46,1,0,76.096,1,0,0,3.6,2.6,3.2,Null,35.6,-31.6,11.8,75.6,72.6,22.8,339,-335.8,4,Null,Null,Null
44,1,0,22.4321,Null,0,0,3.6,Null,Null,Null,23.4,-19.2,11.6,Null,Null,Null,Null,Null,Null,Null,Null,Null
44,1,0,372.4005,Null,0,0,3.8,Null,3,Null,22.6,-18.6,9.8,Null,Null,Null,375.4,-372.4,0.6,Null,Null,Null
43,1,0,103.9902,Null,0,0,4.4,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,106.6,-103.6,-9,Null,Null,Null
43,1,0,367.6557,1,0,0,4.6,Null,3.2,3.2,Inf,Inf,Inf,Null,Null,Null,371,-367.6,6.4,102.4,-105.4,-14.2
44,1,0,123.5283,1,0,0,4.6,3.2,3,Null,Inf,Inf,Inf,495.4,-494.8,-44.4,126.2,-123.2,-9,Null,Null,Null
44,1,0,217.5441,1,0,0,4.6,3.2,3.2,2.8,Inf,Inf,Inf,217.4,212,48.8,447.8,-444.4,7.8,Inf,Inf,Inf
42,1,0,Inf,1,0,0,4.6,Null,3.4,2.8,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
43,1,0,102.1037,1,0,0,3.6,2.6,3.2,Null,32,-27,15.8,99.4,-102,4.6,7974.2,7967.8,-399.2,Null,Null,Null
43,1,0,250.1485,1,0,0,4.6,2.4,3.4,Null,132.4,-127,21.8,248,-249.8,-13.2,Inf,Inf,Inf,Null,Null,Null
41,1,0,271.172,1,0,0,4.8,2.6,3.4,Null,59.6,64.4,9,268.8,-270.8,-14.2,2213.6,2213.2,-137.8,Null,Null,Null
42,1,0,250.3482,1,0,0,4.6,2.6,3.6,3.2,56,-50.8,16.4,248,-250,-13.2,679.6,-675.2,28.4,Inf,Inf,Inf
40,2,0,806.385,2,0,0,5.6,2.6,3.6,Null,177.8,-171.2,35,804.2,-803.2,-71.6,54.6,-51,-7.6,Null,Null,Null
40,2,0,1127.3193,2,0,0,8.4,2.6,3.6,Null,3125.4,3111.2,392.2,1125.2,-1122.4,-105.2,270.6,272.4,-40.4,Null,Null,Null
41,2,0,4179.127,2,0,0,8.6,2.6,3.8,Null,29,37,21,4181,4153.8,459.4,523.4,-518,33.6,Null,Null,Null
39,2,0,792.8199,2,0,0,7,2.8,3.8,Null,176.6,-169.6,19.8,790.4,-790.2,-64.4,198.8,-194.6,5.6,Null,Null,Null
39,2,0,1786.6601,2,0,0,7.8,2.8,3.8,3,4294.8,4278,481.6,1788.8,1776.4,191.2,93.2,-89.4,-5,Inf,Inf,Inf
38,1,0,378.9774,2,0,0,3.8,Null,4,4.4,389.6,-378,-27.2,Null,Null,Null,149.8,-145.4,3.2,81,70.4,-12.4
38,2,0,834.0955,2,0,0,7,3,4.2,3,Inf,Inf,Inf,831.4,-832.2,-56.2,531.6,530.4,-85.4,Inf,Inf,Inf
39,2,0,276.8319,2,0,0,6.4,3,3.8,2.2,161.2,-154.2,25,5142.6,5122.8,422,177.8,-173.8,2.4,274.6,-276.8,-4.2
37,2,0,413.5262,2,0,0,7.2,3,3.6,2.2,Inf,Inf,Inf,415.8,411.2,43.8,120.2,-116.6,-6.8,Inf,Inf,Inf
38,2,0,446.1356,2,0,0,7.4,3.2,4.4,2.2,Inf,Inf,Inf,443,-446,-11,1025.6,1018.6,-162.6,Inf,Inf,Inf
36,2,0,3570.0878,2,0,0,8,3.2,Null,2.4,330.8,-322.8,16.2,3572.8,3564,208.4,Null,Null,Null,Inf,Inf,Inf
37,2,0,6220.694,2,0,0,8.6,3.2,Null,2.4,1363,-1353.8,-29.6,6223.6,6213.6,297,Null,Null,Null,Inf,Inf,Inf
36,2,0,11120.4684,2,0,0,8.6,3.2,3.6,2.4,1095.8,-1087,-10,11123.4,11113.2,402,56.6,-52.8,-12,Inf,Inf,Inf
34,2,0,741.4119,2,0,0,8.6,3.2,3.6,2.4,Inf,Inf,Inf,738.2,-741.4,-4.2,330.6,329,-77.4,Inf,Inf,Inf
