host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
82,2,0,5245.8064,4,0,0,6,10.6,6.2,8.2,Inf,Inf,Inf,5255.4,5232.4,374.8,Inf,Inf,Inf,Inf,Inf,Inf
82,2,0,4638.2376,4,0,0,6,10.8,6.2,8.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4628.6,-4623.6,-368.2
83,2,0,3271.9512,4,0,0,6,10.8,6.2,8.4,Inf,Inf,Inf,533,520.6,56.2,Inf,Inf,Inf,3262.4,-3263.4,-236.4
82,2,0,713.1969,4,0,0,6,11,6,8.6,Inf,Inf,Inf,6104.4,6084.8,338,Inf,Inf,Inf,703.2,-709.2,-75.4
83,2,0,6111.814,4,0,0,6,11,6,8.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6102.2,-6099.6,-386.2
83,2,0,8489.4149,4,0,0,6,11.2,6,8.8,Inf,Inf,Inf,8499.8,8478.8,424.4,Inf,Inf,Inf,Inf,Inf,Inf
82,2,0,411.3576,4,0,0,6,11.2,6,8.8,Inf,Inf,Inf,421.2,408.8,45.8,Inf,Inf,Inf,Inf,Inf,Inf
83,2,0,654.5364,4,0,0,6,11.4,6,9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,644.2,-651.4,-64
83,2,0,667.869,4,0,0,6,11.4,6,9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,677.2,667.8,9.6
85,2,0,12508.0011,4,0,0,6,11.4,6,9.2,Inf,Inf,Inf,9910,9888.2,470.8,Inf,Inf,Inf,12497.8,-12485,-758.2
85,2,0,12854.0237,4,0,0,6,11.6,6,9.2,Inf,Inf,Inf,10812,10794,386.4,Inf,Inf,Inf,12844,-12836.8,-665.2
83,2,0,700.7719,2,0,0,6,3.8,6,9.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,690,-697.6,-66.6
83,2,0,Inf,2,0,0,6,4,6,9.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
83,2,0,768.1596,2,0,0,6,3.8,6,9.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,757.2,-765,-69.6
83,2,0,15231.617,2,0,0,6,3.4,6,9.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,15221.2,-15213.2,-748.8
