時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.036887, 0.655818, 4.157512, 0.882447, 0.002108, 0.005407, 0.056118,
0.100000, 0.817410, 13.195348, 83.089140, 17.182939, 0.044271, 0.100656, 1.098062,
0.200000, 0.772367, 12.686403, 82.577252, 17.715119, 0.034220, 0.101373, 1.067412,
0.300000, 0.801161, 12.680781, 82.492066, 18.073560, 0.047098, 0.106726, 1.079154,
0.400000, 0.793759, 12.725218, 82.250304, 18.537667, 0.042098, 0.092714, 1.089545,
0.500000, 0.804722, 12.521551, 83.703591, 18.820740, 0.042050, 0.085069, 1.093385,
0.600000, 0.805535, 12.026983, 83.177169, 18.666104, 0.043134, 0.086785, 1.090839,
0.700000, 0.784114, 9.901990, 83.190686, 18.443344, 0.037687, 0.088548, 1.084783,
0.800000, 0.836420, 3.115057, 83.170487, 17.968725, 0.043431, 0.090108, 1.086869,
0.900000, 0.810113, 0.904771, 83.430220, 17.975378, 0.024570, 0.089077, 1.107263,
1.000000, 0.839943, 0.925651, 84.976317, 17.820069, -0.021440, 0.091157, 1.119446,
1.100000, 0.833891, 0.934082, 84.721893, 17.395197, -0.038599, 0.083636, 1.081941,
1.200000, 0.802118, 0.901523, 83.221867, 17.858563, -0.056055, 0.089137, 1.082548,
1.300000, 0.854236, 0.934240, 83.178411, 17.019244, -0.047424, 0.078161, 1.066363,
1.400000, 0.816539, 0.906499, 83.177942, 16.944084, -0.049601, 0.088910, 1.033865,
1.500000, 0.764308, 0.874080, 83.334262, 17.974195, -0.045730, 0.098464, 1.057072,
1.600000, 0.821444, 0.911782, 83.818749, 17.499373, -0.046273, 0.095262, 1.076840,
1.700000, 0.772605, 0.861002, 83.879377, 18.205864, -0.044622, 0.094471, 1.108485,
1.800000, 0.815490, 0.881749, 83.864659, 18.019835, -0.045008, 0.092695, 1.116985,
1.900000, 0.797394, 0.890703, 83.834376, 17.588832, -0.044862, 0.101437, 1.103006,
2.000000, 0.808419, 0.880264, 83.583810, 17.462945, -0.054805, 0.096720, 1.072235,
2.100000, 0.818967, 0.891689, 82.129004, 17.727020, -0.052861, 0.091645, 1.059733,
