"host_v.km.h.","host_.L","LC","host_rad.m.","LN","FRT","BRT","D_fr.m.","D_fl.m.","D_br.m.","D_bl.m.","Rad_fr.m.","CC_frx.m.","CC_fry.m.","Rad_fl.m.","CC_flx.m.","CC_fly.m.","Rad_br.m.","CC_brx.m.","CC_bry.m.","Rad_bl.m.","CC_blx.m.","CC_bly.m."
"45.0","2",0,"36.4905","2","0","0","Null","Null","6.6","5.2","Null","Null","Null","Null","Null","Null","236.8","-229.2","7.4","34.8","28.0","-23.4"
"46.0","2",0,"685.4521","2","0","0","Null","Null","6.6","5.2","Null","Null","Null","Null","Null","Null","191.0","-183.6","3.2","661.4","-550.8","-408.0"
"43.0","2",0,"300.5678","Null","-1","0","6.0","Null","Null","6.8","309.8","-290.0","-79.0","Null","Null","Null","Null","Null","Null","296.4","-247.8","-201.4"
"43.0","Null",0,"Null","Null","-1","0","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"44.0","Null",0,"56.3152","Null","-1","0","Null","Null","Null","5.2","Null","Null","Null","Null","Null","Null","Null","Null","Null","31.8","-27.4","-49.2"
"42.0","Null",0,"24.0682","Null","-1","0","Null","Null","Null","5.6","Null","Null","Null","Null","Null","Null","Null","Null","Null","22.8","16.2","-17.8"
"43.0","Null",0,"63.347","Null","-1","0","Null","Null","Null","6.0","Null","Null","Null","Null","Null","Null","Null","Null","Null","38.2","-35.0","-52.8"
"42.0","2",0,"66.8996","Null","-1","0","6.4","Null","Null","6.0","44.6","-37.8","3.0","Null","Null","Null","Null","Null","Null","42.6","-36.6","-56.0"
"43.0","2",0,"29.0","Null","-1","0","6.4","Null","Null","Null","35.2","-28.6","4.8","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"41.0","Null",0,"Null","Null","-1","0","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"41.0","1",0,"47.0833","Null","-1","0","5.0","Null","Null","Null","55.0","-47.0","-2.8","Null","Null","Null","Null","Null","Null","Null","Null","Null"
