"host_v.km.h.","host_.L","LC","host_rad.m.","LN","FRT","BRT","D_fr.m.","D_fl.m.","D_br.m.","D_bl.m.","Rad_fr.m.","CC_frx.m.","CC_fry.m.","Rad_fl.m.","CC_flx.m.","CC_fly.m.","Rad_br.m.","CC_brx.m.","CC_bry.m.","Rad_bl.m.","CC_blx.m.","CC_bly.m."
"52.0","5",0,"466.1792","Null","0","-1","Null","Null","17.8","Null","Null","Null","Null","Null","Null","Null","437.4","417.8","-206.8","Null","Null","Null"
"50.0","5",0,"‡","Null","0","-1","Null","Null","17.6","Null","Null","Null","Null","Null","Null","Null","‡","‡","‡","Null","Null","Null"
"51.0","1",0,"29.6594","Null","0","-1","5.0","Null","17.6","Null","35.6","-29.2","5.2","Null","Null","Null","197.6","192.6","-122.8","Null","Null","Null"
"51.0","2",0,"19.8635","Null","0","-1","5.4","Null","Null","Null","24.2","-18.0","8.4","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"49.0","2",0,"60.9295","Null","-1","-1","5.8","Null","6.8","Null","69.6","-60.2","-9.4","Null","Null","Null","13.2","-6.4","-13.0","Null","Null","Null"
"50.0","2",0,"62.3083","Null","-1","-1","6.0","Null","Null","Null","71.2","-61.4","-10.6","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"48.0","2",0,"42.2118","Null","-1","-1","6.2","Null","Null","Null","49.8","-42.2","-1.0","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"48.0","2",0,"70.6442","Null","-1","-1","6.6","Null","Null","Null","79.2","-69.4","-13.2","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"49.0","2",0,"68.8012","Null","-1","-1","6.6","Null","Null","Null","77.4","-67.6","-12.8","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"47.0","2",0,"53.5601","Null","-1","-1","6.2","Null","Null","Null","61.6","-53.2","-6.2","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"48.0","2",0,"37.2048","Null","-1","-1","6.0","Null","6.4","Null","44.2","-37.2","0.6","Null","Null","Null","20.0","-13.6","-13.2","Null","Null","Null"
"48.0","2",0,"30.1231","Null","-1","-1","5.8","Null","Null","Null","35.8","-29.8","4.4","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"46.0","2",0,"45.8436","Null","-1","-1","6.2","Null","Null","Null","53.0","-45.8","-2.0","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"47.0","2",0,"60.9541","Null","-1","-1","6.2","Null","6.2","Null","68.6","-60.4","-8.2","Null","Null","Null","25.2","-18.6","-9.0","Null","Null","Null"
"47.0","2",0,"46.0977","Null","-1","-1","6.0","Null","Null","Null","53.4","-46.0","-3.0","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"46.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"45.0","1",0,"317.1052","2","-1","-1","4.4","Null","5.8","5.2","327.2","-291.6","-124.6","Null","Null","Null","26.6","-20.2","-10.4","63.6","-68.0","0.6"
"46.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"45.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"44.0","1",0,"170.3347","Null","-1","-1","3.0","Null","6.0","Null","157.4","137.6","100.4","Null","Null","Null","31.6","-24.8","-5.4","Null","Null","Null"
"45.0","2",0,"57.3808","Null","-1","-1","5.8","Null","Null","Null","65.0","-57.0","-6.6","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"44.0","2",0,"59.6527","Null","-1","-1","5.6","Null","5.8","Null","67.6","-59.0","-8.8","Null","Null","Null","35.2","-28.2","-3.6","Null","Null","Null"
