host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
92,2,0,240.3305,3,-1,0,6.2,7,6.2,6.2,246.2,-240,12.6,748.8,-755.4,-19.8,Inf,Inf,Inf,Inf,Inf,Inf
89,2,0,322.2522,3,-1,0,6.4,7,6,6.2,328.6,-322.2,5.8,731.8,-738.4,-18.4,Inf,Inf,Inf,Inf,Inf,Inf
89,2,0,290.9213,3,-1,0,6.4,7,6,6.2,297.2,-290.8,8.4,748.8,-755.4,-19.8,Inf,Inf,Inf,Inf,Inf,Inf
89,2,0,361.2319,3,-1,0,6.4,7,6,6.4,367.6,-361.2,4.8,648.2,-654.8,-18,Inf,Inf,Inf,Inf,Inf,Inf
89,2,0,269.7436,3,-1,0,6.4,7,6,6.4,276,-269.6,8.8,370,-377,0.4,Inf,Inf,Inf,Inf,Inf,Inf
89,2,0,349.8357,3,-1,0,6.4,7,6,6.4,356.2,-349.8,5,659.8,-666.4,-16.4,Inf,Inf,Inf,Inf,Inf,Inf
90,2,0,290.9213,3,-1,0,6.4,7,6,6.4,297.2,-290.8,8.4,9900.6,9878.4,558.6,Inf,Inf,Inf,Inf,Inf,Inf
90,2,0,291.133,3,-1,0,6.4,7,6,6.4,297.4,-291,8.8,336.4,-343.4,1.4,Inf,Inf,Inf,Inf,Inf,Inf
90,2,0,340.4397,3,-1,0,6.4,7,6,6.4,346.8,-340.4,5.2,684,-690.6,-18.2,Inf,Inf,Inf,Inf,Inf,Inf
90,2,0,693.4001,3,-1,0,6.4,7,6,6.4,269.4,-263,8.4,648.2,-654.8,-18,699.4,-693.4,-0.4,Inf,Inf,Inf
90,2,0,746.2,3,-1,0,6.4,7,6,6.4,243.6,-237.2,10.6,Inf,Inf,Inf,752.2,-746.2,-0.2,Inf,Inf,Inf
90,2,0,629.4032,3,-1,0,6.4,7,6,6.4,359,-352.6,4.4,609,-615.6,-13.8,635.4,-629.4,-2,Inf,Inf,Inf
89,2,0,337.954,3,-1,0,6.4,7,6,6.4,247.8,-241.4,11,609,-615.6,-13.8,343.8,-337.8,-10.2,Inf,Inf,Inf
89,2,0,721.8339,3,-1,0,6.4,7,6,6.4,326.8,-320.4,5.4,684,-690.6,-18.2,728,-721.8,7,428,-434.4,-4.6
89,2,0,322.1811,3,-1,0,6.4,7,6,6.4,275.8,-269.4,8.4,369.2,-376.2,-0.2,328,-322,-10.8,450.6,-457,-4
90,2,0,321.5748,3,-1,-1,6.4,7,6,6.4,326.8,-320.4,5.4,578.4,-585,-13.2,327.4,-321.4,-10.6,Inf,Inf,Inf
90,2,0,735.6457,3,-1,-1,6.4,7,6,6.4,312.2,-305.8,5.6,349.8,-356.8,-0.2,741.8,-735.6,8.2,390.2,-396.6,-5
90,2,0,316.4731,3,-1,-1,6.4,7,6.2,6.4,321.6,-315.2,5.4,366.8,-373.8,-0.4,322.6,-316.4,-6.8,452.8,-459.2,-3.8
90,2,0,312.8783,3,-1,-1,6.4,7,6.2,6.4,270.6,-264.2,8.8,659.8,-666.4,-16.4,319,-312.8,-7,467.4,-473.8,-3.6
88,2,0,319.4904,3,-1,-1,6.4,7,6.2,6.4,311.4,-305,5.4,627.8,-634.4,-15.8,325.6,-319.4,-7.6,398.4,-404.8,-4.8
88,2,0,344.0633,3,-1,-1,6.4,7,6.2,6.4,239.2,-232.8,10.4,350.6,-357.6,0.4,350.2,-344,-6.6,424,-430.4,-4
88,2,0,383.0033,3,-1,-1,6.4,7,6.2,6.4,281.2,-274.8,8.8,659.8,-666.4,-16.4,389.2,-383,-1.6,Inf,Inf,Inf
88,2,0,376.8053,3,-1,-1,6.4,7,6.2,6.4,327.6,-321.2,5.2,359.2,-366.2,0.6,383,-376.8,-2,432.2,-438.6,-3.6
88,2,0,300.891,3,-1,-1,6.4,7,6.2,6.4,248.2,-241.8,10.8,684,-690.6,-18.2,307,-300.8,-7.4,367.4,-373.8,-5.6
88,2,0,342.4636,3,-1,-1,6.4,7,6.2,6.4,347,-340.6,4.4,697.8,-704.4,-17.8,348.6,-342.4,-6.6,452.6,-459,-2.6
88,2,0,351.4446,3,-1,-1,6.4,7,6.2,6.4,297.2,-290.8,8.4,389.6,-396.6,0.4,357.6,-351.4,-5.6,392.2,-398.6,-3.8
88,2,0,368.4066,3,-1,-1,6.6,7,6.2,6.4,588.4,-581.6,-10,748,-754.6,-19.2,374.6,-368.4,-2.2,Inf,Inf,Inf
89,2,0,368.4066,3,-1,-1,6.4,7,6.2,6.4,320.4,-314,8.8,654,-660.8,-8.6,374.6,-368.4,-2.2,377.2,-383.6,-4.8
89,2,0,351.4446,3,-1,-1,6.4,7,6.2,6.4,340.2,-333.8,8.6,334.6,-341.6,4.6,357.6,-351.4,-5.6,383.6,-390,-3.8
89,2,0,328.4477,3,-1,-1,6.4,7,6.2,6.4,247.8,-241.4,11.4,355.6,-362.6,4.6,334.6,-328.4,-5.6,432.2,-438.6,-3.6
89,2,0,376.8053,3,-1,-1,6.4,7,6.2,6.4,326.6,-320.2,8.4,714,-720.8,-9.8,383,-376.8,-2,432.2,-438.6,-3.6
89,2,0,327.4836,3,-1,-1,6.4,7,6.2,6.4,313.8,-307.4,8.8,747,-753.8,-10.6,333.6,-327.4,-7.4,Inf,Inf,Inf
89,2,0,252.2313,3,-1,-1,6.4,7,6.2,6.4,291.6,-285.2,12.2,304.4,-311.4,9.4,258.2,-252,-10.8,452.6,-459,-2.4
88,2,0,316.4774,3,-1,-1,6.6,7,6.2,6.4,458.2,-451.6,3,643.8,-650.8,1,322.6,-316.4,-7,204.2,-210.6,-11
88,2,0,358.0608,3,-1,-1,6.4,6.8,6.2,6.4,293,-286.6,12,753.8,-760.4,-10.4,364.2,-358,-6.6,Inf,Inf,Inf
89,2,0,397.2484,3,-1,-1,6.6,6.8,6.2,6.4,575.6,-569,3,8987.4,8974,354.2,403.4,-397.2,-6.2,Inf,Inf,Inf
88,2,0,352.4695,3,-1,-1,6.4,6.8,6.2,6.4,350.2,-343.8,12,705.2,-711.8,-8.6,358.6,-352.4,-7,Inf,Inf,Inf
90,2,0,398.8482,3,-1,-1,6.6,6.8,6.2,6.2,470.2,-463.6,8.4,803,-809.6,-10,405,-398.8,-6.2,450.6,-456.8,-3.6
90,2,0,359.6681,3,-1,-1,6.6,6.8,6.2,6.4,480.4,-473.8,9,378.2,-385,8.8,365.8,-359.6,-7,Inf,Inf,Inf
90,2,0,313.7929,3,-1,-1,6.6,6.8,6.2,6.4,1283.6,-1276.8,-15,850.8,-857.6,-0.2,319.8,-313.6,-11,204,-210.4,-14.6
90,2,0,394.9072,3,-1,-1,6.6,6.8,6.2,6.2,1558,-1551.2,-18.8,978.8,-985.4,-12,401,-394.8,-9.2,Inf,Inf,Inf
90,2,0,338.3788,3,-1,-1,6.4,6.8,6.2,6.2,583.2,-576.8,14.6,1555.6,-1562.2,-25.6,344.4,-338.2,-11,Inf,Inf,Inf
