時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.026156, 0.829389, 4.618510, 0.084222, -0.000771, 0.008560, 0.054961,
0.100000, 0.621122, 16.598179, 92.247665, 3.089070, -0.019977, 0.184783, 1.107576,
0.200000, 0.615738, 14.623829, 89.557110, 2.816157, -0.022560, 0.184837, 1.091814,
0.300000, 0.607455, 14.233618, 89.565371, 2.819262, -0.019016, 0.181536, 1.101178,
0.400000, 0.614081, 17.494720, 89.559709, 2.484091, -0.021665, 0.188926, 1.091758,
0.500000, 0.582547, 18.711139, 89.557892, 2.414112, -0.024404, 0.187869, 1.063625,
0.600000, 0.576398, 19.258225, 89.614738, 2.364690, -0.023031, 0.189554, 1.057954,
0.700000, 0.579568, 19.902682, 90.180695, 2.762803, -0.019015, 0.185660, 1.093278,
0.800000, 0.634099, 20.129336, 90.163046, 2.409481, -0.015017, 0.168876, 1.118169,
0.900000, 0.625416, 20.209989, 90.132510, 2.014540, -0.018484, 0.170037, 1.117963,
1.000000, 0.566852, 20.631700, 90.127295, 2.015843, -0.029130, 0.196523, 1.073551,
1.100000, 0.593602, 20.274332, 90.126168, 1.869680, -0.021999, 0.195660, 1.061391,
1.200000, 0.596742, 21.301620, 90.136975, 2.004459, -0.019760, 0.177260, 1.073500,
1.300000, 0.615079, 22.042139, 90.146176, 2.106315, -0.018118, 0.178279, 1.088112,
1.400000, 0.638294, 22.808484, 90.130035, 1.871631, -0.018418, 0.183268, 1.103841,
1.500000, 0.592640, 23.063866, 90.146714, 1.840417, -0.022635, 0.187281, 1.098154,
1.600000, 0.591337, 23.577551, 90.165470, 1.905644, -0.022836, 0.180497, 1.083508,
1.700000, 0.633189, 24.431732, 90.217660, 1.546285, -0.020157, 0.177067, 1.090815,
1.800000, 0.585618, 24.605061, 90.756513, 1.351940, -0.017362, 0.187915, 1.106875,
1.900000, 0.603063, 24.837144, 90.574765, 1.239445, -0.017598, 0.189284, 1.110719,
2.000000, 0.514068, 25.027019, 89.024531, 2.469005, -0.018881, 0.198536, 1.104790,
2.100000, 0.570150, 24.537767, 88.941295, 1.894858, -0.016802, 0.191537, 1.083461,
2.200000, 0.535690, 24.849320, 89.009409, 1.669464, -0.007759, 0.191960, 1.083776,
2.300000, 0.552619, 25.237113, 88.981231, 1.493310, -0.006940, 0.198802, 1.082472,
2.400000, 0.606142, 25.401014, 88.962979, 1.136858, -0.009333, 0.197534, 1.096718,
2.500000, 0.604214, 25.955892, 88.970898, 1.325434, -0.006152, 0.193284, 1.106893,
2.600000, 0.640932, 25.584329, 88.953996, 1.205905, -0.010242, 0.195128, 1.099127,
2.700000, 0.591930, 25.609701, 88.965723, 1.657290, -0.003530, 0.191712, 1.093838,
2.800000, 0.567164, 25.927776, 88.986447, 2.135791, -0.004826, 0.195404, 1.090959,
2.900000, 0.609977, 25.899245, 88.972782, 2.302879, -0.002692, 0.189451, 1.087447,
3.000000, 0.588442, 26.225259, 88.982750, 2.518956, -0.002072, 0.184759, 1.087864,
3.100000, 0.577365, 26.698251, 88.970619, 2.663961, -0.002425, 0.179507, 1.085388,
3.200000, 0.592194, 26.774671, 88.976052, 3.045866, -0.002828, 0.177524, 1.077342,
3.300000, 0.564208, 26.817203, 88.973391, 3.045132, -0.004389, 0.170207, 1.065130,
3.400000, 0.558239, 26.908388, 88.969345, 3.418709, -0.002627, 0.167212, 1.060139,
3.500000, 0.585530, 26.802255, 88.974557, 4.501564, 0.002916, 0.174678, 1.082806,
3.600000, 0.624166, 27.035060, 88.969825, 5.333213, 0.002588, 0.170674, 1.102304,
3.700000, 0.606436, 26.970846, 89.143298, 6.845111, 0.003758, 0.160637, 1.101718,
3.800000, 0.597427, 26.858100, 90.770141, 9.055050, 0.005568, 0.143480, 1.105329,
3.900000, 0.613644, 27.085511, 90.704877, 11.034036, 0.006368, 0.142357, 1.105678,
4.000000, 0.574360, 26.744185, 90.218502, 11.797797, 0.002005, 0.109218, 1.076086,
4.100000, 0.580856, 26.884597, 90.737313, 11.976380, 0.011279, 0.113416, 1.071335,
4.200000, 0.562233, 25.975174, 90.687402, 12.202370, 0.001380, 0.104995, 1.072203,
4.300000, 0.586533, 25.855742, 90.150391, 12.238390, 0.005454, 0.095104, 1.082181,
