host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
60,2,0,255.0133,3,1,1,6.8,6.6,6.6,Null,Inf,Inf,Inf,261.6,255,2.6,226.8,233.2,-2.2,Null,Null,Null
60,2,0,227.4791,3,1,1,6.8,6.6,6.6,Null,131.2,138,5.4,234,227.4,6,377.8,384,7.6,Null,Null,Null
60,2,0,400.6242,3,1,1,6.8,6.6,6.6,Null,161.8,168.6,5,407.4,400.6,-4.4,1272.4,-1261.8,-116,Null,Null,Null
63,2,0,178.6269,3,1,1,6.8,6.6,6.6,Null,2366.4,-2353,186.2,185,178.4,9,253.2,259.8,-3.2,Null,Null,Null
62,2,0,237.4758,3,1,1,6.8,6.6,6.6,Null,Inf,Inf,Inf,244,237.4,6,1284.4,-1274.8,-101,Null,Null,Null
62,2,0,406.4473,3,1,1,6.8,6.6,6.6,Null,267,273.6,-1.6,413.2,406.4,-6.2,Inf,Inf,Inf,Null,Null,Null
62,2,0,246.4683,3,1,1,6.8,6.6,Null,Null,323.6,330.2,-3.6,253,246.4,5.8,Null,Null,Null,Null,Null,Null
62,2,0,229.0894,3,1,1,6.8,6.6,6.6,Null,348.2,354.8,-3.2,235.6,229,6.4,166,172.6,-7.4,Null,Null,Null
62,2,0,283.2374,3,1,1,6.8,6.6,6.6,Null,437.4,444,-6,289.8,283.2,4.6,Inf,Inf,Inf,Null,Null,Null
61,2,0,346.6009,3,1,1,6.8,6.6,6.6,Null,3504.4,-3490.4,234.4,353.2,346.6,0.8,130.6,137.2,-8.2,Null,Null,Null
62,2,0,380.2008,3,1,1,6.8,6.6,6.6,Null,8613.4,-8591.8,514.8,386.8,380.2,-0.8,Inf,Inf,Inf,Null,Null,Null
62,2,0,222.9659,3,1,1,6.8,6.6,6.6,Null,566,572.4,-14.8,229.4,222.8,8.6,Inf,Inf,Inf,Null,Null,Null
61,2,0,343.821,3,1,1,6.8,6.6,6.6,Null,578.4,584.8,-13.4,350.4,343.8,3.8,Inf,Inf,Inf,Null,Null,Null
61,2,0,348.8278,3,1,1,6.8,6.6,6.6,Null,9114.6,-9093,529.2,355.4,348.8,4.4,Inf,Inf,Inf,Null,Null,Null
61,2,0,276.2528,3,1,1,6.8,6.6,Null,Null,664.8,671.2,-17.6,282.8,276.2,5.4,Null,Null,Null,Null,Null,Null
61,2,0,352.8227,3,1,1,6.8,6.6,Null,Null,518.6,525.4,-5,359.4,352.8,4,Null,Null,Null,Null,Null,Null
61,2,0,337.8341,3,1,1,6.8,6.6,Null,Null,692.8,699.2,-17.2,344.4,337.8,4.8,Null,Null,Null,Null,Null,Null
61,2,0,377.6256,3,1,1,6.8,6.6,Null,Null,294,300.8,5.4,384.2,377.6,4.4,Null,Null,Null,Null,Null,Null
63,2,0,370.4261,3,1,1,6.8,6.6,Null,Null,362.8,369.6,3.6,377,370.4,4.4,Null,Null,Null,Null,Null,Null
63,2,0,379.4279,3,1,1,6.8,6.6,Null,Null,317.4,324.2,4.8,386,379.4,4.6,Null,Null,Null,Null,Null,Null
63,2,0,12521.3138,3,1,1,6.6,6.6,Null,Null,12527.4,-12504.4,650.6,246.6,240,9,Null,Null,Null,Null,Null,Null
63,2,0,607.8553,3,1,1,6.6,6.6,Null,Null,601.4,607.8,-8.2,231,224.4,11.6,Null,Null,Null,Null,Null,Null
63,2,0,354.7092,3,1,1,6.6,6.6,Null,Null,Inf,Inf,Inf,361.2,354.6,8.8,Null,Null,Null,Null,Null,Null
63,2,0,754.4923,3,1,1,6.6,6.8,Null,Null,Inf,Inf,Inf,761.4,754.4,-11.8,Null,Null,Null,Null,Null,Null
63,2,0,20372.4339,3,1,1,6.6,6.6,Null,Null,20378.6,-20352.8,894.2,256.8,250.2,12,Null,Null,Null,Null,Null,Null
63,2,0,705.4574,3,1,1,6.6,6.6,7,Null,699,705.4,-9,361.4,354.8,9,161,167.8,-11.6,Null,Null,Null
62,2,0,712.4405,3,1,1,6.6,6.8,7,Null,705.8,712.4,-7.6,909.6,902.6,-13,Inf,Inf,Inf,Null,Null,Null
62,2,0,1261.0558,3,1,1,6.6,6.8,6.8,Null,1254.6,1260.8,-25.4,739.4,732.6,0,1366.8,-1356.4,-119.2,Null,Null,Null
62,2,0,868.2829,3,1,1,6.6,6.8,6.8,Null,861.8,868.2,-12,809.8,803,-0.2,219.8,226.4,-5,Null,Null,Null
62,2,0,19326.0531,3,1,1,6.4,6.8,6.6,Null,19332,-19312.8,715.6,773,766.2,-0.6,414,420.2,5.4,Null,Null,Null
62,2,0,11632.7412,3,1,1,6.4,6.8,6.6,Null,11638.8,-11625.2,418.8,643.8,637,1,173.2,179.8,-9.6,Null,Null,Null
62,2,0,21237.2477,3,1,1,6.4,6.8,6.6,Null,21243.2,-21223.4,766.8,387.2,380.4,9.2,374.8,381.2,1.2,Null,Null,Null
63,2,0,20749.5445,3,1,1,6.4,6.8,6.4,Null,20755.6,-20736,749.6,Inf,Inf,Inf,668,673.4,24.6,Null,Null,Null
62,2,0,683.0801,3,1,1,6.4,6.8,6.4,Null,688.8,-681.8,41.8,778.6,771.8,0.2,2369.8,-2357.2,-184.8,Null,Null,Null
63,2,0,20749.5445,3,1,1,6.4,6.8,6.4,Null,20755.6,-20736,749.6,33325.4,-33323.2,784,281.4,287.6,-1.2,Null,Null,Null
