"host_v.km.h.","host_.L","LC","host_rad.m.","LN","FRT","BRT","D_fr.m.","D_fl.m.","D_br.m.","D_bl.m.","Rad_fr.m.","CC_frx.m.","CC_fry.m.","Rad_fl.m.","CC_flx.m.","CC_fly.m.","Rad_br.m.","CC_brx.m.","CC_bry.m.","Rad_bl.m.","CC_blx.m.","CC_bly.m."
"66.0","2",0,"140.3823","2","0","0","Null","Null","6.6","4.6","Null","Null","Null","Null","Null","Null","‡","‡","‡","111.2","-95.6","-102.8"
"65.0","2",0,"636.9216","2","0","0","Null","Null","6.6","3.8","Null","Null","Null","Null","Null","Null","‡","‡","‡","611.4","-510.4","-381.0"
"63.0","2",0,"83.2312","2","0","0","Null","Null","6.6","3.6","Null","Null","Null","Null","Null","Null","‡","‡","‡","105.2","79.0","26.2"
"64.0","Null",0,"‡","Null","0","0","Null","Null","Null","3.2","Null","Null","Null","Null","Null","Null","Null","Null","Null","‡","‡","‡"
"62.0","2",0,"279.3027","2","0","0","Null","Null","6.6","3.4","Null","Null","Null","Null","Null","Null","286.8","-279.0","13.0","‡","‡","‡"
"63.0","2",0,"177.9407","Null","0","-1","Null","Null","6.6","Null","Null","Null","Null","Null","Null","Null","168.4","173.2","-40.8","Null","Null","Null"
"62.0","2",0,"684.1193","3","0","-1","Null","Null","5.8","7.0","Null","Null","Null","Null","Null","Null","674.8","672.0","-128.2","115.6","88.4","23.2"
"62.0","2",0,"154.3134","Null","-1","-1","6.4","Null","Null","6.2","106.8","-99.0","-8.8","Null","Null","Null","Null","Null","Null","123.6","-98.0","-119.2"
"61.0","2",0,"58.6965","Null","-1","-1","6.6","Null","Null","5.8","67.6","-59.6","-5.0","Null","Null","Null","Null","Null","Null","29.6","-24.8","-53.2"
"61.0","2",0,"39.251","Null","-1","-1","5.8","Null","Null","Null","46.0","-39.2","2.0","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"60.0","Null",0,"75.6762","Null","-1","-1","Null","Null","Null","5.8","Null","Null","Null","Null","Null","Null","Null","Null","Null","47.8","-34.8","-67.2"
"59.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"59.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"58.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"56.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"55.0","4",0,"‡","Null","-1","-1","Null","Null","16.2","Null","Null","Null","Null","Null","Null","Null","‡","‡","‡","Null","Null","Null"
"56.0","1",0,"15.2971","Null","-1","-1","4.0","Null","Null","Null","15.6","-11.4","10.2","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"55.0","Null",0,"Null","Null","-1","-1","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"55.0","1",0,"53.373","Null","-1","-1","4.4","Null","Null","Null","60.4","-52.8","-7.8","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"53.0","1",0,"19.5602","Null","-1","-1","4.8","Null","4.6","Null","69.4","-60.8","-12.8","Null","Null","Null","24.4","-18.8","-5.4","Null","Null","Null"
"52.0","1",0,"45.6127","Null","-1","-1","4.8","Null","4.8","Null","52.2","-45.4","-4.4","Null","Null","Null","27.8","-22.2","-4.6","Null","Null","Null"
"53.0","1",0,"47.9283","Null","-1","-1","4.0","Null","5.6","Null","54.4","-47.6","-5.6","Null","Null","Null","27.0","-21.4","-10.2","Null","Null","Null"
"51.0","1",0,"87.5392","Null","-1","-1","2.8","Null","Null","6.0","95.4","-83.4","-26.6","Null","Null","Null","Null","Null","Null","26.2","-32.2","-11.8"
"52.0","1",0,"35.0463","Null","-1","-1","3.0","Null","Null","Null","39.8","-35.0","1.8","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"51.0","Null",0,"32.6809","Null","-1","-1","Null","Null","Null","0.2","Null","Null","Null","Null","Null","Null","Null","Null","Null","28.0","-26.0","-19.8"
"50.0","2",0,"66.4048","Null","-1","-1","Null","Null","5.2","Null","Null","Null","Null","Null","Null","Null","72.8","-66.4","0.8","Null","Null","Null"
"48.0","1",0,"51.6763","3","-1","-1","2.8","10.0","Null","Null","58.2","-51.2","-7.0","41.6","-47.8","-4.8","Null","Null","Null","Null","Null","Null"
"49.0","1",0,"51.7254","Null","-1","-1","Null","Null","4.8","Null","Null","Null","Null","Null","Null","Null","57.2","-51.6","-3.6","Null","Null","Null"
"47.0","1",0,"24.9904","Null","-1","-1","4.6","Null","Null","7.0","29.2","-24.6","4.4","Null","Null","Null","Null","Null","Null","32.4","-34.0","-21.4"
"48.0","1",0,"28.8998","Null","-1","-1","4.6","Null","Null","Null","33.6","-28.8","2.4","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"47.0","1",0,"117.4972","Null","-1","-1","3.8","Null","Null","Null","124.2","-114.4","-26.8","Null","Null","Null","Null","Null","Null","Null","Null","Null"
"47.0","1",0,"44.0109","Null","-1","-1","Null","Null","1.6","Null","Null","Null","Null","Null","Null","Null","48.0","-43.6","-6.0","Null","Null","Null"
"47.0","1",0,"35.8022","Null","-1","-1","Null","8.8","3.4","Null","Null","Null","Null","116.0","-117.2","-30.4","38.2","-34.6","-9.2","Null","Null","Null"
"45.0","1",0,"50.2016","Null","-1","-1","Null","8.6","3.0","Null","Null","Null","Null","125.6","-126.6","-32.4","55.6","-50.2","-0.4","Null","Null","Null"
"45.0","Null",0,"51.4062","Null","-1","-1","Null","Null","0.4","Null","Null","Null","Null","Null","Null","Null","57.0","-51.4","0.8","Null","Null","Null"
"45.0","Null",0,"31.1262","Null","-1","-1","Null","Null","Null","1.8","Null","Null","Null","Null","Null","Null","Null","Null","Null","29.2","-27.8","-14.0"
"46.0","1",0,"45.004","Null","-1","-1","5.0","Null","2.2","Null","100.2","-93.0","-11.2","Null","Null","Null","50.4","-45.0","-0.6","Null","Null","Null"
"44.0","2",0,"34.4569","Null","-1","-1","5.2","Null","3.0","Null","58.6","-52.8","0.6","Null","Null","Null","38.8","-34.2","-4.2","Null","Null","Null"
