host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
69,2,0,578.6125,3,1,0,6.4,6.8,6.2,6.2,593,599.2,-7.2,Inf,Inf,Inf,Inf,Inf,Inf,584.8,578.6,-3.8
69,2,0,9894.9686,3,1,0,6.4,6.8,6.2,6.2,9900.8,-9879.2,558.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,11460.0497,3,1,0,6.4,6.8,6.2,6.2,636.2,642.2,-17.4,Inf,Inf,Inf,Inf,Inf,Inf,11453.2,-11448.4,-516.6
69,2,0,11137.7459,3,1,0,6.4,6.8,6.2,6.2,9634,-9612.4,551,Inf,Inf,Inf,Inf,Inf,Inf,11131,-11126.4,-502.6
67,2,0,14675.9169,3,1,1,6.4,6.8,6.2,6.2,4428.4,-4414.2,272.2,Inf,Inf,Inf,Inf,Inf,Inf,14669.2,-14663.4,-606
67,2,0,3764.3958,3,1,1,6.6,6.8,6.2,6.2,197.8,204.4,9.2,Inf,Inf,Inf,Inf,Inf,Inf,3757.6,-3760.4,-173.4
67,2,0,362.86,3,1,1,6.4,6.8,6.2,6.2,596.4,602.4,-15.4,Inf,Inf,Inf,356.6,362.8,-6.6,6412.2,-6412.4,-289.4
67,2,0,3481.755,3,1,1,6.6,6.8,6.2,6.2,259.4,266,5.6,Inf,Inf,Inf,3487.2,-3476.2,-196.6,546.2,-551.2,-49.4
68,2,0,2818.0104,3,1,1,6.6,6.8,6.2,6.2,482.6,489,-6.8,Inf,Inf,Inf,2823.4,-2813.6,-157.6,3965,-3965.4,-227.6
67,2,0,606.2502,3,1,1,6.6,6.8,6.2,6,281.8,288.4,4.6,Inf,Inf,Inf,2826.2,-2816.4,-154.8,612.4,606.2,7.8
68,2,0,522.4675,3,1,1,6.6,6.8,6.2,6.2,266.2,272.8,5,Inf,Inf,Inf,516.4,522.4,8.4,5506,-5503.8,-316.2
67,2,0,3492.7795,3,1,1,6.6,6.8,6.2,6.2,286,292.6,0.4,Inf,Inf,Inf,3498.4,-3488.2,-178.8,3668.2,-3668.8,-216.8
67,2,0,263.1341,3,1,1,6.6,6.8,6.2,6,273.4,280,0.8,Inf,Inf,Inf,3984.8,-3973.4,-216,269,263,-8.4
67,2,0,516.4155,3,1,1,6.6,6.8,6.2,6,519.2,525.4,-12.2,Inf,Inf,Inf,2827.4,-2817.6,-155.8,522.6,516.4,4
67,2,0,355.802,3,1,1,6.6,6.8,6.2,6,536.2,542.4,-14.4,Inf,Inf,Inf,554.8,560.8,8,361.8,355.8,-1.2
68,2,0,358.2005,3,1,1,6.6,6.8,6.2,6,204,210.6,6,Inf,Inf,Inf,548.8,554.8,8,364.2,358.2,-0.6
68,2,0,778.8517,3,1,1,6.6,6.8,6.2,6,574,580.2,-16,Inf,Inf,Inf,4114.2,-4102.8,-218.8,785.2,778.6,19.8
68,2,0,375.6002,3,1,1,6.6,6.8,6.4,6,261.2,267.8,1.6,120,113.2,12,437.6,443.8,4.6,381.6,375.6,-0.4
