host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
68,2,0,217.1401,3,1,1,7,6.8,Null,6.2,134.6,141.6,11.8,248.8,242,4,Null,Null,Null,223.2,217,-7.8
69,2,0,256.4449,3,1,1,6.6,6.8,Null,6.2,579.2,585,-24.6,253,246.2,4,Null,Null,Null,262.6,256.4,-4.8
68,2,0,319.001,3,1,1,6.6,6.8,6.8,6.2,606,611.8,-23,258.6,251.8,3.4,Inf,Inf,Inf,325.4,319,-0.8
68,2,0,247.6727,3,1,1,6.6,6.8,6.8,6.2,328.8,335.2,-4.8,213.8,207,6.6,Inf,Inf,Inf,253.8,247.6,-6
68,2,0,242.0846,3,1,1,6.6,6.8,6.6,6.2,314.4,320.8,-5.8,248.8,242,4,Inf,Inf,Inf,248.2,242,-6.4
68,2,0,369.8366,3,1,1,6.6,6.8,6.6,6.2,625.6,630.8,-33.2,260.6,253.8,3,Inf,Inf,Inf,376.2,369.8,5.2
68,2,0,281.6182,3,1,1,6.6,6.8,6.6,6.2,612.8,618.2,-30,259.4,252.6,1,Inf,Inf,Inf,287.8,281.6,-3.2
68,2,0,358.6321,3,1,1,6.6,6.8,6.6,6.2,Inf,Inf,Inf,380.6,373.6,-7.2,Inf,Inf,Inf,365,358.6,4.8
68,2,0,361.2374,3,1,1,6.6,6.8,6.6,6.2,596.4,602,-25.6,349.2,342.2,-5.2,Inf,Inf,Inf,367.8,361.2,5.2
68,2,0,256.4378,3,1,1,6.6,6.8,6.4,6.2,675.6,680.8,-36.4,365.6,358.6,-5.8,147,153.4,-9.8,262.6,256.4,-4.4
68,2,0,375.4546,3,1,1,6.6,6.8,6.4,6.2,675.6,680.8,-36.4,235.4,228.6,3.6,152.4,158.8,-9.2,382,375.4,6.4
70,2,0,450.9817,3,1,1,6.6,6.8,6.4,6.2,5943.4,-5914.6,523.8,263,256.2,0,149.8,156.2,-8.4,457.6,450.8,12.8
70,2,0,841.1233,3,1,1,6.6,6.8,6.4,6.2,664.6,669.6,-38.8,710.2,702.2,-32.2,Inf,Inf,Inf,847.8,840.2,39.4
69,2,0,404.6309,3,1,1,6.8,6.8,6.4,6,294.2,300.8,-4,767.2,759,-38.8,Inf,Inf,Inf,410.8,404.6,5
68,2,0,373.6065,3,1,1,6.8,6.8,6.4,6,494,500,-18.8,347.8,340.6,-6.4,Inf,Inf,Inf,379.8,373.6,2.2
68,2,0,365.6197,3,1,1,6.8,6.6,6.4,6,217.4,224.2,3,230,223.4,5.8,Inf,Inf,Inf,371.8,365.6,3.8
70,2,0,347.2097,3,1,1,6.8,6.6,6.4,6,350.2,356.8,-6,326,319,-5,Inf,Inf,Inf,353.4,347.2,2.6
70,2,0,2334.0842,3,1,1,6.8,6.6,6.4,6,291,297.6,-3.2,278.8,272,1.4,2339.8,-2329.4,-147.8,Inf,Inf,Inf
70,2,0,372.031,3,1,1,6.8,6.6,6.4,6,329,335.6,-4.6,278.8,272,1.8,Inf,Inf,Inf,378.2,372,4.8
70,2,0,309.6003,3,1,1,6.8,6.6,6.4,6,587.2,593.2,-22.8,664.6,656.4,-34.2,Inf,Inf,Inf,315.8,309.6,0.4
70,2,0,288.4011,3,1,1,6.8,6.4,6.4,6,701.2,706.8,-32,596.2,588.8,-20.4,Inf,Inf,Inf,294.6,288.4,0.8
70,2,0,350.4228,3,1,1,6.8,6.4,6.4,6,10431,-10397.8,752.4,591.6,584.2,-21.6,Inf,Inf,Inf,356.6,350.4,4
68,2,0,309.6006,3,1,1,6.8,6.4,6.6,6,606.2,612.2,-22.8,435.2,428.4,-6.8,Inf,Inf,Inf,315.8,309.6,0.6
68,2,0,283.4025,3,1,1,6.8,6.4,6.6,6,340.2,346.8,-4.2,468,460.8,-13.2,Inf,Inf,Inf,289.4,283.4,-1.2
68,2,0,622.1519,3,1,1,6.8,6.4,6.6,6,646.6,652.4,-26.8,350.8,344,-2.6,Inf,Inf,Inf,628.6,621.6,26.2
70,2,0,302.0032,3,1,1,6.8,6.4,6.6,6,648.2,654.6,-18.2,Inf,Inf,Inf,Inf,Inf,Inf,308.2,302,1.4
70,2,0,577.9531,3,1,1,6.8,6.4,6.6,6,702,708,-26.4,Inf,Inf,Inf,Inf,Inf,Inf,584.4,577.6,20.2
70,2,0,193.7571,3,1,1,6.8,6.4,Null,5.8,369.4,376.2,-0.4,1366.8,-1369.6,120,Null,Null,Null,199.4,193.6,-7.8
68,2,0,174.8117,3,1,1,6.8,6.4,Null,5.8,747.8,754.2,-19.4,3558.6,-3557.6,250.6,Null,Null,Null,180.4,174.6,-8.6
68,2,0,269.619,3,1,1,6.8,6.4,Null,5.8,692.8,699.2,-17.2,3682,-3677.2,307.4,Null,Null,Null,275.4,269.6,-3.2
68,2,0,257.4311,3,0,1,6.8,6.4,Null,5.8,731.6,738,-18.6,236.4,-241.8,44,Null,Null,Null,263.2,257.4,-4
68,2,0,264.2076,3,0,1,6.8,6.4,Null,5.8,797.4,803.8,-19.8,Inf,Inf,Inf,Null,Null,Null,270,264.2,-2
68,2,0,598.6828,3,0,1,6.8,6.4,Null,5.8,362.8,369.6,3.8,142,-147.8,36.4,Null,Null,Null,604.8,598.4,18.4
70,2,0,152.7682,3,0,1,6.6,6.2,Null,5.8,9840,-9820.2,520.4,Inf,Inf,Inf,Null,Null,Null,158.2,152.4,-10.6
