時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.635639, 0.054094, 2.876457, 1.081781, -0.003525, 0.002512, 0.054606,
0.100000, 12.881655, 1.182029, 57.859033, 21.855323, -0.070251, 0.056744, 1.102917,
0.200000, 12.264092, 1.167344, 57.747504, 22.803928, -0.063785, 0.058635, 1.091309,
0.300000, 11.205104, 1.127588, 58.143557, 24.919998, -0.067481, 0.048918, 1.102627,
0.400000, 10.542187, 1.171030, 58.340285, 26.048980, -0.064168, 0.042216, 1.106909,
0.500000, 8.972176, 1.223595, 56.839728, 26.313191, -0.067736, 0.035104, 1.107071,
0.600000, 7.737211, 1.204990, 56.244710, 26.430371, -0.068292, 0.025529, 1.090766,
0.700000, 6.941125, 1.185152, 56.495330, 26.627240, -0.066036, 0.028249, 1.098339,
0.800000, 7.671177, 1.173115, 56.917965, 27.430807, -0.067219, 0.029302, 1.078751,
0.900000, 8.866146, 1.137682, 56.102785, 28.372163, -0.063244, 0.032335, 1.082354,
1.000000, 8.899398, 1.206413, 55.324677, 28.649627, -0.067478, 0.034554, 1.086281,
1.100000, 8.907247, 1.079334, 55.422552, 30.873645, -0.064390, 0.028632, 1.078499,
1.200000, 8.847474, 1.109940, 55.742097, 31.822132, -0.066161, 0.027616, 1.092327,
1.300000, 8.580509, 1.120916, 55.969039, 32.474540, -0.065145, 0.016108, 1.095374,
1.400000, 6.520527, 1.156412, 55.959278, 33.670354, -0.066109, 0.011363, 1.098153,
1.500000, 3.003641, 1.173442, 54.880990, 34.358725, -0.068193, 0.004077, 1.094365,
1.600000, 1.657236, 1.181654, 54.160065, 35.127777, -0.065126, 0.005273, 1.099494,
1.700000, -0.042325, 1.140729, 54.532829, 35.925298, -0.064145, 0.001834, 1.090254,
1.800000, -0.038005, 1.126165, 54.787318, 36.880481, -0.063083, 0.003505, 1.104956,
1.900000, -0.046420, 1.144034, 55.144770, 37.238982, -0.067917, 0.001801, 1.074414,
2.000000, -0.004705, 1.156632, 53.958331, 37.469414, -0.064924, -0.001377, 1.105078,
2.100000, 0.130605, 1.213837, 52.948234, 36.337711, -0.059694, -0.006765, 1.103450,
2.200000, 0.063838, 1.154111, 53.354416, 37.526167, -0.063983, -0.003962, 1.108348,
2.300000, -0.021219, 1.135477, 53.590278, 37.065213, -0.067576, -0.003872, 1.095849,
2.400000, -0.005988, 1.932391, 53.586462, 37.760296, -0.063729, 0.002038, 1.094366,
2.500000, -0.017090, 7.532149, 53.952559, 39.177163, -0.061435, 0.006946, 1.091484,
2.600000, -0.057897, 8.099210, 53.139289, 40.326327, -0.061741, -0.000739, 1.086378,
2.700000, -0.004138, 4.968847, 52.386122, 40.666602, -0.062793, 0.000593, 1.079247,
2.800000, -0.018016, 3.132651, 52.404094, 41.201787, -0.059878, -0.003957, 1.091332,
2.900000, 0.105733, 4.358814, 52.716665, 40.796046, -0.061134, 0.001798, 1.099169,
3.000000, 0.029933, 6.275531, 52.971714, 40.928324, -0.061038, -0.007513, 1.099841,
3.100000, 0.091538, 9.414872, 52.947391, 40.827156, -0.061905, -0.000192, 1.097344,
3.200000, 0.091952, 13.118332, 51.886872, 41.054228, -0.059000, -0.003313, 1.106680,
3.300000, -0.020880, 14.662881, 51.225854, 41.787725, -0.062843, -0.003862, 1.104769,
3.400000, 0.101534, 15.257913, 51.502626, 41.200307, -0.051501, 0.003506, 1.106117,
3.500000, 0.077005, 15.994580, 51.741644, 41.668987, -0.044718, -0.000559, 1.091909,
3.600000, 0.003669, 16.679590, 51.787719, 44.047880, -0.051041, -0.004026, 1.109263,
