host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
37,1,0,142.6708,Null,0,0,3,Null,2.6,Null,145,-141.4,19,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
38,1,0,154.368,1,-1,-1,3.2,3.4,2.8,Null,117,-113.4,15.4,61.6,-64.8,11.8,157,-154.2,-7.2,Null,Null,Null
38,1,0,1773.5876,Null,-1,-1,3.2,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,1770.2,1770.8,-99.4,Null,Null,Null
36,1,0,Inf,Null,-1,-1,3.2,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
36,1,0,Inf,Null,-1,-1,3.4,Null,3.4,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
36,1,0,49.2065,1,-1,-1,3.4,2.8,3,Null,Inf,Inf,Inf,44,-46.8,15.2,Inf,Inf,Inf,Null,Null,Null
36,1,0,196.6102,Null,-1,-1,3.4,Null,3.6,Null,Inf,Inf,Inf,Null,Null,Null,200.4,-196.6,2,Null,Null,Null
36,1,0,207.8985,Null,-1,-1,3.6,Null,3,Null,336.4,340,5.8,Null,Null,Null,210.8,-207.8,-6.4,Null,Null,Null
36,1,0,97.5141,Null,-1,-1,4.2,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,100,-97,-10,Null,Null,Null
37,1,0,90.7526,Null,-1,-1,4.2,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,93.2,-90.2,-10,Null,Null,Null
37,1,0,163.6588,Null,-1,-1,4.2,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,166.4,-163.4,-9.2,Null,Null,Null
37,1,0,2894.1688,Null,-1,-1,4.2,Null,3.2,Null,Inf,Inf,Inf,Null,Null,Null,2890.6,2892.8,-89,Null,Null,Null
37,1,0,299.5304,Null,-1,-1,3.8,Null,3,Null,302.6,-298.2,28.2,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
34,1,0,214.5922,Null,-1,-1,4.4,Null,3.2,Null,Inf,Inf,Inf,Null,Null,Null,209,210.6,-41.2,Null,Null,Null
36,1,0,377.4,1,-1,-1,4.4,3.4,3.2,Null,Inf,Inf,Inf,538.2,-535.4,-65.2,380.6,-377.4,0,Null,Null,Null
36,1,0,363.0009,1,-1,-1,4.4,3.4,3.2,Null,6775.4,-6765.6,282,178.8,172.6,48.8,366.2,-363,-0.8,Null,Null,Null
36,1,0,165.035,1,-1,-1,4.2,2.6,3.2,Null,412.6,416.8,-0.2,162.6,-165,-3.4,523.8,-520.6,1.4,Null,Null,Null
36,1,0,102.3035,1,-1,-1,4.2,2.8,3,Null,7721.6,-7707.8,392,99.4,-102.2,4.6,Inf,Inf,Inf,Null,Null,Null
33,1,0,72.6642,1,-1,-1,4.2,2.6,3.4,Null,6311,-6297.8,344.2,69.6,-72.2,8.2,Inf,Inf,Inf,Null,Null,Null
34,1,0,225.9858,1,-1,-1,4.4,2.6,3.4,Null,371.4,375.6,-6.6,223.6,-225.6,-13.2,Inf,Inf,Inf,Null,Null,Null
35,1,0,305.5503,1,-1,-1,4.4,2.6,3.4,Null,146.2,150.6,2.8,303.2,-304.8,-21.4,Inf,Inf,Inf,Null,Null,Null
34,1,0,199.3527,1,-1,-1,4.6,2.8,3.4,3,Inf,Inf,Inf,196.8,-199.2,-7.8,Inf,Inf,Inf,Inf,Inf,Inf
34,1,0,298.2317,1,-1,-1,4.6,2.8,3.6,Null,Inf,Inf,Inf,295.8,-297.6,-19.4,80.8,-77.2,-4,Null,Null,Null
35,2,0,324.8296,2,-1,-1,6.8,2.8,3.6,Null,70.2,-63.4,26.4,322.4,-324,-23.2,93.2,-89.6,-4.6,Null,Null,Null
35,2,0,582.9813,2,-1,-1,7,2.8,3.6,Null,1159.6,-1145.6,-104.2,580.6,-580.4,-54.8,61.4,-57.8,-7.4,Null,Null,Null
33,2,0,683.5934,2,-1,-1,8,2.8,3.6,2.6,34.8,42.2,23.6,681.2,-680,-70,203.6,-199.8,1.8,Inf,Inf,Inf
34,2,0,270.9593,2,-1,-1,6,3,3.6,Null,140.2,-134,23.8,268.2,-270.4,-17.4,170.8,-167,1.4,Null,Null,Null
32,2,0,114.2028,2,-1,-1,6.8,3,3.8,3,61.2,-54.4,24.8,Inf,Inf,Inf,118.2,-114.2,-0.8,Inf,Inf,Inf
33,2,0,5912.2493,2,-1,-1,5.8,3,3.8,Null,93.8,99.6,9.2,5914.4,5862.6,764.6,412,413.6,-50.6,Null,Null,Null
31,2,0,804.5719,2,-1,-1,5.6,4.6,4,Null,57,-50.2,22.8,220.8,-224.6,-2.6,799.6,798.8,-96.2,Null,Null,Null
31,2,0,981.6259,3,-1,-1,7.2,4.8,4,Null,214.6,213.8,79.4,661,651.8,95.6,976.6,975.6,-108.6,Null,Null,Null
32,2,0,4044.7005,2,-1,-1,7.4,3.2,3.8,2.8,1480.8,-1467,-119.4,4047.2,4018.8,457,179.2,-175.4,0,Inf,Inf,Inf
32,2,0,1709.2956,2,-1,-1,6.2,3.4,4,2.4,Inf,Inf,Inf,Inf,Inf,Inf,1704.4,1699.6,-181.8,Inf,Inf,Inf
30,2,0,3771.9468,2,-1,-1,6.4,3.4,3.8,2.4,72.4,78.6,2.4,3774.6,3752,387.4,124.6,-120.8,-4,Inf,Inf,Inf
29,2,0,3791.2606,2,-1,-1,6.6,3.4,3.6,2.4,168.2,-161.2,20.8,3794,3775.2,348.6,87.2,-83.6,-8,Inf,Inf,Inf
29,2,0,5025.3976,2,-1,-1,6.8,3.4,Null,2.4,216.4,-209.4,19.2,5028.2,5008,417.8,Null,Null,Null,Inf,Inf,Inf
30,2,0,9377.3135,2,-1,-1,7,3.4,Null,2.4,222.4,-215.4,18.8,9380.2,9345.2,775.4,Null,Null,Null,Inf,Inf,Inf
30,2,0,76.7088,2,-1,-1,7.2,3.4,3.4,2.4,209.4,-202,20.4,Inf,Inf,Inf,69.4,71.8,-27,Inf,Inf,Inf
28,2,0,730.0284,2,-1,-1,8.2,3.4,3.4,2.6,711.8,-703.4,-9,732.8,727.2,64.2,52.8,-49.4,-12.8,Inf,Inf,Inf
29,2,0,30.3585,2,-1,-1,7.8,3.4,3.2,2.6,333.4,-325.6,15.8,4155.6,4144.2,264,29,-25.8,-16,Inf,Inf,Inf
29,2,0,47.8819,2,-1,-1,8.4,3.4,3,2.6,15487,15484,605.6,8540.4,8527.4,411.2,48.2,-45.2,-15.8,Inf,Inf,Inf
27,2,0,10374.5313,2,-1,-1,8.4,3.4,3.2,2.6,38988.4,38980.6,1135,10377.6,10367.4,384.6,Inf,Inf,Inf,Inf,Inf,Inf
27,2,0,776.4114,2,-1,-1,8.4,3.4,Null,2.6,408.8,-400.4,14.6,773,-776.4,-4.2,Null,Null,Null,Inf,Inf,Inf
28,2,0,27593.0224,3,-1,-1,8.6,3.4,Null,2.6,390.6,-382,14.6,27596.2,27587.4,557,Null,Null,Null,Inf,Inf,Inf
28,2,0,126.758,2,-1,-1,8.6,3.2,2.8,2.8,Inf,Inf,Inf,Inf,Inf,Inf,117.6,117.4,-47.8,Inf,Inf,Inf
26,2,0,Inf,3,-1,-1,8.8,3.2,Null,2.8,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
