時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.947084, 0.050886, 1.896130, 0.481581, -0.001914, 0.004192, 0.053974,
0.100000, 16.220812, 0.878670, 38.094055, 9.735380, -0.029383, 0.105376, 1.091050,
0.200000, 10.343139, 0.875357, 38.454525, 9.444476, -0.044250, 0.104819, 1.068353,
0.300000, 9.031552, 0.887223, 38.326746, 9.639512, -0.050491, 0.131829, 1.065601,
0.400000, 9.655972, 0.881811, 36.584617, 9.820273, -0.027898, 0.101305, 1.069099,
0.500000, 10.973456, 0.890601, 36.587272, 9.516592, -0.018360, 0.111446, 1.095202,
0.600000, 9.485561, 0.873289, 36.601970, 10.608308, -0.017489, 0.102154, 1.079796,
0.700000, 8.416070, 0.853395, 36.592862, 10.881110, -0.018006, 0.093072, 1.079685,
0.800000, 8.073558, 0.868712, 36.597627, 10.582802, -0.017683, 0.103139, 1.088309,
0.900000, 12.758492, 0.887765, 36.649114, 11.323210, -0.011702, 0.091828, 1.091679,
1.000000, 17.380070, 0.877641, 37.199844, 10.919333, -0.006750, 0.108348, 1.075858,
1.100000, 16.473251, 0.856695, 37.191056, 10.350505, -0.023874, 0.112366, 1.097898,
1.200000, 16.036110, 0.883925, 37.208323, 9.247621, -0.049078, 0.081688, 1.066058,
1.300000, 16.690132, 0.889883, 37.090626, 7.593563, -0.067749, 0.096234, 1.079409,
1.400000, 15.839457, 0.859556, 35.428210, 7.171529, -0.066791, 0.094135, 1.095262,
1.500000, 11.588886, 0.875672, 35.997680, 6.449139, -0.060117, 0.087153, 1.047272,
1.600000, 9.037534, 0.888078, 36.034393, 6.623924, -0.057576, 0.092059, 1.077621,
1.700000, 8.140136, 0.867063, 36.481025, 6.570835, -0.025249, 0.098406, 1.081379,
1.800000, 7.395822, 0.890608, 34.237629, 6.582219, -0.012103, 0.088795, 1.055242,
1.900000, 8.189290, 0.874102, 34.817859, 6.410381, -0.020830, 0.099743, 1.076649,
2.000000, 7.931020, 0.871602, 34.813511, 6.467573, -0.016789, 0.105540, 1.098169,
2.100000, 9.908169, 0.836772, 34.924942, 7.027764, -0.008421, 0.083533, 1.103680,
2.200000, 17.241309, 0.831663, 35.454539, 6.052186, -0.009493, 0.108345, 1.079512,
2.300000, 21.230493, 0.856524, 35.423828, 5.203219, -0.016661, 0.121219, 1.078404,
2.400000, 21.112070, 0.861891, 35.327913, 4.806470, -0.063264, 0.097964, 1.079321,
2.500000, 18.754995, 0.848606, 33.641776, 3.685310, -0.094641, 0.126221, 1.041702,
