host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
35,1,0,335.8447,1,-1,0,4.2,3,3,3.8,37.2,-32.4,13.6,333.2,-335.2,-20.8,54.6,-51.6,-6.2,Inf,Inf,Inf
33,2,0,6686.4974,2,-1,0,5.6,3,3.2,Null,233.6,-226,50,6688.8,6646,734.8,74.6,-71.4,-4,Null,Null,Null
33,2,0,486.4038,2,-1,0,8,3,3.2,Null,142.8,-134.8,12.2,Inf,Inf,Inf,490,-485.2,34.2,Null,Null,Null
32,2,0,2019.1495,2,-1,0,7.4,3,3.2,Null,76.8,-69.4,20.4,2021.4,2005.8,231.8,3290.6,3275.2,-357,Null,Null,Null
33,1,0,467.5802,Null,-1,0,Null,3.2,3.4,Null,Null,Null,Null,464.6,-466.8,-27,136.4,-132.6,4,Null,Null,Null
31,2,0,5242.6382,2,-1,-1,6.2,3.2,3.6,Null,14.4,20.6,13.2,5245.2,5221.6,469.2,179.6,180.8,-36.8,Null,Null,Null
31,2,0,76.6094,2,-1,-1,7.8,Null,3.6,4.4,47,-39.2,23.8,Null,Null,Null,80.4,-76.6,-1.2,26.6,21.8,-14.6
32,1,0,25.7635,1,-1,-1,Null,Null,3.4,3.2,Null,Null,Null,Null,Null,Null,82.4,-79,-3,23.4,19,-17.4
29,2,0,5712.6906,2,-1,-1,8,3.2,3.2,3.2,12527.4,12519,658.6,5715.4,5697.8,412.2,76.6,-73.4,-6,Inf,Inf,Inf
30,2,0,91.1877,2,-1,-1,6.2,3.2,Null,2.8,63.4,-55.6,23.6,5325.2,5313.4,310.2,Null,Null,Null,88,-90.8,-8.4
30,2,0,694.0307,2,-1,-1,7,3.2,Null,2.6,519.6,-512.2,-12,696.6,691.8,55.6,Null,Null,Null,Inf,Inf,Inf
29,2,0,626.0339,2,-1,-1,7.4,3.2,4.2,2.6,141.2,-133.2,23.8,628.8,624.4,45.2,513.6,510.6,-95,Inf,Inf,Inf
29,2,0,12716.4014,2,-1,-1,8.4,3.2,Null,2.6,684.6,-676.2,10.8,12719.4,12709,433.8,Null,Null,Null,Inf,Inf,Inf
29,2,0,1229.6089,2,-1,-1,8.6,3.2,4.2,2.6,47.8,-38.8,18.2,1232.4,1228.6,49.8,2249.4,2222,-384.4,Inf,Inf,Inf
28,2,0,Inf,2,-1,-1,8.6,3.2,Null,2.8,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
28,2,0,92.6006,3,-1,-1,8.8,3.2,3,2.8,Inf,Inf,Inf,Inf,Inf,Inf,84,84.8,-37.2,Inf,Inf,Inf
29,2,0,322.8452,3,-1,-1,8.8,3.2,3,2.8,Inf,Inf,Inf,Inf,Inf,Inf,315.4,311.4,-85.2,Inf,Inf,Inf
26,2,0,365.4438,3,-1,-1,8.8,3.2,2.8,2.8,Inf,Inf,Inf,Inf,Inf,Inf,358.6,355.8,-83.4,Inf,Inf,Inf
26,2,0,281.8755,3,-1,-1,9,3.2,3,2.8,Inf,Inf,Inf,Inf,Inf,Inf,287.2,-280.8,24.6,Inf,Inf,Inf
27,2,0,Inf,3,-1,-1,9,3,5,2.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
26,2,0,11562.5292,3,-1,-1,9,3,5.2,2.8,11571.2,-11558,323.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
26,3,0,1227.7263,3,-1,-1,9.2,3,5.2,2.8,Inf,Inf,Inf,Inf,Inf,Inf,1220.6,1203.8,-241.2,Inf,Inf,Inf
25,3,0,776.1881,3,-1,-1,9.2,3,5.4,2.8,Inf,Inf,Inf,Inf,Inf,Inf,768.6,756.8,-172.4,Inf,Inf,Inf
25,3,0,17664.3615,3,-1,-1,9.2,3,5.4,2.8,Inf,Inf,Inf,17661.2,-17656.8,516.8,807.4,795.6,-177,Inf,Inf,Inf
25,3,0,459.6317,3,-1,-1,9.4,2.8,5.6,2.8,Inf,Inf,Inf,462.4,459.6,5.4,358.6,-346.4,58.6,Inf,Inf,Inf
26,3,0,27897.6827,3,-1,-1,9.4,2.8,5.8,2.8,Inf,Inf,Inf,27894.8,-27894.2,440.8,106.2,-99,7.4,Inf,Inf,Inf
24,3,0,391.9862,3,-1,-1,9.4,2.8,6,2.8,Inf,Inf,Inf,Inf,Inf,Inf,383.6,380.2,-95.4,Inf,Inf,Inf
23,3,0,163.9996,3,-1,-1,9.4,2.8,6.2,2.8,Inf,Inf,Inf,Inf,Inf,Inf,171.6,-162.8,19.8,Inf,Inf,Inf
24,3,0,211.5789,3,-1,-1,9.6,2.8,6.2,2.8,Inf,Inf,Inf,Inf,Inf,Inf,219.2,-210,25.8,Inf,Inf,Inf
24,2,0,6017.6223,2,-1,-1,Null,2.8,6.4,2.8,Null,Null,Null,6014.6,-6012.2,255.4,180.4,181.8,-54.2,Inf,Inf,Inf
24,2,0,267.8505,2,-1,-1,9.2,2.6,6.4,2.8,4.4,11.8,20.6,270.4,267.8,5.2,109.6,-102.2,4.4,Inf,Inf,Inf
22,3,0,257.2411,3,-1,-1,10.2,2.6,6.6,2.6,Inf,Inf,Inf,259.8,257.2,4.6,110.6,-103.8,-2.2,Inf,Inf,Inf
22,1,0,10613.0109,1,-1,-1,2.4,2.6,6.8,2.6,Inf,Inf,Inf,10610.2,-10610.4,235.4,1309.2,1285.6,-293,Inf,Inf,Inf
23,2,0,8919.3198,2,-1,-1,Null,2.6,7,2.6,Null,Null,Null,8916.6,-8916.8,212,209.2,211.4,-56.8,Inf,Inf,Inf
23,1,0,502.9908,1,-1,-1,2.4,2.6,7,2.6,Inf,Inf,Inf,Inf,Inf,Inf,511.8,-497,77.4,Inf,Inf,Inf
23,1,0,153.5002,1,-1,-1,2.4,2.6,7.2,2.6,Inf,Inf,Inf,150.4,-152.6,16.6,99.4,104.2,-34.4,Inf,Inf,Inf
22,2,0,136.5407,2,-1,-1,Null,2.6,7.4,2.6,Null,Null,Null,133.4,-135.6,16,163.6,165.8,-54,Inf,Inf,Inf
22,1,0,228.0548,1,-1,-1,2.4,2.4,7.4,2.6,Inf,Inf,Inf,230.4,228,5,398.2,396.8,-96.6,Inf,Inf,Inf
22,2,0,209.2551,2,-1,-1,Null,2.4,7.6,2.4,Null,Null,Null,211.6,209.2,4.8,417,-403.2,59.6,Inf,Inf,Inf
22,1,0,2043.6466,1,-1,-1,2.4,2.4,7.6,2.4,2045.2,-2041.4,95.8,Inf,Inf,Inf,103.8,-94.6,5.6,Inf,Inf,Inf
22,1,0,6732.5271,1,-1,-1,2.6,2.4,7.8,2.4,57.8,60,14.4,6730,-6730.2,177,138.8,-131,-7.4,Inf,Inf,Inf
22,1,0,462.6062,1,-1,-1,2.6,2.4,8,2.4,460,462.6,2.4,Inf,Inf,Inf,28.8,34.2,-25.4,Inf,Inf,Inf
20,1,0,53.8936,1,-1,-1,2.4,2.4,8.2,2.4,Inf,Inf,Inf,50.6,-52.4,12.6,42.8,48.2,-29,Inf,Inf,Inf
21,1,0,38.0526,1,-1,-1,2.4,2,Null,2.4,Inf,Inf,Inf,28,-29.2,24.4,Null,Null,Null,Inf,Inf,Inf
21,Null,0,Inf,Null,-1,-1,Null,2.4,Null,2.4,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
22,1,0,53.6824,1,-1,-1,2.4,2,Null,2.4,Inf,Inf,Inf,46.4,-47.4,25.2,Null,Null,Null,Inf,Inf,Inf
20,1,0,Inf,1,-1,-1,2.2,2.4,Null,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
19,1,0,Inf,1,-1,-1,2.2,2.4,Null,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
19,1,0,Inf,2,-1,-1,2.4,Null,8,2.2,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
20,1,0,82.7613,Null,-1,-1,2.2,Null,Null,2.2,83.6,-81.2,16,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
19,1,0,Inf,Null,-1,-1,2.4,Null,Null,2.2,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
20,1,0,1067.9345,Null,-1,-1,2.6,Null,Null,2.2,1064.8,1067.2,39.6,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
20,1,0,302.9155,1,-1,-1,2.4,2.2,Null,2.2,Inf,Inf,Inf,300.2,-301.6,28.2,Null,Null,Null,Inf,Inf,Inf
20,1,0,281.7355,1,-1,-1,2.4,2.2,9,2.2,Inf,Inf,Inf,279,-280.4,27.4,Inf,Inf,Inf,Inf,Inf,Inf
20,1,0,277.605,1,-1,-1,2.2,2.2,9,2.2,Inf,Inf,Inf,275,-276.6,23.6,Inf,Inf,Inf,Inf,Inf,Inf
20,1,0,53.8145,1,-1,-1,2.6,2.2,9.2,2.2,55.4,-52.8,10.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
20,1,0,54.0592,1,-1,-1,2,2.2,9.2,2.2,55.2,-52.8,11.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,1,0,20.025,1,-1,-1,2.6,2.2,9.2,2.2,14.6,16.6,11.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,2,0,Inf,2,-1,-1,Null,2.2,9.2,2,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,2,0,Inf,2,-1,-1,Null,2,9.2,2,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,1,0,77.3522,1,-1,-1,2.6,2.2,9.2,2,73.8,76,14.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,1,0,279.8241,1,-1,-1,2.2,2.2,9.2,2,277.4,279.4,15.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,1,0,Inf,1,-1,-1,2,2.4,9.4,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,1,0,109.5755,1,-1,-1,1.8,2.4,9.4,2,107.6,109.4,6.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
19,1,0,Inf,1,-1,-1,1.8,2.4,9.4,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
21,1,0,Inf,1,-1,-1,1.8,2.4,9.4,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
22,1,0,Inf,1,-1,-1,1.8,2.6,9.4,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
21,1,0,Inf,1,-1,-1,1.8,2.6,Null,2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
21,1,0,Inf,1,-1,-1,1.8,2.6,Null,2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
21,1,0,1008.2008,1,-1,-1,1.8,2.2,Null,1.8,Inf,Inf,Inf,1010.2,1007.6,34.8,Null,Null,Null,Inf,Inf,Inf
21,Null,0,1369.595,Null,-1,-1,Null,1.8,Null,1.8,Null,Null,Null,1371.2,1368.2,61.8,Null,Null,Null,Inf,Inf,Inf
22,1,0,101.6071,Null,-1,-1,1.8,1.8,Null,2,Inf,Inf,Inf,102.6,100,18,Null,Null,Null,Inf,Inf,Inf
22,1,0,83060.9522,1,-1,-1,1.8,2.2,Null,2,Inf,Inf,Inf,83063,83056,907,Null,Null,Null,Inf,Inf,Inf
21,1,0,30713.0533,1,-1,-1,1.8,2.2,Null,2,Inf,Inf,Inf,30715.2,30711.2,337.4,Null,Null,Null,Inf,Inf,Inf
22,1,0,449.6198,Null,-1,-1,1.8,2,Null,2,Inf,Inf,Inf,451.4,449,23.6,Null,Null,Null,Inf,Inf,Inf
21,1,0,412.4307,Null,-1,-1,1.8,2,Null,2,Inf,Inf,Inf,414.2,411.8,22.8,Null,Null,Null,Inf,Inf,Inf
24,1,0,376.4434,1,-1,-1,2,2,Null,1.8,Inf,Inf,Inf,378.2,375.8,22,Null,Null,Null,Inf,Inf,Inf
23,1,0,274.5154,Null,-1,-1,1.8,1.8,Null,2,Inf,Inf,Inf,276,273.6,22.4,Null,Null,Null,Inf,Inf,Inf
23,1,0,262.7227,Null,-1,-1,1.8,1.8,Null,2,Inf,Inf,Inf,264.2,261.8,22,Null,Null,Null,Inf,Inf,Inf
22,1,0,Inf,1,-1,-1,1.8,2.4,Null,2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
25,Null,0,Inf,Null,-1,-1,Null,2.4,Null,2,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
24,1,0,Inf,1,-1,-1,Null,2.4,2,2,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
24,1,0,Inf,1,-1,-1,Null,2.4,2,2,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
24,1,0,Inf,1,-1,-1,Null,2.4,2,2,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
24,1,0,Inf,1,-1,-1,Null,2.4,2,2,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
23,1,0,Inf,1,-1,-1,Null,2.4,2,2,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
26,Null,0,Inf,Null,-1,-1,Null,2.4,Null,2,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
25,3,0,Inf,3,-1,-1,9.6,2.4,Null,1.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
25,3,0,Inf,3,-1,-1,9.8,2.4,Null,1.8,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
25,1,0,Inf,Null,-1,-1,Null,2.4,2,1.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
27,3,0,Inf,3,-1,-1,9.6,2.4,Null,1.8,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
26,2,0,542.2528,2,-1,-1,9.6,2,2,1.8,Inf,Inf,Inf,544,541.6,26.6,Inf,Inf,Inf,Inf,Inf,Inf
26,3,0,16.4657,3,-1,-1,9.6,2.4,2,1.8,Inf,Inf,Inf,257.6,255,17.6,15.4,-12.6,-10.6,Inf,Inf,Inf
26,2,0,251.6497,2,-1,-1,9.4,2.4,2,1.6,Inf,Inf,Inf,1164,1161.4,26.4,249.6,251.6,-5,Inf,Inf,Inf
26,2,0,948.4241,2,-1,-1,9.4,2.4,2,1,Inf,Inf,Inf,22978.8,22973.4,376.6,950.2,-947.8,-34.4,Inf,Inf,Inf
25,2,0,Inf,2,-1,-1,9.4,2.4,2,1.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
28,3,0,Inf,Null,-1,-1,9.4,Null,2,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
27,3,0,Inf,Null,-1,-1,9.2,Null,2,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
27,3,0,Inf,Null,-1,-1,9.2,Null,2,1.6,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
27,1,0,32.1907,1,-1,-1,8.8,Null,2,2,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,33.8,31.8,-5
27,2,0,32.9879,2,-1,-1,8.8,2.8,2,2,259.4,-250.6,13,Inf,Inf,Inf,Inf,Inf,Inf,34.4,32.4,-6.2
29,2,0,3299.7657,Null,-1,-1,9,Null,2,Null,3290.2,3296,157.6,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
28,5,0,175.1182,Null,-1,-1,18.4,Null,2,Null,191.2,-172.8,28.4,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
29,2,0,17.9622,3,-1,-1,8.6,3.8,2,Null,383.6,-374.8,4.8,101.6,-105.4,20.6,17,-14.2,-11,Null,Null,Null
28,1,0,250.2979,1,-1,-1,8.6,Null,2,2,165.4,-156.8,14.2,Null,Null,Null,248.4,250.2,7,1370.4,-1361.4,-179.8
28,2,0,20.0609,3,-1,-1,8.6,4,2.2,2,200.8,-192.2,9.4,80.6,-84.6,21.2,124.8,127,-5.4,20.8,18.8,-7
30,2,0,21.1206,3,-1,-1,8.4,4,2,1.8,959.2,-950,-32.4,Inf,Inf,Inf,20,-16.8,-12.8,Inf,Inf,Inf
30,2,0,28.9614,3,-1,-1,8,4,Null,1.8,3280.4,3277.6,284.8,Inf,Inf,Inf,Null,Null,Null,29.8,28,-7.4
29,2,0,370.5358,3,-1,-1,7.8,4.2,2.4,2.2,3558.6,3559,248.8,34,29.6,20.6,539.8,541.4,24.2,366,-337.2,-153.6
29,2,0,87.233,Null,-1,-1,7.6,Null,Null,2.2,1705.2,1707,159.8,Null,Null,Null,Null,Null,Null,89.6,87.2,2.4
29,2,0,340.8639,Null,-1,-1,8,Null,Null,2.2,349.2,-340.8,-6.6,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
31,5,0,21.5676,5,-1,-1,17.2,4.2,Null,2.2,917.6,-898.4,-41.6,331.2,-334.6,-11,Null,Null,Null,22.6,20.4,-7
30,2,0,1168.1952,3,-1,-1,7.8,4.2,Null,Null,150.4,-142.6,4.8,1171,1159.8,139.8,Null,Null,Null,Null,Null,Null
30,2,0,1588.8045,Null,-1,-1,7.6,Null,Null,Null,1597.4,-1582.8,-138,Null,Null,Null,Null,Null,Null,Null,Null,Null
30,4,0,73.0931,Null,-1,-1,16.6,Null,Null,1.4,580.4,-562.4,-23.2,Null,Null,Null,Null,Null,Null,67.8,-67.6,-27.8
29,4,0,133.2297,Null,-1,-1,16.4,Null,Null,1.4,365.6,-348,-10.6,Null,Null,Null,Null,Null,Null,127.8,-125.4,-45
32,4,0,103.4371,Null,-1,-1,16.2,Null,Null,1.4,1288.6,-1266,-110.2,Null,Null,Null,Null,Null,Null,106.6,103.2,7
31,4,0,43.2906,Null,-1,-1,16,Null,Null,2.4,331,-313.8,-9.4,Null,Null,Null,Null,Null,Null,45.6,43.2,-2.8
31,4,0,424.3524,Null,-1,-1,15.8,Null,Null,2.6,528.8,-510.6,-32.6,Null,Null,Null,Null,Null,Null,420.6,-417.6,-75.4
30,4,0,19.2925,Null,-1,-1,15.6,Null,Null,2.6,551.2,-532.6,-39.2,Null,Null,Null,Null,Null,Null,21,18.4,-5.8
30,2,0,42.4302,Null,-1,-1,6,Null,Null,2.6,41.2,-35.2,12.2,Null,Null,Null,Null,Null,Null,45.2,42.4,-1.6
32,2,0,40.8078,Null,-1,-1,6.2,Null,Null,2.8,81,-74.8,5.6,Null,Null,Null,Null,Null,Null,44,40.8,-0.8
32,4,0,395.632,Null,-1,-1,15,Null,Null,2.8,523.2,-504.8,-42.6,Null,Null,Null,Null,Null,Null,391,-379.8,-110.8
32,4,0,177.3927,Null,-1,-1,15,Null,Null,3,2146.4,2141.6,309.4,Null,Null,Null,Null,Null,Null,172.6,-169.6,-52
32,4,0,43.9841,Null,-1,-1,14.8,Null,7.6,Null,282.2,-265.8,-12.6,Null,Null,Null,33.6,41.2,-15.4,Null,Null,Null
34,4,0,276.3103,Null,-1,-1,14.8,Null,Null,Null,292.6,-275.6,-19.8,Null,Null,Null,Null,Null,Null,Null,Null,Null
33,4,0,296.8819,Null,-1,-1,14.6,Null,Null,3,2106.8,2098,331.6,Null,Null,Null,Null,Null,Null,292,-287.2,-75.2
33,4,0,437.4019,Null,-1,-1,14.4,Null,Null,Null,453.6,-435.4,-41.8,Null,Null,Null,Null,Null,Null,Null,Null,Null
33,4,0,396.8821,4,-1,-1,14.4,3.2,Null,Null,413.2,-394.8,-40.6,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null
33,4,0,Inf,4,-1,-1,14.2,3.2,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null
33,4,0,304.1769,4,-1,-1,14,3.2,Null,3.6,904.2,908.8,148.2,Inf,Inf,Inf,Null,Null,Null,309.2,298.4,59
33,4,0,626.9399,4,-1,-1,14,3.2,Null,3.6,249.4,-233.6,-13.6,Inf,Inf,Inf,Null,Null,Null,632.4,611.2,139.6
34,4,0,251.2173,4,-1,-1,13.8,3.2,Null,Null,266.6,-250.6,-17.6,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null
35,4,0,24.2759,4,-1,-1,13.8,4,Null,Null,Inf,Inf,Inf,15.4,-18.6,15.6,Null,Null,Null,Null,Null,Null
35,4,0,23.1491,4,-1,-1,13.6,4,Null,Null,Inf,Inf,Inf,14.6,-17.8,14.8,Null,Null,Null,Null,Null,Null
34,3,0,43.2749,3,-1,-1,12.4,3.2,Null,Null,1396.6,1388.4,263.4,38.2,-41.4,12.6,Null,Null,Null,Null,Null,Null
34,3,0,23.7428,4,-1,-1,12.6,4,Null,Null,807.6,-785.8,-100.4,16.4,-19.6,13.4,Null,Null,Null,Null,Null,Null
34,3,0,25.0392,4,-1,-1,12.8,4,Null,Null,3331.4,3302.8,543.8,18.2,-21.4,13,Null,Null,Null,Null,Null,Null
36,3,0,71.3711,4,-1,-1,13,4,Null,3.2,543.8,-525.8,-57.8,27.2,-30.6,12.8,Null,Null,Null,62,-62.2,-35
36,3,0,47.5386,4,-1,-1,13,3.2,Null,3.2,749.4,-730,-83.2,43.4,-46.6,9.4,Null,Null,Null,73.2,-73,-39
36,3,0,79.0281,4,-1,-1,13,3,Null,3.2,2886,2864.6,461,75.8,-78.8,6,Null,Null,Null,62.8,-62.6,-37.8
36,3,0,99.8289,3,-1,-1,12.8,3,7.2,3,457.8,-441.6,-41.2,96.8,-99.8,2.4,10.6,-1.4,-18.6,237,-233.6,-73.4
35,3,0,98.04,3,-1,-1,12.8,3,Null,3.2,1888.4,1878.6,307.8,95,-98,2.8,Null,Null,Null,45.4,-46.2,-34.2
35,3,0,78.2739,3,-1,-1,12.6,3,7.2,Null,1592.4,1590.6,230.4,75.2,-78.2,3.4,27,-18.2,-23.6,Null,Null,Null
37,3,0,193.9354,3,-1,-1,12.6,2.8,Null,3.2,Inf,Inf,Inf,191.6,-193.4,-14.4,Null,Null,Null,25,21.8,-19
37,3,0,206.1613,3,-1,-1,12.4,3,Null,3,113.4,-100.4,3.2,203.4,-205.8,-12.2,Null,Null,Null,64.6,-65.2,-39
36,3,0,438.9435,3,-1,-1,10.6,3,5.8,Null,268,-255.8,-2.2,436.6,-436.2,-49,8,-1,-14.6,Null,Null,Null
36,3,0,190.0316,3,-1,-1,12.4,3,Null,Null,87.8,99,29.6,187.4,-189.6,-12.8,Null,Null,Null,Null,Null,Null
36,3,0,469.203,3,-1,-1,11.4,3,Null,Null,101,-89.2,13.4,466.8,-466.2,-53,Null,Null,Null,Null,Null,Null
38,3,0,492.7458,3,-1,-1,11.6,3,Null,Null,506.2,-491.2,-39,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null
38,3,0,634.0783,3,-1,-1,12,3.2,Null,Null,844,-826.8,-77.4,631.4,-630,-71.8,Null,Null,Null,Null,Null,Null
37,3,0,371.924,3,-1,-1,11.6,3.2,Null,Null,464,-450.6,-23.6,374,366.2,65,Null,Null,Null,Null,Null,Null
37,3,0,542.0566,3,-1,-1,11.4,3.4,Null,6,433.8,-420.6,-20.4,539.2,-539.4,-53.6,Null,Null,Null,67,60.8,-6
37,3,0,2120.8738,3,-1,-1,11.2,3.4,16,6,2299.4,2294.4,296.6,2123.4,2101.8,283.8,178.8,-161,-49.2,35.8,29.8,-12.2
37,3,0,3894.6673,3,-1,-1,11,3.6,5.2,Null,593.6,598.8,108.4,3897.4,3860.2,517,85.4,-79.4,-26.6,Null,Null,Null
36,3,0,52.4732,3,-1,-1,10.8,3.6,5.2,6,647.4,651.8,118.8,Inf,Inf,Inf,53.6,-48,-21.2,1015.8,-1011.8,-158
39,3,0,119.4524,3,-1,-1,10.4,3.8,Null,Null,128.4,-117.8,19.8,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null
39,Null,0,4245.2566,Null,-1,-1,Null,3.8,Null,Null,Null,Null,Null,4248.2,4215.4,502.6,Null,Null,Null,Null,Null,Null
38,3,0,499.8979,3,-1,-1,10,4,15,5.8,57.8,-47.8,31.2,496.4,-498.6,-36,507.8,-488.6,-87.2,35.8,30,-18.6
39,3,0,2555.6729,3,-1,-1,11.8,4,14.8,5.8,Inf,Inf,Inf,2558.8,2541.2,271.6,215,229.2,-3.8,36.8,31,-20.6
