host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
67,2,0,722.4643,3,0,0,6.4,9.2,Null,6.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,729.6,721.4,39.2
69,2,0,2533.8917,3,0,0,6.4,9.4,6.4,6.8,Inf,Inf,Inf,565,553.4,63.6,Inf,Inf,Inf,2526,-2522,-245.2
69,2,0,2412.6686,3,0,0,6.4,9.4,Null,7,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,2404.4,-2401,-237
69,2,0,3699.9724,3,0,0,6.2,9.6,6.2,7,Inf,Inf,Inf,9260.4,9225,704.4,Inf,Inf,Inf,3691.8,-3683.4,-349.8
69,2,0,3064.9609,4,0,0,6.2,9.8,6.6,7.2,Inf,Inf,Inf,8841,8811.2,608,Inf,Inf,Inf,3056.6,-3052.4,-277.2
68,2,0,2852.5545,4,0,0,6.2,9.8,Null,7.2,Inf,Inf,Inf,4089,4066.4,337.8,Null,Null,Null,2844.2,-2840.2,-265.2
68,2,0,4890.4804,4,0,0,6.2,10,6.4,7.4,Inf,Inf,Inf,4899.6,4878.8,337.8,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,919.2436,4,0,0,6.2,10,6.4,7.4,Inf,Inf,Inf,512.2,500,61.6,Inf,Inf,Inf,927.2,918,47.8
69,2,0,3888.3895,4,0,0,6.2,10.2,6.4,7.6,Inf,Inf,Inf,444.4,432.6,52.2,Inf,Inf,Inf,3879.6,-3871.8,-358.8
68,2,0,1186.4261,4,0,0,6.2,10.4,6.4,7.6,Inf,Inf,Inf,555,-564.8,-14.6,Inf,Inf,Inf,1194.8,1184.6,65.8
68,2,0,1040.5188,4,0,0,6.2,10.4,6.4,7.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1049,1039,56.2
69,2,0,1800.8259,4,0,0,6.2,10.6,6.4,8,Inf,Inf,Inf,5802.6,5779.2,399,Inf,Inf,Inf,1791.6,-1792.4,-174
68,2,0,918.6032,4,0,0,6,10.6,6.4,8,Inf,Inf,Inf,441.4,429.2,52.2,Inf,Inf,Inf,927.2,917.4,47
69,2,0,3359.4717,4,0,0,6,10.8,6.2,8.2,Inf,Inf,Inf,7669.8,7645,477.2,Inf,Inf,Inf,3350,-3346.6,-293.8
68,2,0,3245.6546,4,0,0,6,11,6.2,8.2,Inf,Inf,Inf,5017.6,4996,342.4,Inf,Inf,Inf,3236.4,-3235.4,-257.8
69,2,0,618.8165,4,0,0,6,11,6.2,8.4,Inf,Inf,Inf,604.2,591,66.8,Inf,Inf,Inf,608.8,-614.4,-73.8
68,2,0,3484.6603,4,0,0,6,11.2,6.2,8.4,Inf,Inf,Inf,714.4,701,71.2,Inf,Inf,Inf,3475.2,-3474.2,-269.8
70,2,0,865.0793,4,0,0,6,11.4,6.2,8.6,Inf,Inf,Inf,7669.8,7644.4,477.8,Inf,Inf,Inf,874.4,864,43.2
70,2,0,1085.4046,4,0,0,6,11.4,6.2,8.6,Inf,Inf,Inf,5616.4,5592.2,393.6,Inf,Inf,Inf,1094.8,1084,55.2
68,2,0,622.9394,4,0,0,6,11.4,6.2,8.8,Inf,Inf,Inf,4115.2,4092.2,323.6,Inf,Inf,Inf,612.6,-618.6,-73.4
70,2,0,1026.867,4,0,0,5.8,11.6,6,8.8,Inf,Inf,Inf,230.6,-242.2,4.6,Inf,Inf,Inf,1036.2,1025.8,46.8
70,2,0,10050.824,4,0,0,5.8,11.8,6,9,Inf,Inf,Inf,9900.6,9873.6,563.4,Inf,Inf,Inf,10040.6,-10017.4,-819
