host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
56,2,0,Inf,2,0,0,6.4,3.4,6,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
57,2,0,Inf,2,0,0,6.4,3.4,6,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
56,2,0,Inf,2,0,0,6.4,3.4,6,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
57,2,0,Inf,2,0,0,6.4,3.4,Null,3,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
56,2,0,Inf,2,0,0,6.4,3.4,6,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
57,2,0,Inf,2,0,0,6.4,3.4,Null,3,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
56,2,0,Inf,2,0,0,6.4,3.4,Null,3,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
56,2,0,Inf,2,0,0,6.2,3.4,Null,2.8,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
56,2,0,27587.9752,2,0,0,6.2,3.4,Null,3,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,27584.8,-27579.4,-687.8
59,2,0,Inf,2,0,0,6.2,3.4,Null,3,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
58,2,0,510.6032,2,0,0,6.2,3.4,Null,Null,Inf,Inf,Inf,507.2,-510.6,-1.8,Null,Null,Null,Null,Null,Null
58,2,0,413.4002,2,0,0,6.2,3.6,Null,2.8,Inf,Inf,Inf,409.8,-413.4,-0.4,Null,Null,Null,Inf,Inf,Inf
58,2,0,1853.6404,2,0,0,6.2,3.6,Null,3,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,1850.4,-1852.4,-67.8
58,2,0,577.9462,2,0,0,6,3.6,Null,3,Inf,Inf,Inf,574.4,-577.8,-13,Null,Null,Null,Inf,Inf,Inf
58,2,0,426.0714,2,0,0,6,3.6,Null,2.4,Inf,Inf,Inf,422.6,-426,-7.8,Null,Null,Null,Inf,Inf,Inf
57,2,0,274.1168,2,0,0,6,3.8,Null,3,Inf,Inf,Inf,482.4,-486,-10,Null,Null,Null,270.6,-273.2,-22.4
57,2,0,466.816,2,0,0,6,3.8,Null,3,Inf,Inf,Inf,463.2,-466.6,-14.2,Null,Null,Null,Inf,Inf,Inf
57,2,0,4622.5024,2,0,0,6,3.8,Null,3,Inf,Inf,Inf,7445.2,7427.4,463.2,Null,Null,Null,4619.2,-4620.4,-139.4
57,Null,0,217.618,Null,0,0,Null,4,Null,3,Null,Null,Null,213.6,-217.6,2.8,Null,Null,Null,Inf,Inf,Inf
59,Null,0,535.5231,Null,0,0,Null,4,Null,3,Null,Null,Null,531.6,-535.2,-18.6,Null,Null,Null,Inf,Inf,Inf
59,Null,0,Inf,Null,0,0,Null,4,Null,3,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
59,2,0,2356.2555,2,0,0,6,4.2,Null,3.2,Inf,Inf,Inf,609,-612.2,-29.8,Null,Null,Null,2352.6,-2354.2,-98.4
59,2,0,Inf,2,0,0,6,4.2,Null,3.2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
59,2,0,575.5696,2,0,0,6,4.4,Null,3.2,Inf,Inf,Inf,571.4,-575,-25.6,Null,Null,Null,Inf,Inf,Inf
59,2,0,5939.729,2,0,0,5.8,4.4,Null,3.2,Inf,Inf,Inf,5943.4,5916.8,521.4,Null,Null,Null,Inf,Inf,Inf
59,2,0,589.4047,2,0,0,5.8,4.6,Null,3.4,Inf,Inf,Inf,585.2,-588.4,-34.4,Null,Null,Null,Inf,Inf,Inf
58,2,0,Inf,2,0,0,6,4.6,Null,3.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
59,2,0,3131.2488,2,0,0,5.8,4.8,Null,3.4,Inf,Inf,Inf,3228.6,3211.8,286.2,Null,Null,Null,3127.4,-3128,-142.6
60,2,0,254.6782,2,0,0,5.8,4.8,Null,3.6,Inf,Inf,Inf,470.4,462.8,59.6,Null,Null,Null,250.2,-253.2,-27.4
60,2,0,379.6544,2,0,0,5.8,5,Null,3.6,Inf,Inf,Inf,6459,6431.2,551,Null,Null,Null,375.4,-378.2,-33.2
60,2,0,6524.3307,2,0,0,5.8,5.2,6.2,3.6,Inf,Inf,Inf,7003.2,6974.6,581,Inf,Inf,Inf,6520.2,-6514.6,-356.2
60,2,0,349.0097,2,0,0,5.8,5.2,6,3.8,Inf,Inf,Inf,480.2,472,62,Inf,Inf,Inf,344.4,-347,-37.4
60,2,0,3864.9473,2,0,0,5.8,5.4,6,3.8,Inf,Inf,Inf,6112,6084.4,529.8,Inf,Inf,Inf,3860.6,-3859.4,-207
60,2,0,2247.3865,2,0,0,5.8,5.6,6,3.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2243,-2243.4,-133.8
60,2,0,377.3793,2,0,0,5.8,5.6,6,4,Inf,Inf,Inf,3235.8,3218.2,287.8,Inf,Inf,Inf,372.6,-375.4,-38.6
59,2,0,415.1509,2,0,0,6,5.8,6,4,Inf,Inf,Inf,5943.6,5915.6,523,Inf,Inf,Inf,410.4,-413.2,-40.2
59,2,0,1754.5568,2,0,0,5.8,6,6,4.2,Inf,Inf,Inf,6637,6608.2,559.4,Inf,Inf,Inf,1749.6,-1749.2,-137
59,2,0,2906.2242,3,0,0,6,6,6,4.2,Inf,Inf,Inf,250.2,242.4,39.8,Inf,Inf,Inf,2901.4,-2898.8,-207.6
61,2,-1,3782.8237,3,0,0,6,6.2,5.8,4.2,Inf,Inf,Inf,3788.2,3769.4,318.4,Inf,Inf,Inf,Inf,Inf,Inf
61,2,-1,405.6624,3,0,0,6,6.4,5.8,4.4,Inf,Inf,Inf,7775.8,7745.4,620.6,Inf,Inf,Inf,400.2,-403,-46.4
60,2,-1,7971.0454,3,0,0,6,6.6,5.8,4.4,Inf,Inf,Inf,7976.8,7945.6,636.4,Inf,Inf,Inf,Inf,Inf,Inf
60,2,-1,2565.3716,3,0,0,6,6.6,5.8,4.6,Inf,Inf,Inf,596.6,587,69.2,Inf,Inf,Inf,2559.8,-2555.8,-221.4
61,2,-1,406.0597,3,0,0,6,6.8,5.8,4.8,Inf,Inf,Inf,496,487,57.8,Inf,Inf,Inf,400.2,-403.4,-46.4
61,2,-1,366.1266,3,0,0,6,6.8,5.8,4.8,Inf,Inf,Inf,522.8,513.8,58.6,Inf,Inf,Inf,360.2,-363.4,-44.6
61,2,-1,419.131,3,0,0,6,7,5.8,5,Inf,Inf,Inf,3595.6,3576.4,307.6,Inf,Inf,Inf,412.8,-415.4,-55.8
60,2,-1,441.5147,3,0,0,6,7.2,5.8,5,Inf,Inf,Inf,8164.2,8137.6,574.8,Inf,Inf,Inf,435.4,-438.2,-54
60,2,-1,446.0537,3,0,0,6,7.2,5.8,5.2,Inf,Inf,Inf,635.4,625.2,73.2,Inf,Inf,Inf,439.6,-442.6,-55.4
60,2,-1,503.7146,3,0,0,6,7.4,5.8,5.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,497.4,-500.2,-59.4
62,2,-1,Inf,3,0,0,6,7.6,5.8,5.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
63,2,-1,2041.4009,3,0,0,6,7.6,5.8,5.4,Inf,Inf,Inf,700,689.4,75.6,Inf,Inf,Inf,2035,-2032.2,-193.6
63,2,-1,2734.0481,3,0,0,6,7.8,5.8,5.6,Inf,Inf,Inf,9038.4,9005.4,686.2,Inf,Inf,Inf,2727.4,-2721.6,-260.6
62,2,-1,2216.4081,3,0,0,6,8,5.8,5.6,Inf,Inf,Inf,4741.6,4720.2,369,Inf,Inf,Inf,2209.8,-2207,-204
61,2,-1,6290.0121,3,0,0,6,8,5.8,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6283.2,-6266.2,-546.8
62,2,-1,1755.2596,3,0,0,6,8,5.8,5.8,Inf,Inf,Inf,641.4,630.4,72.8,Inf,Inf,Inf,1748.4,-1747.6,-163.8
