host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
36,3,0,15.7201,3,0,0,9.2,2.8,4.8,2.6,Inf,Inf,Inf,Inf,Inf,Inf,17.4,-12.6,-9.4,Inf,Inf,Inf
37,3,0,48.45,3,0,0,9.2,2.8,5.2,2.6,282.4,-272.6,30.4,Inf,Inf,Inf,54,-48.4,-2.2,Inf,Inf,Inf
37,3,0,74.6003,3,0,0,9.4,2.8,5.2,2.6,Inf,Inf,Inf,Inf,Inf,Inf,80.2,-74.6,-0.2,Inf,Inf,Inf
36,3,0,20817.1273,3,0,0,9.4,2.8,5.4,2.6,Inf,Inf,Inf,20814.2,-20815,297.6,84.6,-78.4,1.8,Inf,Inf,Inf
36,3,0,18168.1523,3,0,0,9.4,2.8,5.6,2.6,Inf,Inf,Inf,18165.2,-18160.6,523.8,172.2,-164.2,19.2,Inf,Inf,Inf
35,2,0,15737.9644,2,1,0,Null,2.8,5.8,2.6,Null,Null,Null,15735,-15730.6,481.4,174.6,-166.2,20,Inf,Inf,Inf
36,3,0,422.5167,3,1,0,9.4,2.8,6,2.6,16.4,-6.4,16.8,419.4,-421.8,24.6,560.2,553.4,-130.4,Inf,Inf,Inf
34,2,0,11536.1933,2,1,0,Null,2.6,6.2,2.6,Null,Null,Null,11533.4,-11534.4,203.4,430.2,429.6,-87.2,Inf,Inf,Inf
35,2,0,345.553,2,1,0,Null,2.8,6.2,2.6,Null,Null,Null,342.4,-344.8,22.8,152.2,-144,12.8,Inf,Inf,Inf
35,2,0,54.2929,2,1,0,Null,2.6,6.6,2.6,Null,Null,Null,Inf,Inf,Inf,43.8,48.4,-24.6,Inf,Inf,Inf
32,1,0,4036.8441,1,1,0,2.2,2.6,6.6,2.6,Inf,Inf,Inf,4034,-4035.2,115.2,127.4,130.4,-42.6,Inf,Inf,Inf
33,3,0,6691.1563,3,1,0,10,2.6,6.8,2.6,Inf,Inf,Inf,6688.4,-6690.4,100.6,1196.4,1180.2,-246.4,Inf,Inf,Inf
33,3,0,333.8374,3,1,0,10,2.6,7,2.6,Inf,Inf,Inf,336.4,333.8,5,241.6,242.2,-68.4,Inf,Inf,Inf
33,3,0,607.4642,3,1,0,10,2.6,7,2.4,Inf,Inf,Inf,604.6,-606.8,28.4,217,-207.2,23,Inf,Inf,Inf
31,3,0,42763.9687,3,1,0,10,2.6,7.2,2.4,Inf,Inf,Inf,42761.2,-42760,582.6,545.6,541,-126.2,Inf,Inf,Inf
31,1,0,137.8238,1,1,0,2,2.6,7.4,2.4,135.8,-133.2,35.4,182.6,180,9.8,1518.2,1500.8,-286.8,Inf,Inf,Inf
32,1,0,170.2597,1,1,0,2.2,2.6,7.4,2.4,Inf,Inf,Inf,172.6,170,9.4,289.4,290.8,-72.6,Inf,Inf,Inf
