host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
42,1,0,Inf,1,0,0,2.2,4.4,2.6,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
42,1,0,Inf,1,0,0,2.6,4.2,2.8,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
42,1,0,309.2342,1,0,0,2.6,4.2,2.8,Null,311.8,-309.2,4.6,20.8,16.4,10.2,Inf,Inf,Inf,Null,Null,Null
41,1,0,260.5354,1,0,0,2.4,4.2,3.2,Null,262.8,-260.4,8.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
43,1,0,490.8059,2,0,0,2.6,8,2.6,Null,493.4,-490.8,-2.4,9.2,-0.6,16.4,Inf,Inf,Inf,Null,Null,Null
43,1,0,73.343,1,0,0,2.4,4.2,2.6,Null,Inf,Inf,Inf,67.2,-71.2,17.6,Inf,Inf,Inf,Null,Null,Null
43,1,0,88.1056,1,0,0,2.2,4,2.6,Null,89.6,-87.2,12.6,158.4,-162.4,10.8,Inf,Inf,Inf,Null,Null,Null
43,1,0,107.0972,1,0,0,2.4,4,2.4,Null,Inf,Inf,Inf,102.4,-106.4,12.2,Inf,Inf,Inf,Null,Null,Null
42,1,0,78.1017,1,0,0,2.6,4,2.6,Null,Inf,Inf,Inf,72.8,-76.8,14.2,Inf,Inf,Inf,Null,Null,Null
42,1,0,128.5067,1,0,0,2.6,4,2.6,Null,Inf,Inf,Inf,124,-128,11.4,Inf,Inf,Inf,Null,Null,Null
42,1,0,577.0992,1,-1,0,2.6,3.8,2.6,Null,574.2,576.4,28.4,85.8,-89.6,11.4,Inf,Inf,Inf,Null,Null,Null
44,1,0,98.9068,1,-1,0,2.6,3.8,2.6,Null,Inf,Inf,Inf,94.6,-98.4,10,Inf,Inf,Inf,Null,Null,Null
44,1,0,521.5836,1,-1,0,2.6,3.8,2.6,4,518.8,521.2,20,60.2,-64,11.6,Inf,Inf,Inf,289.4,-292.2,-35.8
44,1,0,460.6003,1,-1,0,2.8,3.8,2.4,Null,457.6,460.2,19.2,82.6,-86.4,10.6,Inf,Inf,Inf,Null,Null,Null
42,1,0,307.8,Null,-1,0,2.8,Null,2.4,Null,Inf,Inf,Inf,Null,Null,Null,310.2,-307.8,0,Null,Null,Null
43,1,0,156.0156,1,-1,0,3,3.6,2.4,3.6,26.2,-23,9,93.8,-97.4,8,158.2,-155.8,-8.2,16.8,13,-11.4
42,1,0,13.159,1,-1,0,3,4.4,2.2,4.2,13,-9.6,9,312,-314,-20.2,Inf,Inf,Inf,637.2,-639.6,-57
42,1,0,290.8,Null,-1,0,Null,3.4,2.6,Null,Null,Null,Null,100.6,-104,6.6,293.4,-290.8,0,Null,Null,Null
43,1,0,Inf,1,-1,0,3.8,Null,2.6,3.8,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
43,1,0,416.6081,1,-1,0,3.8,3.2,2.6,3.6,Inf,Inf,Inf,214.2,-217.2,-6.4,419.2,-416.6,2.6,58.8,55,-13.6
43,2,0,181.7349,2,-1,0,5.8,3.2,2.2,Null,605.2,604.2,125.8,175.2,-178.2,-2.8,183.8,-181.6,-7,Null,Null,Null
41,2,0,64.4438,2,-1,0,6,3.2,2.6,Null,2399,2388.6,313.4,176.8,-180,-2,66.8,-64.2,-5.6,Null,Null,Null
41,1,0,40.3609,1,-1,0,3.8,3.2,2.8,Null,132,-127.6,20.4,344,-346.6,-16.4,43,-40.2,-3.6,Null,Null,Null
42,1,0,42.5967,1,-1,0,3.8,3.2,2.8,4.2,118,-113,23.6,721.6,-722.6,-53,45,-42.2,-5.8,72.8,68.4,-22.2
42,1,0,54.4683,1,-1,0,4.2,3.2,2.8,Null,Inf,Inf,Inf,311,-313.8,-12.6,57,-54.2,-5.4,Null,Null,Null
42,2,0,130.6882,2,-1,-1,7.8,3.2,3,3.4,19.4,-11.6,20.2,685.8,-687,-48.8,134,-130.6,4.8,30.4,26.4,-14
42,1,0,123.8026,Null,-1,-1,Null,3.2,3,Null,Null,Null,Null,534.2,-536,-33.8,127,-123.8,0.8,Null,Null,Null
40,2,0,338.0816,2,-1,-1,7.4,3.2,3,3.2,1430,-1419.4,-72.6,374.8,-377.6,-14.4,341.4,-337.2,24.4,15.4,10.8,-14
40,2,0,2475.8831,2,-1,-1,7.6,3.2,3.2,3.6,715.8,-707.2,-16.2,2478.4,2466.6,214.2,758.8,-750.8,79.4,76.6,-80.2,-11
40,2,0,989.434,2,-1,-1,8.6,3.2,3.2,3.4,1636.4,1639.6,148,986.4,-988.2,-49.4,Inf,Inf,Inf,27.4,23.6,-14.4
41,2,0,11919.2248,2,-1,-1,5.6,3.2,3.4,Null,47.4,53,4.6,11922,11896.8,730.8,1394,1383.6,-204,Null,Null,Null
39,2,0,113.2044,2,-1,-1,7.8,3.2,3.2,Null,343.4,-335.6,16.6,Inf,Inf,Inf,116.6,-113.2,1,Null,Null,Null
39,2,0,86.1571,2,-1,-1,6.6,3.2,3,3,88.8,94.6,-3,4664.2,4655.6,230.4,89,-86,-5.2,75,-78,-6.2
39,2,0,86.0095,2,-1,-1,8.4,3.2,Null,2.8,1386.4,-1377.8,-10.4,738,733.6,48.2,Null,Null,Null,83,-85.8,-6
40,2,0,42.4099,2,-1,-1,8.6,3.2,Null,2.8,1408.4,-1399.6,-12,16360.2,16349.2,516,Null,Null,Null,38.6,-41.4,-9.2
40,2,0,66.1613,2,-1,-1,8.6,3.2,Null,2.8,440.8,-432.2,22,Inf,Inf,Inf,Null,Null,Null,62.8,-65.6,-8.6
38,2,0,606.7125,2,-1,-1,8,3.2,4,2.8,278.8,-270.2,30.4,Inf,Inf,Inf,611.6,-601.2,81.6,Inf,Inf,Inf
39,2,0,Inf,2,-1,-1,8.6,3.2,Null,2.8,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
39,2,0,147.0165,3,-1,-1,9,3,2.8,2.8,Inf,Inf,Inf,Inf,Inf,Inf,150.8,-147,2.2,Inf,Inf,Inf
38,2,0,Inf,3,-1,-1,9,3,Null,2.8,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
37,2,0,125.3453,3,-1,-1,9,3,2.8,2.8,Inf,Inf,Inf,Inf,Inf,Inf,116.8,116.2,-47,Inf,Inf,Inf
37,3,0,21.7007,3,-1,-1,9.2,3,4.6,2.8,273.2,-263.6,27.4,Inf,Inf,Inf,25,-20.4,-7.4,Inf,Inf,Inf
38,3,0,1055.6194,3,-1,-1,9.2,3,4.8,2.8,Inf,Inf,Inf,1058.6,1055.6,-6.4,34.8,-30,-7,Inf,Inf,Inf
36,3,0,702.0164,3,-1,-1,9.2,2.8,2.8,2.8,Inf,Inf,Inf,704.8,702,4.8,443.6,-433,62.2,Inf,Inf,Inf
36,3,0,420.5189,3,-1,-1,9.4,2.8,5.2,2.8,Inf,Inf,Inf,423.2,420.4,10,126.8,-120,11,Inf,Inf,Inf
36,3,0,22527.3745,3,-1,-1,9.4,2.8,5.2,2.6,Inf,Inf,Inf,22524.4,-22525.2,313,68.2,-62.6,-2,Inf,Inf,Inf
35,3,0,545.0044,3,-1,-1,9.4,2.8,5.4,2.6,Inf,Inf,Inf,547.8,545,-2.2,80,-73.8,1.8,Inf,Inf,Inf
35,3,0,515.4066,3,-1,-1,9.4,2.8,5.8,2.6,Inf,Inf,Inf,518.2,515.4,-2.6,246.6,-236,38.2,Inf,Inf,Inf
36,3,0,15282.1616,3,-1,-1,9.4,2.8,5.8,2.6,Inf,Inf,Inf,15279.2,-15275,467.8,171,172.4,-50.2,Inf,Inf,Inf
34,2,0,104.3398,2,-1,-1,7.4,2.8,6,2.6,Inf,Inf,Inf,Inf,Inf,Inf,111.2,-104.2,5.4,Inf,Inf,Inf
34,1,0,369.342,1,-1,-1,2.2,2.8,6.2,2.6,Inf,Inf,Inf,366.2,-368.6,23.4,164.2,-155.8,16,Inf,Inf,Inf
35,2,0,322.5648,2,-1,-1,Null,2.8,6.4,2.6,Null,Null,Null,319.4,-321.8,22.2,72.8,76.8,-30.2,Inf,Inf,Inf
33,2,0,915.8026,2,-1,-1,Null,2.6,6.4,2.6,Null,Null,Null,918.4,915.8,2.2,194.4,196.6,-52,Inf,Inf,Inf
32,1,0,601.9855,1,-1,-1,2,2.6,6.6,2.6,Inf,Inf,Inf,Inf,Inf,Inf,593,587.2,-132.6,Inf,Inf,Inf
33,2,0,1306.6509,2,-1,-1,Null,2.6,6.8,2.6,Null,Null,Null,Inf,Inf,Inf,1297.6,1280.4,-260.6,Inf,Inf,Inf
31,1,0,4707.0663,1,-1,-1,2,2.6,7,2.6,Inf,Inf,Inf,4704.2,-4706.4,79.2,183.8,185.8,-55,Inf,Inf,Inf
30,2,0,293.9378,2,-1,-1,8.6,2.6,7.2,2.6,8.4,15.8,27.4,296.4,293.8,9,819.8,816.8,-142.4,Inf,Inf,Inf
29,1,0,32.6907,1,-1,-1,2.4,2.6,5.8,2.4,26,27.8,17.2,187.6,185,10,19.8,-14,-22.2,Inf,Inf,Inf
30,1,0,24.7693,1,-1,-1,2.4,2.6,Null,2.4,17.6,19.4,15.4,281,278.4,4.4,Null,Null,Null,Inf,Inf,Inf
29,2,0,66.7713,2,-1,-1,Null,2.6,7.6,2.4,Null,Null,Null,Inf,Inf,Inf,55.2,60.8,-27.6,Inf,Inf,Inf
29,2,0,228.8546,2,-1,-1,Null,2.6,7.6,2.4,Null,Null,Null,231.4,228.8,5,270.2,272,-69.2,Inf,Inf,Inf
27,2,0,175.6,2,-1,-1,Null,2.6,7.6,2.4,Null,Null,Null,Inf,Inf,Inf,183.6,-175.6,0,Inf,Inf,Inf
26,1,0,63.742,1,-1,-1,2.4,2.6,7.8,2.4,60,62,14.8,Inf,Inf,Inf,188.6,-178.6,16,Inf,Inf,Inf
26,1,0,194.9405,1,-1,-1,2,2.4,8,2.4,Inf,Inf,Inf,197.2,194.8,7.4,401,401.4,-92,Inf,Inf,Inf
27,1,0,58.9434,1,-1,-1,2.2,2.4,8.2,2.4,Inf,Inf,Inf,Inf,Inf,Inf,46.2,52.6,-26.6,Inf,Inf,Inf
26,1,0,348.1485,1,-1,-1,2.4,2.4,Null,2.4,345.2,346.6,32.8,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
26,Null,0,Inf,Null,-1,-1,Null,2.4,Null,2.4,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
25,1,0,95.4895,1,-1,-1,2,2.4,Null,2.4,96,-94,16.8,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
25,1,0,Inf,1,-1,-1,2.2,2.4,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
23,1,0,525.639,1,-1,-1,2.4,2.4,8.8,2.4,528,-525.6,6.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
22,1,0,Inf,1,-1,-1,2,2.4,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
22,1,0,249.3098,Null,-1,-1,2,Null,Null,2.2,250.8,-248.6,18.8,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
20,1,0,Inf,2,-1,-1,2.2,Null,9,2.2,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
21,1,0,Inf,2,-1,-1,2.2,Null,9,2.2,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
