host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
77,2,0,657.7711,3,0,0,7,6.4,6.6,5.8,7529.6,-7516.6,316.6,320.2,313.8,9,2261.2,-2249.6,-163,663.8,657.6,15
76,2,0,832.0917,3,0,0,7,6.4,6.6,5.8,699,705.8,-5.8,773,766.6,-1,36.6,-29.4,-17.8,838.2,831.6,28.6
77,2,0,367.8014,3,0,0,7,6.4,6.6,5.8,15044.4,-15025.4,613.6,672.6,666.2,0.8,32.2,-24.8,-18.2,373.6,367.8,-1
76,2,0,673.1627,3,0,0,7,6.4,6.6,5.8,Inf,Inf,Inf,639.8,633.4,0.2,33.6,-26.4,-17.6,679.2,673,14.8
76,2,0,625.5704,3,0,0,7,6.4,6.6,5.8,Inf,Inf,Inf,760.8,754.4,-0.6,455,461.4,4.6,631.6,625.4,14.6
78,2,0,643.3796,3,0,0,7,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,7898.2,-7877.6,-481.6,649.4,643.2,15.2
79,2,0,693.38,3,0,0,7,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,455.2,461.6,4.8,699.4,693.2,15.8
78,2,0,330.6581,3,0,0,7,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,3947.2,-3933,-256.2,336.2,330.6,-6.2
77,2,0,314.0573,3,0,0,7,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,531.2,537.6,7,319.6,314,-6
78,2,0,348.2419,3,0,0,7,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,515.2,521.6,6,353.8,348.2,-5.4
78,2,0,356.6323,3,0,0,7,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,362.2,356.6,-4.8
78,2,0,561.2437,3,0,0,7,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,488,494.4,5,567,561.2,7
77,2,0,320.2455,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,543.2,549.6,6.4,325.8,320.2,-5.4
79,2,0,336.0536,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,9910,-9893,-467.4,341.6,336,-6
78,2,0,379.4232,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,540,546.4,6.2,385,379.4,-4.2
79,2,0,807.318,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,364.2,370.8,0.8,813,807.2,13.8
79,2,0,592.2017,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,564,570.4,6.6,597.8,592.2,-1.4
79,2,0,15862.2443,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,567.2,573.6,7.4,15856,-15849.8,-628.2
79,2,0,13549.4062,3,0,0,6.8,6.6,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,441.8,448.4,-3.4,13543,-13537.2,-575
78,2,0,628.8267,3,0,0,6.8,6.6,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,495.2,501.8,-2.4,634.8,628.8,5.8
78,2,0,633.2003,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,4655.6,-4643.8,-235.4,639,633.2,-0.6
78,2,0,579.0068,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,10813.2,-10796,-494.2,584.8,579,-2.8
80,2,0,559.6036,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,553.2,559.6,-2,Inf,Inf,Inf
80,2,0,555.2029,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,548.8,555.2,-1.8,Inf,Inf,Inf
79,2,0,589.8027,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,583.4,589.8,-1.8,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
82,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,6.8,6.4,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,6.8,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,7,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.6,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,7,6.4,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.4,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,Null,6.4,6.6,5.8,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
82,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
81,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.8,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.6,6.4,6.6,5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.6,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.6,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.6,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
80,2,0,Inf,3,0,0,6.6,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,Inf,3,0,0,6.6,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,Inf,3,0,0,6.6,6.4,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,Inf,3,0,0,6.6,6.6,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.6,6.6,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,Inf,3,0,0,6.6,6.6,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,Inf,3,0,0,6.6,6.6,6.6,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
77,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,816.4001,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,809.8,-816.4,-0.4,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,821,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,814.4,-821,-0.2,Inf,Inf,Inf,Inf,Inf,Inf
78,2,0,816.4001,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,809.8,-816.4,-0.4,Inf,Inf,Inf,Inf,Inf,Inf
79,2,0,750.4,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,743.8,-750.4,0.2,Inf,Inf,Inf,Inf,Inf,Inf
76,2,0,10129.0663,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,10135.2,10121.8,383.6,Inf,Inf,Inf,Inf,Inf,Inf
76,2,0,8981.1793,3,0,0,6.6,6.6,Null,5.8,Inf,Inf,Inf,8987.4,8974.2,354,Null,Null,Null,Inf,Inf,Inf
77,2,0,359.7126,3,0,0,6.6,6.8,Null,5.8,Inf,Inf,Inf,352.8,-359.6,9,Null,Null,Null,Inf,Inf,Inf
77,2,0,368.31,3,0,0,6.6,6.8,Null,6,Inf,Inf,Inf,361.4,-368.2,9,Null,Null,Null,Inf,Inf,Inf
77,2,0,712.0495,3,0,0,6.6,6.8,Null,6,Inf,Inf,Inf,705.4,-712,-8.4,Null,Null,Null,Inf,Inf,Inf
76,2,0,614.6445,3,0,0,6.6,6.8,Null,6,Inf,Inf,Inf,608,-614.6,-7.4,Null,Null,Null,Inf,Inf,Inf
76,2,0,720.6666,3,0,0,6.4,6.8,Null,6,Inf,Inf,Inf,714,-720.6,-9.8,Null,Null,Null,Inf,Inf,Inf
76,2,0,657.0463,3,0,0,6.4,6.8,Null,6,Inf,Inf,Inf,650.4,-657,-7.8,Null,Null,Null,Inf,Inf,Inf
76,2,0,6257.5352,3,0,0,6.6,6.8,Null,6,Inf,Inf,Inf,6263.8,6248.4,338,Null,Null,Null,Inf,Inf,Inf
76,2,0,225.1417,3,-1,0,6.4,6.8,Null,6,231.2,-224.8,12.4,731.6,-738,-18.6,Null,Null,Null,Inf,Inf,Inf
76,2,0,215.1576,3,-1,0,6.4,6.8,Null,6,221.2,-214.8,12.4,798.6,-804.6,-29,Null,Null,Null,Inf,Inf,Inf
74,2,0,231.5598,3,-1,0,6.4,6.8,Null,6,237.8,-231.4,8.6,717.6,-724,-19,Null,Null,Null,Inf,Inf,Inf
74,2,0,231.967,3,-1,0,6.4,7,Null,6,238.2,-231.8,8.8,322.2,-329.2,1,Null,Null,Null,Inf,Inf,Inf
74,2,0,483.8041,3,-1,0,6.4,7,Null,6,490.2,-483.8,2,386.8,-393.8,-0.4,Null,Null,Null,Inf,Inf,Inf
75,2,0,238.9695,3,-1,0,6.4,7,Null,6,245.2,-238.8,9,829,-835,-33.4,Null,Null,Null,Inf,Inf,Inf
