"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.1726291734309,137.021401867162,-3.6728,27.6746,45.3851,-9.3482,0.1798,0.2352,1.0703
0.0999999999999091,35.1726291734309,137.021401867162,-3.5905,28.3923,45.351,-10.109,0.1794,0.2346,1.054
0.199999999999818,35.1726291734309,137.021401867162,-3.4798,25.062,44.9676,-10.2964,0.1826,0.2383,1.0927
0.299999999999955,35.1726291734309,137.021401867162,-3.5015,20.5359,44.7981,-10.2174,0.1797,0.2343,1.0619
0.399999999999864,35.1726291734309,137.021401867162,-3.5144,15.8119,44.7851,-11.1948,0.1741,0.2438,1.0687
0.5,35.1726291734309,137.021401867162,-3.4741,13.8558,44.7818,-12.6972,0.1777,0.2372,1.0433
0.599999999999909,35.1726291734309,137.021401867162,-3.5571,10.8912,44.7889,-13.6134,0.1768,0.2451,1.0784
0.699999999999818,35.1726291734309,137.021401867162,-3.5958,10.9923,44.7812,-15.0337,0.1796,0.2506,1.0782
0.799999999999955,35.1726291734309,137.021401867162,-3.579,14.9127,46.002,-18.0234,0.1672,0.258,1.0881
0.899999999999864,35.1727051216314,137.021502767552,-3.6061,17.9303,46.191,-19.8482,0.1693,0.2728,1.075
1,35.1727051216314,137.021502767552,-3.6478,22.5294,46.0132,-20.523,0.163,0.2797,1.0956
1.09999999999991,35.1727051216314,137.021502767552,-3.5151,25.1603,46.0026,-20.9533,0.1666,0.2821,1.0814
1.19999999999982,35.1727051216314,137.021502767552,-3.5072,25.9498,46.0067,-20.9622,0.1629,0.2845,1.0829
1.29999999999995,35.1727051216314,137.021502767552,-3.4889,25.3227,45.9903,-21.745,0.1639,0.2842,1.063
1.39999999999986,35.1727051216314,137.021502767552,-3.5137,25.1149,46.0166,-22.8358,0.1669,0.2808,1.0628
1.5,35.1727051216314,137.021502767552,-3.5578,25.9213,46.0534,-22.8194,0.1565,0.2912,1.0558
1.59999999999991,35.1727051216314,137.021502767552,-3.6225,27.1325,46.0248,-23.1571,0.1586,0.2834,1.0701
1.69999999999982,35.1727051216314,137.021502767552,-3.6703,27.8962,45.6433,-22.5194,0.1746,0.2788,1.0803
1.79999999999995,35.1727051216314,137.021502767552,-3.6776,28.5007,45.4447,-22.5151,0.1642,0.2828,1.0566
1.89999999999986,35.172799513815,137.021578712382,-3.6811,27.8019,45.4395,-22.6829,0.1683,0.2931,1.0734
2,35.172799513815,137.021578712382,-3.6656,26.8155,47.0371,-21.5005,0.1764,0.2814,1.0731
2.09999999999991,35.172799513815,137.021578712382,-3.6087,26.5968,47.8341,-20.4456,0.1697,0.2779,1.0341
