"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.296634652215,136.907419646897,1.1878,27.452,85.4111,78.8962,0.0968,0.0264,1.0632
0.0999999999999091,35.296634652215,136.907419646897,1.1079,26.0079,86.8607,79.4919,0.0995,0.0319,1.0184
0.199999999999818,35.2964350204535,136.907350215774,1.2178,23.003,86.7187,79.6918,0.1076,0.0254,1.0721
0.299999999999727,35.2964350204535,136.907350215774,1.3144,20.1679,86.128,79.8287,0.113,0.0144,1.1272
0.400000000000091,35.2964350204535,136.907350215774,1.243,17.1895,87.9199,79.8546,0.1184,0.012,1.1582
0.5,35.2964350204535,136.907350215774,1.2052,15.834,87.919,79.8195,0.0976,0.0218,1.0608
0.599999999999909,35.2964350204535,136.907350215774,1.1559,15.1475,87.8154,79.723,0.0992,0.021,1.0176
0.699999999999818,35.2964350204535,136.907350215774,1.2032,14.8399,87.3162,79.3524,0.097,0.0114,1.0368
0.799999999999727,35.2964350204535,136.907350215774,1.1763,14.4387,88.6502,80.0191,0.1073,0.0159,1.0524
0.900000000000091,35.2964350204535,136.907350215774,1.1965,13.9249,89.0203,80.1804,0.1026,0.0142,1.0496
1,35.2964350204535,136.907350215774,1.1873,13.5733,88.5317,80.1981,0.0982,0.0224,1.0589
1.09999999999991,35.2964350204535,136.907350215774,1.2105,13.3891,88.4204,80.747,0.1019,0.0221,1.0726
1.19999999999982,35.29622779407,136.907280784927,1.2242,13.3547,89.3693,80.9145,0.1052,0.0062,1.0935
1.29999999999973,35.29622779407,136.907280784927,1.2631,13.0019,89.6116,80.6363,0.0991,0.0079,1.1072
1.40000000000009,35.29622779407,136.907280784927,1.2658,12.7155,89.1467,80.9378,0.0985,0.0118,1.084
1.5,35.29622779407,136.907280784927,1.2675,12.6928,89.0189,81.0528,0.0929,0.0107,1.0499
1.59999999999991,35.29622779407,136.907280784927,1.3386,13.3131,90.4251,81.5163,0.0974,0.0096,1.0621
1.69999999999982,35.29622779407,136.907280784927,1.3346,13.0407,90.7772,81.2671,0.096,0.0058,1.0323
1.79999999999973,35.29622779407,136.907280784927,1.3121,12.9751,90.3357,81.6787,0.0973,0.0035,1.026
1.90000000000009,35.29622779407,136.907280784927,1.3544,12.9424,91.5934,81.787,0.0914,-0.0063,1.0709
2,35.29622779407,136.907280784927,1.3162,12.6366,91.9824,81.6726,0.0969,-0.0032,1.0689
2.09999999999991,35.29622779407,136.907280784927,1.3494,12.3727,91.5404,81.8452,0.0988,0.006,1.1045
2.19999999999982,35.2960151429566,136.907211354278,1.3359,11.9623,91.3965,81.7173,0.0924,-0.0013,1.0874
2.29999999999973,35.2960151429566,136.907211354278,1.3002,12.1877,92.327,81.5987,0.0921,-0.0121,1.057
