"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.1756355296041,137.020324381036,-2.2149,0.6453,75.342,61.7178,0.0272,-0.0152,1.0913
0.0999999999999091,35.1756355296041,137.020324381036,-2.2206,0.6535,75.4932,61.5925,0.0254,-0.0206,1.0907
0.199999999999818,35.1758058638301,137.020228897046,-2.2505,0.6473,75.9608,61.5846,0.0217,-0.0154,1.0827
0.299999999999955,35.1758058638301,137.020228897046,-2.3181,0.6273,75.9782,61.9264,0.0208,-0.017,1.0553
0.399999999999864,35.1758058638301,137.020228897046,-2.3163,0.651,75.5385,61.9005,0.0203,-0.0217,1.0539
0.5,35.1758058638301,137.020228897046,-2.3225,0.6467,74.2932,61.9497,0.024,-0.0228,1.0497
0.599999999999909,35.1758058638301,137.020228897046,-2.3363,0.6372,74.7943,62.2794,0.0208,-0.0192,1.0642
0.699999999999818,35.1758058638301,137.020228897046,-2.2985,0.6508,74.8052,62.3543,0.0272,-0.0207,1.0724
0.799999999999955,35.1758058638301,137.020228897046,-2.305,0.6291,74.9457,62.098,0.0242,-0.0139,1.0806
0.899999999999864,35.1758058638301,137.020228897046,-2.2842,0.6325,74.8656,61.6551,0.0212,-0.0128,1.0828
1,35.1758058638301,137.020228897046,-2.1377,0.7194,72.9698,60.4935,0.028,-0.0095,1.0919
1.09999999999991,35.1758058638301,137.020228897046,-2.1246,0.7004,72.9972,60.3776,0.0274,-0.0133,1.1113
1.19999999999982,35.1759718582975,137.020134498188,-2.167,0.6854,73.15,60.061,0.0253,-0.0143,1.0941
1.29999999999995,35.1759718582975,137.020134498188,-2.1885,0.6666,73.5937,59.2346,0.0173,-0.0034,1.0628
1.39999999999986,35.1759718582975,137.020134498188,-2.2365,0.6362,73.755,59.1747,0.0184,8e-04,1.0409
1.5,35.1759718582975,137.020134498188,-2.2379,0.6243,73.8223,59.0852,0.0211,0.0079,1.0566
1.59999999999991,35.1759718582975,137.020134498188,-2.1995,0.6516,72.4192,58.368,0.0288,0.0073,1.0926
1.69999999999982,35.1759718582975,137.020134498188,-2.1622,0.6618,72.4019,58.213,0.0254,0.0036,1.1248
1.79999999999995,35.1759718582975,137.020134498188,-2.1924,0.651,72.4048,58.1153,0.0219,0.0062,1.1048
1.89999999999986,35.1759718582975,137.020134498188,-2.2138,0.6358,72.5305,57.769,0.0165,0.0097,1.0705
2,35.1759718582975,137.020134498188,-2.1655,0.6494,72.9807,57.3937,0.0231,0.0102,1.0805
2.09999999999991,35.1759718582975,137.020134498188,-2.1495,0.6388,72.9956,57.3814,0.0214,0.0076,1.0761
2.19999999999982,35.1761356829255,137.02004226936,-2.1539,0.6403,72.7142,56.6603,0.0266,0.0107,1.0659
2.29999999999995,35.1761356829255,137.02004226936,-2.1458,0.631,71.8064,56.2983,0.0323,0.0215,1.084
2.39999999999986,35.1761356829255,137.02004226936,-2.2022,0.6193,71.8046,55.9006,0.0328,0.0172,1.0852
2.5,35.1761356829255,137.02004226936,-2.2523,0.6183,71.7878,55.3653,0.0265,0.014,1.0727
2.59999999999991,35.1761356829255,137.02004226936,-2.4826,0.4898,71.636,53.2892,0.024,0.0302,1.0666
2.69999999999982,35.1761356829255,137.02004226936,-2.4646,0.5087,71.2467,52.6571,0.0254,0.0315,1.077
2.79999999999995,35.1761356829255,137.02004226936,-2.4617,0.5119,69.8494,52.1348,0.0226,0.037,1.0918
2.89999999999986,35.1761356829255,137.02004226936,-2.4798,0.5032,69.8551,52.2151,0.0226,0.0301,1.1038
3,35.1761356829255,137.02004226936,-2.4945,0.5042,69.9799,52.1365,0.0186,0.0306,1.0736
3.09999999999991,35.1761356829255,137.02004226936,-2.5143,0.5042,70.4447,52.0084,0.0215,0.0438,1.073
3.19999999999982,35.1762940828486,137.019951125704,-2.4573,0.5278,70.437,51.8437,0.0197,0.0391,1.0669
3.29999999999995,35.1762940828486,137.019951125704,-2.493,0.5148,70.5791,52.0726,0.021,0.0347,1.0707
3.39999999999986,35.1762940828486,137.019951125704,-2.4967,0.52,71.0379,51.8636,0.0217,0.0377,1.0725
3.5,35.1762940828486,137.019951125704,-2.4841,0.5467,70.5398,51.6023,0.0199,0.0322,1.0709
3.59999999999991,35.1762940828486,137.019951125704,-2.5136,0.5454,68.7946,51.6075,0.0228,0.0365,1.076
3.69999999999982,35.1762940828486,137.019951125704,-2.4921,2.1107,69.2396,51.0494,0.0249,0.0331,1.085
3.79999999999995,35.1762940828486,137.019951125704,-2.5549,5.8162,69.2549,51.0721,0.0243,0.0393,1.0847
3.89999999999986,35.1762940828486,137.019951125704,-2.5515,8.9245,69.2616,51.1502,0.0306,0.0357,1.1009
4,35.1762940828486,137.019951125704,-2.5015,11.6396,69.2445,50.9447,0.028,0.0385,1.0926
4.09999999999991,35.1762940828486,137.019951125704,-2.4752,11.2146,69.3735,50.9753,0.0301,0.0472,1.0901
4.19999999999982,35.1764492278533,137.01985672724,-2.4427,12.2434,69.8465,51.0338,0.0315,0.0486,1.0918
4.29999999999995,35.1764492278533,137.01985672724,-2.5727,13.753,69.6382,52.9188,0.0322,0.0539,1.0746
4.39999999999986,35.1764492278533,137.01985672724,-2.4807,15.2614,68.1417,51.6642,0.0324,0.0469,1.0808
4.5,35.1764492278533,137.01985672724,-2.4641,15.3622,68.1356,52.4886,0.0352,0.0485,1.0767
4.59999999999991,35.1764492278533,137.01985672724,-2.4326,16.3558,68.0979,52.3591,0.0384,0.0399,1.0843
4.69999999999982,35.1764492278533,137.01985672724,-2.4187,18.415,68.0652,52.1426,0.0351,0.0394,1.0775
4.79999999999995,35.1764492278533,137.01985672724,-2.4041,21.1438,68.1909,52.4353,0.0399,0.0429,1.0894
4.89999999999986,35.1764492278533,137.01985672724,-2.3845,23.1841,68.6647,52.6781,0.0424,0.0397,1.0901
