"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.1749010314161,137.020792032884,-0.5863,1.4568,72.8407,57.7389,0.1228,0.045,1.0428
0.100000000000136,35.1749010314161,137.020792032884,-0.6507,0.9197,72.7422,57.7703,0.1204,0.0432,1.0364
0.200000000000045,35.1749010314161,137.020792032884,-0.6121,0.7597,72.2353,57.546,0.126,0.0374,1.0567
0.300000000000182,35.1749010314161,137.020792032884,-0.6294,0.7661,72.2768,58.4273,0.1288,0.0308,1.1006
0.400000000000091,35.1749010314161,137.020792032884,-0.5444,0.8064,72.2116,57.4525,0.129,0.026,1.1298
0.5,35.1749010314161,137.020792032884,-0.6329,0.7842,72.2094,57.3649,0.1186,0.0297,1.0753
0.600000000000136,35.1749010314161,137.020792032884,-0.6949,0.7701,72.4616,57.2909,0.1011,0.0222,0.9829
0.700000000000045,35.1750637707236,137.020705229435,-0.7081,0.7684,73.7395,57.72,0.1098,0.0436,0.9395
0.800000000000182,35.1750637707236,137.020705229435,-0.6576,0.7899,72.2143,57.7535,0.0993,0.0395,0.9638
0.900000000000091,35.1750637707236,137.020705229435,-0.5237,0.9069,72.3385,57.1838,0.1126,0.0425,1.0708
1,35.1750637707236,137.020705229435,-0.4039,0.9812,73.3494,57.0053,0.1374,0.018,1.2325
1.10000000000014,35.1750637707236,137.020705229435,-0.4917,1.0475,73.3884,57.4568,0.1326,0.0181,1.2979
1.20000000000005,35.1750637707236,137.020705229435,-0.6257,0.979,73.3762,57.2725,0.1274,0.0207,1.2208
1.30000000000018,35.1750637707236,137.020705229435,-0.6893,1.051,73.358,56.9527,0.0876,0.0311,1.0298
1.40000000000009,35.1750637707236,137.020705229435,-0.7019,0.8495,73.3548,56.8924,0.0948,0.0454,0.9003
1.5,35.1750637707236,137.020705229435,-0.6918,0.7818,73.5147,57.8802,0.0901,0.0427,0.9116
1.60000000000014,35.1750637707236,137.020705229435,-0.5305,0.8466,73.859,56.8818,0.0964,0.0362,0.9899
1.70000000000005,35.1752275948977,137.020615171021,-0.468,0.861,73.3512,56.8935,0.1027,0.0303,1.0651
1.80000000000018,35.1752275948977,137.020615171021,-0.4583,0.8567,73.3644,56.934,0.1079,0.024,1.1442
1.90000000000009,35.1752275948977,137.020615171021,-0.4536,0.8585,73.3525,56.8282,0.11,0.0266,1.1444
2,35.1752275948977,137.020615171021,-0.5044,0.8304,73.3531,56.755,0.1012,0.0241,1.1085
2.10000000000014,35.1752275948977,137.020615171021,-0.4995,0.829,73.3377,56.3792,0.0999,0.0268,1.0605
2.20000000000005,35.1752275948977,137.020615171021,-0.488,0.8407,73.3324,56.3442,0.0971,0.0295,1.0447
2.30000000000018,35.1752275948977,137.020615171021,-0.4841,0.839,73.3313,56.3053,0.0971,0.0347,1.0709
2.40000000000009,35.1752275948977,137.020615171021,-0.4564,0.8378,73.3327,56.3185,0.0966,0.033,1.0719
2.5,35.1752275948977,137.020615171021,-0.4107,0.8349,73.3347,56.5408,0.0928,0.0382,1.0738
2.60000000000014,35.1752275948977,137.020615171021,-0.4553,0.8165,73.3395,56.7968,0.0957,0.0262,1.0631
2.70000000000005,35.1753914195791,137.020525112143,-0.4741,0.8018,73.3334,56.9753,0.0899,0.0272,1.0631
2.80000000000018,35.1753914195791,137.020525112143,-0.5139,0.7963,73.3324,57.5978,0.0922,0.0252,1.0482
2.90000000000009,35.1753914195791,137.020525112143,-0.5377,0.7991,73.325,57.7499,0.094,0.0299,1.0726
3,35.1753914195791,137.020525112143,-0.5754,0.7888,73.3366,58.0375,0.0936,0.0222,1.0725
3.10000000000014,35.1753914195791,137.020525112143,-0.5904,0.799,73.3332,57.9847,0.0934,0.0172,1.0799
3.20000000000005,35.1753914195791,137.020525112143,-0.5911,0.7936,73.3336,58.1109,0.0936,0.0202,1.0778
3.30000000000018,35.1753914195791,137.020525112143,-0.6097,1.0253,73.2693,58.4288,0.0923,0.0256,1.0824
3.40000000000009,35.1753914195791,137.020525112143,-0.5937,2.4979,72.819,58.4263,0.093,0.0234,1.0589
3.5,35.1753914195791,137.020525112143,-0.5935,4.3935,73.3313,58.4359,0.0916,0.0157,1.0545
3.60000000000014,35.1753914195791,137.020525112143,-0.5983,7.0548,73.3471,58.6574,0.0936,0.0195,1.0577
3.70000000000005,35.1755552441807,137.02043179834,-0.559,7.8311,73.3262,58.5442,0.1002,0.014,1.0726
3.80000000000018,35.1755552441807,137.02043179834,-0.6062,8.0653,73.2659,58.7049,0.0984,0.0135,1.0739
3.90000000000009,35.1755552441807,137.02043179834,-0.6653,8.2851,72.7629,58.8375,0.0995,0.0174,1.0573
4,35.1755552441807,137.02043179834,-0.6568,8.3648,72.7547,58.7181,0.0969,0.0185,1.0611
4.10000000000014,35.1755552441807,137.02043179834,-0.6008,8.7634,72.7514,58.7656,0.1025,0.0241,1.0747
4.20000000000005,35.1755552441807,137.02043179834,-0.5452,9.1954,72.7556,58.9338,0.1006,0.0149,1.0606
4.30000000000018,35.1755552441807,137.02043179834,-0.4976,9.8088,72.7595,59.1446,0.1033,0.0097,1.075
4.40000000000009,35.1755552441807,137.02043179834,-0.4453,9.6843,72.7572,59.1963,0.1038,0.0044,1.0914
4.5,35.1755552441807,137.02043179834,-0.4644,6.3948,73.0178,58.9793,0.1017,0.0065,1.1005
4.60000000000014,35.1755552441807,137.02043179834,-0.4654,4.3539,75.1423,58.9141,0.0994,0.0066,1.0697
4.70000000000005,35.175717983836,137.020338484576,-0.4502,3.7477,74.8656,58.6703,0.0979,0.0097,1.0524
4.80000000000018,35.175717983836,137.020338484576,-0.4715,3.874,73.0145,58.8157,0.0995,0.0108,1.065
4.90000000000009,35.175717983836,137.020338484576,-0.4804,7.2061,75.1325,58.5076,0.0997,0.0097,1.0633
5,35.175717983836,137.020338484576,-0.4823,8.9649,75.1221,58.24,0.0959,0.0099,1.0517
5.10000000000014,35.175717983836,137.020338484576,-0.4855,10.002,75.1352,58.0881,0.1008,0.0122,1.0866
5.20000000000005,35.175717983836,137.020338484576,-0.4482,11.2093,75.1243,57.1841,0.1002,0.0167,1.0792
5.30000000000018,35.175717983836,137.020338484576,-0.4462,12.4923,75.1446,57.0219,0.1012,0.0105,1.0694
5.40000000000009,35.175717983836,137.020338484576,-0.4976,13.615,75.156,57.0886,0.0982,0.0201,1.0651
5.5,35.175717983836,137.020338484576,-0.5286,13.7645,75.1687,57.1327,0.101,0.0199,1.0568
5.60000000000014,35.175717983836,137.020338484576,-0.5679,12.1357,75.1635,57.1589,0.0965,0.0252,1.0518
5.70000000000005,35.1758818083843,137.020243000822,-0.5927,10.4289,75.0739,56.7743,0.0996,0.0309,1.0539
5.80000000000018,35.1758818083843,137.020243000822,-0.6103,9.2862,74.5328,56.7308,0.0946,0.0311,1.051
5.90000000000009,35.1758818083843,137.020243000822,-0.5901,6.2676,74.5268,56.6452,0.1027,0.0341,1.0781
6,35.1758818083843,137.020243000822,-0.595,4.1725,74.5298,56.6632,0.1003,0.0288,1.0722
6.10000000000014,35.1758818083843,137.020243000822,-0.6383,3.2046,74.5325,56.6337,0.1042,0.0287,1.0848
6.20000000000005,35.1758818083843,137.020243000822,-0.5783,2.6425,74.518,56.476,0.1137,0.0248,1.0765
6.30000000000018,35.1758818083843,137.020243000822,-0.5934,2.3031,74.5389,56.7777,0.1088,0.0273,1.0862
6.40000000000009,35.1758818083843,137.020243000822,-0.5963,1.7406,74.5329,56.5398,0.1084,0.0277,1.0858
6.5,35.1758818083843,137.020243000822,-0.5925,1.1157,74.5218,56.323,0.1033,0.026,1.0559
6.60000000000014,35.1758818083843,137.020243000822,-0.6462,0.8099,74.5437,56.5612,0.1022,0.0231,1.0572
6.70000000000005,35.1760445479068,137.020144262183,-0.6443,0.8218,74.4701,56.2457,0.1001,0.0248,1.0387
6.80000000000018,35.1760445479068,137.020144262183,-0.6237,0.8386,73.982,56.1596,0.1065,0.0261,1.0723
6.90000000000009,35.1760445479068,137.020144262183,-0.5893,0.8324,74.4918,56.2896,0.0994,0.0219,1.0869
7,35.1760445479068,137.020144262183,-0.5718,0.8475,73.9507,56.3573,0.0987,0.0203,1.0886
7.10000000000014,35.1760445479068,137.020144262183,-0.4565,0.9025,74.0554,57.6115,0.0969,0.0249,1.0757
7.20000000000005,35.1760445479068,137.020144262183,-0.3588,0.9464,74.1615,58.7605,0.0919,0.027,1.0761
7.30000000000018,35.1760445479068,137.020144262183,-0.3575,0.9581,74.1762,59.2101,0.0915,0.028,1.0683
7.40000000000009,35.1760445479068,137.020144262183,-0.3296,0.9503,74.1544,59.0152,0.0827,0.0231,1.0651
7.5,35.1760445479068,137.020144262183,-0.3428,0.9484,74.1598,59.1183,0.0778,0.0206,1.0706
7.60000000000014,35.1760445479068,137.020144262183,-0.3229,0.9535,74.1699,59.3057,0.0739,0.0201,1.0744
7.70000000000005,35.1762083728561,137.020044438065,-0.3057,0.9563,74.192,59.1016,0.0706,0.0182,1.0513
7.80000000000018,35.1762083728561,137.020044438065,-0.3565,0.924,74.7563,59.0977,0.0604,0.028,1.0605
7.90000000000009,35.1762083728561,137.020044438065,-0.3168,0.9335,74.754,59.0495,0.0673,0.0242,1.0722
8,35.1762083728561,137.020044438065,-0.2754,0.9471,74.7422,58.8663,0.0671,0.0195,1.1075
8.10000000000014,35.1762083728561,137.020044438065,-0.2711,0.9299,74.7555,58.9671,0.064,0.0149,1.078
8.20000000000005,35.1762083728561,137.020044438065,-0.2719,0.9212,74.788,58.9758,0.0624,0.022,1.0686
8.30000000000018,35.1762083728561,137.020044438065,-0.3124,0.9045,75.3557,59.1703,0.056,0.0214,1.0526
8.40000000000009,35.1762083728561,137.020044438065,-0.3389,0.9172,75.1809,59.1724,0.0623,0.0245,1.0654
8.5,35.1762083728561,137.020044438065,-0.4108,0.9064,72.9788,59.0159,0.0623,0.0162,1.0664
8.60000000000014,35.1762083728561,137.020044438065,-0.549,0.8282,73.0783,60.3169,0.0617,0.025,1.0572
