"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.1495193187263,137.000791428856,-0.4121,1.0341,62.2123,63.7438,0.0418,-0.0318,1.0223
0.0999999999999091,35.1495193187263,137.000791428856,-0.4043,1.039,61.9008,63.686,0.0424,-0.0332,1.0408
0.200000000000273,35.1495193187263,137.000791428856,-0.3998,1.0408,61.6088,63.3072,0.0445,-0.0381,1.0358
0.300000000000182,35.1495193187263,137.000791428856,-0.3511,1.0561,61.6212,63.166,0.0478,-0.0348,1.0724
0.400000000000091,35.1495193187263,137.000791428856,-0.3726,1.045,61.6284,63.1757,0.0507,-0.0381,1.0723
0.5,35.1495193187263,137.000791428856,-0.3194,1.0677,61.3036,62.8025,0.0497,-0.037,1.1082
0.599999999999909,35.1495193187263,137.000791428856,-0.3782,1.0543,61.0243,62.7076,0.0268,-0.0179,1.0042
0.700000000000273,35.1495193187263,137.000791428856,-0.3455,1.0599,61.3343,62.6481,0.0441,-0.0287,0.9637
0.800000000000182,35.1495193187263,137.000791428856,-0.4019,1.0275,61.2877,62.1754,0.0561,-0.0209,0.9593
0.900000000000091,35.1496603634144,137.000859777177,-0.3414,1.0483,61.0085,61.9199,0.0529,-0.0336,1.0338
1,35.1496603634144,137.000859777177,-0.3268,1.0529,61.9449,61.9222,0.0518,-0.0327,1.0717
1.09999999999991,35.1496603634144,137.000859777177,-0.2908,1.073,62.7968,61.8836,0.0446,-0.0421,1.0967
1.20000000000027,35.1496603634144,137.000859777177,-0.3435,1.0494,62.4814,61.8613,0.0491,-0.0303,1.0795
1.30000000000018,35.1496603634144,137.000859777177,-0.3594,1.0378,62.199,61.9823,0.0472,-0.0242,1.0712
1.40000000000009,35.1496603634144,137.000859777177,-0.3774,1.026,62.1927,61.7643,0.0441,-0.0239,1.0194
1.5,35.1496603634144,137.000859777177,-0.3679,1.0379,62.1965,61.7077,0.0456,-0.0209,1.026
1.59999999999991,35.1496603634144,137.000859777177,-0.3463,1.0428,62.2048,61.8232,0.0516,-0.0232,1.0145
1.70000000000027,35.1496603634144,137.000859777177,-0.3658,1.0349,62.1893,61.617,0.0498,-0.0177,1.0254
1.80000000000018,35.1496603634144,137.000859777177,-0.3555,1.0443,63.1172,61.5096,0.0559,-0.0224,1.0471
1.90000000000009,35.1498035779951,137.000928125418,-0.3515,1.047,63.9997,61.3877,0.0501,-0.0206,1.0579
2,35.1498035779951,137.000928125418,-0.332,1.0452,63.6932,61.4384,0.0508,-0.0278,1.0701
2.09999999999991,35.1498035779951,137.000928125418,-0.3759,1.0292,63.4072,61.493,0.0454,-0.022,1.051
2.20000000000027,35.1498035779951,137.000928125418,-0.3683,1.0252,63.4065,61.4057,0.046,-0.0183,1.0243
2.30000000000018,35.1498035779951,137.000928125418,-0.3717,1.0271,63.4157,61.6173,0.0494,-0.0233,1.0221
