host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
43,3,0,30.6105,3,0,0,9.2,2.8,5.2,2.6,Inf,Inf,Inf,Inf,Inf,Inf,34.8,-29.6,-7.8,Inf,Inf,Inf
41,3,0,794.4734,3,0,0,9.2,2.8,5.4,2.6,Inf,Inf,Inf,Inf,Inf,Inf,801.4,-784.8,123.6,Inf,Inf,Inf
42,2,0,244.0934,2,0,0,8.4,2.8,5.6,2.6,6.6,13.8,39.4,Inf,Inf,Inf,251.4,-241.6,34.8,Inf,Inf,Inf
41,3,0,815.485,3,0,0,9.2,2.8,5.8,2.6,Inf,Inf,Inf,Inf,Inf,Inf,807.4,796,-177.2,Inf,Inf,Inf
41,3,0,1053.8151,3,0,0,9.4,2.8,5.8,2.6,78.6,-69,19,1050.8,-1053.2,36,317,316,-77.2,Inf,Inf,Inf
40,3,0,165.5432,3,0,0,9.4,2.8,6,2.6,Inf,Inf,Inf,Inf,Inf,Inf,172.6,-165,13.4,Inf,Inf,Inf
39,3,0,55.4693,3,0,0,9.4,2.8,6.2,2.6,Inf,Inf,Inf,Inf,Inf,Inf,61.2,-55,-7.2,Inf,Inf,Inf
40,3,0,6334.2464,3,0,0,9.4,2.8,6.4,2.4,Inf,Inf,Inf,6331.2,-6332.2,161,175.2,-167,12.6,Inf,Inf,Inf
38,2,0,8275.2215,2,0,0,7.4,2.6,6.6,2.4,Inf,Inf,Inf,8272.4,-8274.4,116.6,175,177.8,-49.8,Inf,Inf,Inf
39,1,0,1246.2909,1,0,0,2,2.6,6.8,2.4,Inf,Inf,Inf,Inf,Inf,Inf,1237,1221,-249.8,Inf,Inf,Inf
37,3,0,907.4006,3,0,0,9.8,2.6,7,2.4,Inf,Inf,Inf,910,907.4,-1,263,264,-69.2,Inf,Inf,Inf
37,2,0,47446.3669,2,0,0,7.4,2.6,7,2.4,Inf,Inf,Inf,47443.6,-47442.2,628.8,1047.2,1038.6,-193.4,Inf,Inf,Inf
38,2,0,40514.1706,2,0,0,7.6,2.6,7.4,2.4,Inf,Inf,Inf,40511.4,-40510.2,567.2,125.6,129.2,-44,Inf,Inf,Inf
36,1,0,515.0188,1,0,0,2,2.6,7.4,2.4,Inf,Inf,Inf,517.6,515,4.4,37.6,-30.2,-9.6,Inf,Inf,Inf
37,2,0,151.8911,2,0,0,8.2,2.6,7.6,2.4,19.4,26.8,25.4,154.2,151.6,9.4,401,401,-92.4,Inf,Inf,Inf
35,2,0,215.557,2,0,0,8.4,2.6,7.8,2.4,8.6,15.8,23,Inf,Inf,Inf,224.6,-215.2,12.4,Inf,Inf,Inf
36,2,0,701.9884,2,0,0,Null,2.6,8,2.4,Null,Null,Null,Inf,Inf,Inf,691.2,687.6,-141.4,Inf,Inf,Inf
36,1,0,41.2044,1,0,0,1.8,2.6,8.2,2.4,Inf,Inf,Inf,Inf,Inf,Inf,26.6,32.6,-25.2,Inf,Inf,Inf
34,1,0,451.7749,1,0,0,2,2.6,Null,2.4,Inf,Inf,Inf,449,-451.4,18.4,Null,Null,Null,Inf,Inf,Inf
35,1,0,Inf,1,0,0,1.8,2.6,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
35,1,0,Inf,1,0,0,1.8,2.6,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
33,1,0,30.5241,1,0,0,1.8,2.6,9,2.4,Inf,Inf,Inf,Inf,Inf,Inf,29,-19.6,-23.4,Inf,Inf,Inf
33,1,0,Inf,2,0,0,1.8,Null,9,2.4,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
32,1,0,Inf,2,0,0,1.8,Null,9,2.4,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
32,1,0,44.6542,1,0,0,2,2.6,Null,2.4,44.2,-42.2,14.6,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
33,Null,0,Inf,Null,0,0,Null,Null,Null,2.4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
31,Null,0,Inf,Null,0,0,Null,Null,Null,2.4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
32,2,0,Inf,2,0,0,Null,2.6,9,2.4,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
32,1,0,Inf,2,0,0,1.8,Null,9,2.4,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
30,1,0,Inf,1,0,0,1.8,2.6,9,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
30,1,0,Inf,1,0,0,1.6,2.6,9,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
30,1,0,127.1865,1,0,0,2,2.6,9,2.4,124.8,126.6,12.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
29,1,0,Inf,1,0,0,1.8,2.6,9.2,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
29,1,0,Inf,1,0,0,1.6,2.6,9.2,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
29,1,0,Inf,1,0,0,1.6,2.6,9.2,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
28,1,0,Inf,1,0,0,1.6,2.6,9.4,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
28,1,0,Inf,1,0,0,1.6,2.6,9.4,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
29,1,0,Inf,1,0,0,1.6,2.4,Null,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
29,1,0,312.3235,Null,0,0,1.6,2,Null,2.2,Inf,Inf,Inf,313.8,311.4,24,Null,Null,Null,Inf,Inf,Inf
29,1,0,152.9974,1,0,0,1.6,2.4,Null,2.2,Inf,Inf,Inf,154.8,152.2,15.6,Null,Null,Null,Inf,Inf,Inf
