host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
44,1,0,91.5734,1,0,0,2.8,3.6,2.8,Null,Inf,Inf,Inf,87,-90.2,15.8,Inf,Inf,Inf,Null,Null,Null
44,1,0,260.4664,1,0,0,3,3.4,3,Null,Inf,Inf,Inf,24.2,-27.6,19,256.8,259,-27.6,Null,Null,Null
44,1,0,93.0174,1,0,0,3,3.6,3,Null,Inf,Inf,Inf,88.6,-91.8,15,Inf,Inf,Inf,Null,Null,Null
45,1,0,2590.8456,1,0,0,3.2,3.4,2.8,Null,Inf,Inf,Inf,Inf,Inf,Inf,2587.8,2589.8,-73.6,Null,Null,Null
44,1,0,74.3712,1,0,0,3.2,3.2,2.8,Null,76.2,-72.6,13.4,42.2,-45.4,15.8,76.6,-73.8,-9.2,Null,Null,Null
45,1,0,Inf,Null,0,0,3.8,Null,2.6,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
45,1,0,160.4151,Null,0,0,Null,Null,2.8,Null,Null,Null,Null,Null,Null,Null,163.2,-160.4,-2.2,Null,Null,Null
43,1,0,290.6,Null,0,0,4,Null,2.8,Null,Inf,Inf,Inf,Null,Null,Null,293.4,-290.6,0,Null,Null,Null
42,1,0,50.69,1,0,0,4.2,3.6,2.4,6.8,Inf,Inf,Inf,86.8,-90.2,11.8,51.8,-49.2,-12.2,27.6,20.8,-34.2
44,1,0,90.5671,1,0,0,4.2,3.6,3,Null,Inf,Inf,Inf,86,-89.6,13.2,Inf,Inf,Inf,Null,Null,Null
43,1,0,5078.714,2,0,0,4.4,3.6,3,3.2,134.4,138.8,13.4,278.6,271.8,61,Inf,Inf,Inf,5081.6,5077.2,-124
43,1,0,62.0638,Null,0,0,4.4,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,58,60.6,-13.4,Null,Null,Null
44,1,0,162.006,1,0,0,4,2.8,3,Null,71.8,-67,18,159.2,-162,1.4,144.6,147.2,-18,Null,Null,Null
44,1,0,157.4154,1,0,0,4.2,2.8,3,Null,405.8,409.4,-17.8,154.6,-157.4,2.2,Inf,Inf,Inf,Null,Null,Null
42,1,0,124.8707,1,0,0,4.4,2.8,3.2,Null,285.8,289.8,-10.8,122,-124.8,4.2,137.4,139.4,-25,Null,Null,Null
42,1,0,216.0579,1,0,0,4.6,2.6,3.2,Null,Inf,Inf,Inf,213.6,-216,-5,Inf,Inf,Inf,Null,Null,Null
42,1,0,680.2814,1,0,0,4.8,2.6,3.2,Null,48.2,53,7,678,-678.6,-47.8,86.6,-83.2,-1,Null,Null,Null
42,2,0,748.7526,2,0,0,7.6,2.6,3.4,Null,65.2,-57.6,30,746.4,-747,-51.2,Inf,Inf,Inf,Null,Null,Null
43,2,0,283.1495,2,0,0,8.6,2.6,3.4,Null,11013.2,10975.8,1024.4,280.6,-283,-9.2,435.8,-430.4,36.2,Null,Null,Null
