時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.880812, 0.054805, 2.467915, 0.170700, -0.002665, 0.007639, 0.057519,
0.100000, 18.446429, 1.109347, 49.305742, 2.132062, -0.064430, 0.147672, 1.151306,
0.200000, 19.042539, 1.088456, 48.999947, 1.506037, -0.085361, 0.162788, 1.116678,
0.300000, 19.307573, 1.100596, 49.296204, 1.399909, -0.099624, 0.173827, 1.127408,
0.400000, 20.084067, 1.094489, 48.394961, 1.355267, -0.104719, 0.168318, 1.117392,
0.500000, 21.329511, 1.101954, 47.516920, 1.140069, -0.114167, 0.147299, 1.125725,
0.600000, 20.559897, 1.128576, 47.807579, 0.790940, -0.118766, 0.154610, 1.115662,
0.700000, 18.871675, 1.102406, 46.910717, -0.186098, -0.118280, 0.158719, 1.147265,
0.800000, 18.069650, 1.087755, 46.020653, -1.077237, -0.121459, 0.169796, 1.128420,
0.900000, 16.526290, 1.082743, 46.337341, -1.636472, -0.116320, 0.168475, 1.141784,
1.000000, 15.074885, 1.097587, 46.036163, -1.629309, -0.116769, 0.149320, 1.096988,
1.100000, 14.969145, 1.121355, 45.435705, -1.658601, -0.105823, 0.154549, 1.133001,
1.200000, 13.858615, 1.046066, 45.730418, -1.831583, -0.103817, 0.150995, 1.085749,
1.300000, 13.796045, 1.067817, 45.138058, -2.144993, -0.101105, 0.141977, 1.113308,
1.400000, 12.926641, 1.080689, 44.554935, -2.247383, -0.092444, 0.169169, 1.111547,
1.500000, 11.718974, 1.055448, 44.839274, -2.376034, -0.088942, 0.153902, 1.116533,
1.600000, 14.287653, 1.100687, 45.142924, -2.932383, -0.061449, 0.159062, 1.141570,
1.700000, 15.864342, 1.099293, 44.261147, -5.238748, -0.059022, 0.147611, 1.148987,
1.800000, 17.076554, 1.007526, 43.453076, -7.941994, -0.068616, 0.177203, 1.138253,
1.900000, 17.622964, 1.043438, 43.685948, -10.994052, -0.079188, 0.200641, 1.131688,
2.000000, 17.941425, 1.027929, 43.070715, -12.596868, -0.086407, 0.188981, 1.082416,
2.100000, 18.333633, 1.000264, 42.516242, -12.515777, -0.095625, 0.201190, 1.065300,
2.200000, 19.581855, 1.023953, 42.825492, -12.406104, -0.094876, 0.178143, 1.127500,
2.300000, 19.527618, 1.065990, 42.194972, -13.005993, -0.093924, 0.170269, 1.099243,
2.400000, 16.363677, 1.047153, 41.611769, -12.723518, -0.107512, 0.164873, 1.131589,
2.500000, 14.429085, 1.072963, 41.886535, -13.032702, -0.106334, 0.150492, 1.171575,
2.600000, 13.635389, 0.912568, 41.131430, -11.494660, -0.090835, 0.136328, 1.116100,
2.700000, 15.488458, 0.997862, 40.443111, -12.128460, -0.096489, 0.151667, 1.094364,
2.800000, 15.959948, 1.011915, 41.014938, -12.114081, -0.096322, 0.130123, 1.063351,
2.900000, 16.601640, 0.966747, 40.501325, -9.562438, -0.092830, 0.157019, 1.093722,
3.000000, 16.046417, 1.010204, 39.898862, -7.566722, -0.093531, 0.123174, 1.064473,
3.100000, 11.894419, 0.937289, 39.367769, -3.116839, -0.085076, 0.139367, 1.076985,
3.200000, 11.293589, 0.958315, 38.734199, 2.213591, -0.079676, 0.122987, 1.096056,
3.300000, 13.144808, 0.990734, 38.954692, 4.542143, -0.044857, 0.093142, 1.093939,
3.400000, 15.404921, 0.975732, 39.271280, 5.245630, -0.042964, 0.089554, 1.054952,
3.500000, 16.946833, 1.041135, 38.311687, 4.502612, -0.046351, 0.080180, 1.112705,
3.600000, 17.210206, 1.022053, 37.426851, 6.540776, -0.061177, 0.065166, 1.065750,
3.700000, 17.273682, 1.005217, 37.695062, 7.191509, -0.075150, 0.081076, 1.070034,
3.800000, 16.904820, 1.060831, 38.004391, 7.509414, -0.093695, 0.075555, 1.081208,
3.900000, 17.038702, 1.042167, 37.392563, 9.022137, -0.094008, 0.078142, 1.070019,
4.000000, 17.990141, 1.064205, 36.460328, 11.082198, -0.089508, 0.074190, 1.084121,
4.100000, 17.181671, 0.986908, 36.845631, 13.978393, -0.085724, 0.068704, 1.060275,
4.200000, 16.105492, 1.026745, 36.214216, 14.072145, -0.091913, 0.071350, 1.089892,
4.300000, 18.067617, 1.095892, 35.571971, 13.844483, -0.086345, 0.058895, 1.108943,
4.400000, 19.224640, 1.039330, 35.873091, 14.656834, -0.092417, 0.049256, 1.085749,
4.500000, 19.751873, 1.060502, 36.172008, 16.534356, -0.098139, 0.071031, 1.094032,
4.600000, 19.898521, 1.034908, 35.296896, 18.749536, -0.100022, 0.062221, 1.096093,
4.700000, 20.595383, 1.033810, 34.385324, 20.174991, -0.098617, 0.035074, 1.100220,
4.800000, 21.253406, 1.049444, 34.971826, 20.648183, -0.103294, 0.050889, 1.092693,
4.900000, 20.893633, 0.996618, 34.208416, 22.948239, -0.105667, 0.051211, 1.076234,
5.000000, 20.597175, 1.008630, 33.245085, 23.309153, -0.110661, 0.017032, 1.082602,
5.100000, 20.883690, 1.063884, 33.804689, 23.392958, -0.121361, 0.057361, 1.072964,
5.200000, 21.329285, 1.039995, 33.233735, 23.055236, -0.118467, 0.040528, 1.112331,
5.300000, 20.735028, 1.093719, 32.597087, 20.835381, -0.119855, 0.036311, 1.097830,
5.400000, 21.343683, 1.050155, 32.903175, 18.547721, -0.117381, 0.059693, 1.073119,
5.500000, 20.147923, 1.054582, 32.322630, 17.390010, -0.128725, 0.053442, 1.060081,
5.600000, 20.634615, 1.029407, 32.054676, 17.476044, -0.123510, 0.050427, 1.085222,
5.700000, 21.680906, 1.064874, 31.456435, 18.343561, -0.129458, 0.077808, 1.090978,
5.800000, 19.675822, 1.014189, 30.577405, 21.278740, -0.127858, 0.044000, 1.029540,
5.900000, 20.344225, 0.978947, 30.077003, 24.388203, -0.125647, 0.029434, 1.114089,
6.000000, 21.088928, 0.944531, 29.476753, 26.468209, -0.125366, 0.055986, 1.089418,
6.100000, 20.726328, 0.963095, 29.406991, 27.530858, -0.129012, 0.045189, 1.084438,
6.200000, 20.150733, 0.984257, 29.727629, 28.495843, -0.128378, 0.007952, 1.109637,
6.300000, 18.661975, 0.953216, 29.198204, 28.777771, -0.130564, 0.013142, 1.075086,
6.400000, 17.190605, 0.938706, 28.569736, 28.338664, -0.130999, 0.075967, 1.073386,
6.500000, 17.819495, 0.970862, 27.929651, 26.865345, -0.129698, 0.040316, 1.102582,
6.600000, 19.446230, 1.032365, 27.247743, 24.813039, -0.110181, 0.025135, 1.089110,
6.700000, 19.940540, 1.061017, 27.839780, 23.228322, -0.120202, 0.057987, 1.068355,
6.800000, 20.176672, 1.062494, 27.258554, 22.000626, -0.125982, 0.048439, 1.092118,
6.900000, 19.870128, 1.042995, 26.646115, 21.637909, -0.124277, 0.051282, 1.078961,
7.000000, 18.132489, 1.049801, 26.968678, 21.558812, -0.127455, 0.068103, 1.102163,
7.100000, 15.233110, 1.030952, 26.958320, 20.893299, -0.120731, 0.068771, 1.090549,
7.200000, 15.340030, 1.073853, 26.386778, 19.483434, -0.093676, 0.053403, 1.102040,
7.300000, 16.752313, 1.024227, 25.753714, 17.604073, -0.091864, 0.074730, 1.082025,
7.400000, 15.434238, 1.040852, 25.771582, 16.455611, -0.099175, 0.057118, 1.097743,
7.500000, 9.017133, 1.024618, 26.066364, 15.139354, -0.088315, 0.076151, 1.109408,
7.600000, 3.371637, 1.030289, 25.188900, 12.849548, -0.060260, 0.066763, 1.096343,
7.700000, 2.346107, 0.940517, 23.980272, 11.302630, -0.031410, 0.062615, 1.091936,
7.800000, 2.349334, 1.127845, 24.255069, 11.255970, -0.032691, 0.088476, 1.073209,
7.900000, 2.362003, 4.554523, 24.560577, 11.745800, -0.038654, 0.074271, 1.111612,
8.000000, 2.325908, 6.311963, 24.267383, 11.711519, -0.021333, 0.077325, 1.115663,
8.100000, 2.361775, 6.825646, 24.230489, 12.443125, -0.020170, 0.043964, 1.063758,
8.200000, 2.252880, 6.489720, 24.552110, 13.908358, -0.002075, 0.120103, 1.064598,
8.300000, 2.446806, 6.134665, 24.254457, 15.796273, -0.001559, 0.056663, 1.116193,
8.400000, 2.374736, 5.598695, 23.949729, 16.370920, 0.007956, 0.062689, 1.119388,
8.500000, 2.320568, 5.412171, 23.953703, 16.238626, 0.016639, 0.070220, 1.078690,
8.600000, 2.364719, 7.299219, 25.090650, 15.886124, 0.011883, 0.090952, 1.077537,
8.700000, 2.319756, 8.264874, 26.349134, 16.698776, 0.013603, 0.075807, 1.099895,
8.800000, 2.332512, 7.634260, 26.045980, 17.003244, 0.014742, 0.065901, 1.110199,
8.900000, 2.313094, 7.223834, 25.754215, 17.064386, 0.033744, 0.073562, 1.085562,
9.000000, 2.297720, 6.520768, 25.744450, 18.511608, 0.029984, 0.102259, 1.038047,
9.100000, 2.319591, 7.813898, 25.450525, 20.156373, 0.028329, 0.090466, 1.074018,
9.200000, 2.356291, 8.699809, 25.162983, 20.734121, 0.023390, 0.037198, 1.097749,
9.300000, 2.347341, 5.391460, 26.000725, 20.906876, 0.034498, 0.081729, 1.120100,
9.400000, 2.393457, 4.499168, 26.937121, 21.627911, 0.050155, 0.073056, 1.080438,
9.500000, 2.318479, 6.618530, 26.656926, 22.771460, 0.042917, 0.036709, 1.069600,
9.600000, 2.376615, 10.268776, 26.329000, 24.680498, 0.035792, 0.069169, 1.101386,
9.700000, 2.297322, 11.091007, 26.917510, 27.727862, 0.035790, 0.053377, 1.098038,
9.800000, 2.265284, 10.192008, 27.528217, 29.981820, 0.047533, 0.041948, 1.070224,
9.900000, 2.329487, 10.573300, 27.534671, 32.076661, 0.067832, 0.019089, 1.070909,
10.000000, 2.218854, 10.103391, 27.320538, 35.781941, 0.062637, 0.032505, 1.108046,
10.100000, 2.271223, 8.692798, 28.127788, 38.696092, 0.068631, 0.017816, 1.080210,
10.200000, 2.233391, 7.841395, 29.088737, 42.374438, 0.081477, 0.045061, 1.059115,
10.300000, 2.271783, 8.345158, 28.466213, 45.333891, 0.078526, -0.004227, 1.095723,
10.400000, 2.313605, 9.457165, 29.006540, 48.550683, 0.067016, -0.005918, 1.111443,
10.500000, 2.242412, 10.393778, 29.704482, 52.362357, 0.074106, -0.012871, 1.110418,
10.600000, 2.180642, 10.896585, 29.366032, 53.065950, 0.068080, -0.014990, 1.063122,
10.700000, 2.151962, 10.554457, 29.936090, 53.507316, 0.055597, -0.018715, 1.064637,
10.800000, 2.284479, 10.022418, 30.527792, 52.799973, 0.059468, -0.016902, 1.098150,
10.900000, 2.407101, 10.892593, 30.504079, 51.113396, 0.059484, -0.024478, 1.124320,
11.000000, 2.390126, 13.410611, 30.227934, 49.251299, 0.067451, -0.037375, 1.078583,
11.100000, 2.360036, 14.747662, 30.756610, 48.476272, 0.062179, 0.019414, 1.063345,
11.200000, 2.325892, 14.410080, 31.701639, 48.510172, 0.053298, -0.000368, 1.100745,
11.300000, 2.249667, 13.855096, 31.420259, 48.566368, 0.055505, -0.016648, 1.124532,
11.400000, 2.293148, 15.671497, 31.951798, 48.397470, 0.065690, -0.025568, 1.129258,
11.500000, 2.303237, 16.968098, 32.894585, 46.971488, 0.075614, -0.001742, 1.079753,
11.600000, 2.343545, 14.121147, 32.881418, 43.356740, 0.081076, -0.001470, 1.074473,
11.700000, 2.261806, 9.713396, 32.617845, 38.057338, 0.085986, -0.004128, 1.078716,
11.800000, 2.319076, 11.256201, 33.139718, 32.918110, 0.077136, 0.034125, 1.098932,
11.900000, 2.297906, 15.959117, 33.807839, 28.192009, 0.080319, 0.042815, 1.092099,
12.000000, 2.268172, 18.310332, 33.482210, 24.617109, 0.086464, 0.044339, 1.097086,
12.100000, 2.341339, 18.302736, 34.324575, 22.831917, 0.093391, 0.061951, 1.104168,
12.200000, 2.291661, 19.026896, 34.993494, 21.443629, 0.094378, 0.052163, 1.116740,
12.300000, 2.277376, 20.194090, 34.666851, 19.785053, 0.096582, 0.039299, 1.088578,
12.400000, 2.283348, 21.606770, 34.399957, 18.871113, 0.095057, 0.080487, 1.105777,
12.500000, 2.290872, 21.441398, 34.925122, 18.466386, 0.096688, 0.054580, 1.098609,
12.600000, 2.319929, 19.060260, 35.861743, 17.856600, 0.107301, 0.072956, 1.078964,
12.700000, 2.323135, 17.939102, 35.592324, 17.430883, 0.088408, 0.097198, 1.108452,
12.800000, 2.306165, 18.722901, 36.112283, 17.513154, 0.109778, 0.081192, 1.103314,
12.900000, 2.254599, 20.884830, 36.797842, 16.504735, 0.098037, 0.084030, 1.094625,
13.000000, 2.263983, 21.477068, 36.458085, 15.190839, 0.091191, 0.088277, 1.074793,
13.100000, 2.310786, 19.777817, 37.325014, 14.287838, 0.103558, 0.071373, 1.093409,
13.200000, 2.286898, 19.175375, 38.312938, 13.390492, 0.101834, 0.096437, 1.109058,
13.300000, 2.322710, 18.345680, 38.003579, 12.393231, 0.101962, 0.088579, 1.074765,
13.400000, 2.246927, 18.118544, 37.396167, 12.036704, 0.100464, 0.099725, 1.087474,
13.500000, 2.337600, 18.758621, 38.200732, 10.021517, 0.097937, 0.095356, 1.121544,
13.600000, 2.200498, 18.226336, 39.207486, 7.640889, 0.097771, 0.106537, 1.044260,
13.700000, 2.258577, 17.899629, 38.900884, 5.397167, 0.084021, 0.111970, 1.097981,
13.800000, 2.327398, 18.391694, 38.620035, 2.475852, 0.094420, 0.117950, 1.099675,
13.900000, 2.447600, 18.828574, 39.128476, -0.977944, 0.102747, 0.100970, 1.162127,
14.000000, 2.338238, 18.770008, 39.832799, -2.714298, 0.096820, 0.163464, 1.155460,
14.100000, 2.242959, 16.677669, 39.508403, -4.234202, 0.098511, 0.132751, 1.108503,
14.200000, 2.268749, 17.985113, 40.057740, -5.302646, 0.075165, 0.147584, 1.150468,
14.300000, 2.230527, 17.966272, 40.943498, -5.868910, 0.103163, 0.163541, 1.083804,
14.400000, 2.250266, 18.083215, 40.991645, -5.633955, 0.081792, 0.158186, 1.054748,
14.500000, 2.287320, 19.080609, 40.659996, -5.205072, 0.097194, 0.145698, 1.059734,
14.600000, 2.304571, 21.284704, 40.678437, -4.421972, 0.093992, 0.144939, 1.079682,
14.700000, 2.281650, 22.317499, 40.403505, -2.842027, 0.088151, 0.141813, 1.104875,
14.800000, 2.253226, 21.582816, 41.177114, -1.824378, 0.098655, 0.121583, 1.094365,
14.900000, 2.295498, 20.944423, 42.196891, -0.196394, 0.097843, 0.136763, 1.102463,
15.000000, 2.218524, 20.833989, 41.873438, 0.731744, 0.094055, 0.124973, 1.095762,
15.100000, 2.290953, 20.810185, 41.587165, 0.908087, 0.107177, 0.118209, 1.083452,
15.200000, 2.294306, 20.260434, 41.277604, 0.834114, 0.092846, 0.134952, 1.076411,
15.300000, 2.269065, 21.896507, 42.105454, 0.829388, 0.096845, 0.120633, 1.090711,
15.400000, 2.281821, 24.689982, 43.063273, 1.261102, 0.098809, 0.120793, 1.086680,
15.500000, 2.302131, 25.915343, 42.784811, 1.951800, 0.100869, 0.122278, 1.081084,
15.600000, 2.227975, 27.145699, 42.469984, 2.176280, 0.094604, 0.121656, 1.069590,
15.700000, 2.200491, 28.744409, 43.357055, 3.730106, 0.095884, 0.113716, 1.076849,
15.800000, 1.987644, 30.013172, 44.189308, 5.246295, 0.105929, 0.120864, 1.092883,
15.900000, 2.047333, 27.300487, 43.790630, 4.518985, 0.109189, 0.116898, 1.096486,
16.000000, 2.112271, 22.544942, 43.779924, 4.432856, 0.110360, 0.117213, 1.088396,
16.100000, 2.119967, 21.038014, 44.602332, 4.373969, 0.104554, 0.117174, 1.109682,
16.200000, 2.169938, 20.523095, 45.485550, 4.085077, 0.103757, 0.121404, 1.095934,
16.300000, 2.261701, 20.171161, 45.189233, 4.229703, 0.105504, 0.115506, 1.084815,
16.400000, 2.208107, 20.358999, 44.843748, 4.548538, 0.100814, 0.107939, 1.055280,
16.500000, 2.287253, 22.084223, 44.574879, 5.557626, 0.106843, 0.119594, 1.079328,
16.600000, 2.312455, 24.989210, 45.069574, 6.789310, 0.102379, 0.103293, 1.076584,
16.700000, 2.273737, 26.847497, 46.029572, 8.112711, 0.098716, 0.111965, 1.050979,
16.800000, 2.215896, 27.511741, 45.760158, 9.710208, 0.109566, 0.101822, 1.088395,
16.900000, 2.326070, 26.379743, 45.434439, 10.351657, 0.105247, 0.086763, 1.091431,
17.000000, 2.279608, 23.871003, 46.249183, 11.126268, 0.104008, 0.096807, 1.097913,
17.100000, 2.259192, 22.767031, 46.958838, 11.155444, 0.107020, 0.079771, 1.094120,
17.200000, 2.296467, 23.169737, 46.627280, 11.754806, 0.107423, 0.085761, 1.091450,
17.300000, 2.228736, 23.684406, 46.353174, 11.224268, 0.102559, 0.090777, 1.101298,
17.400000, 2.278139, 23.947180, 47.121582, 10.761252, 0.102379, 0.085252, 1.076419,
17.500000, 2.255856, 24.931468, 48.172651, 11.457067, 0.105193, 0.090911, 1.089480,
17.600000, 2.175598, 26.589736, 47.878754, 12.582747, 0.105323, 0.090625, 1.079301,
17.700000, 2.245283, 27.955782, 47.839460, 11.943377, 0.099853, 0.084441, 1.090399,
17.800000, 2.193592, 27.067879, 48.678799, 12.086552, 0.103560, 0.086124, 1.102516,
17.900000, 2.210885, 25.502114, 49.360334, 12.333880, 0.102397, 0.074078, 1.081890,
18.000000, 2.247998, 24.412359, 49.029489, 13.208941, 0.097987, 0.078798, 1.084170,
18.100000, 2.084787, 23.393920, 49.089550, 15.150070, 0.101910, 0.093375, 1.071115,
18.200000, 2.155152, 22.888865, 49.080101, 16.142712, 0.100716, 0.079155, 1.069753,
18.300000, 2.228966, 23.626720, 49.587406, 16.316432, 0.099942, 0.085287, 1.071161,
18.400000, 2.310243, 23.464928, 50.195494, 15.637417, 0.096709, 0.073386, 1.125193,
18.500000, 2.163514, 21.653844, 50.002292, 16.429926, 0.102851, 0.066801, 1.059984,
18.600000, 2.146292, 20.263773, 49.667472, 16.979023, 0.101540, 0.067897, 1.108268,
18.700000, 2.118922, 19.748286, 49.680858, 17.136080, 0.098006, 0.066684, 1.061528,
18.800000, 2.129942, 19.718599, 50.456138, 17.118666, 0.096718, 0.077762, 1.063506,
18.900000, 2.253203, 20.706953, 51.128768, 16.278656, 0.096523, 0.080600, 1.078947,
19.000000, 2.229824, 19.949206, 50.804670, 16.702078, 0.098651, 0.077053, 1.080725,
19.100000, 2.228708, 18.942663, 50.576308, 16.871762, 0.093007, 0.080250, 1.085246,
19.200000, 2.193594, 19.724294, 51.292406, 17.892579, 0.091079, 0.071046, 1.094780,
19.300000, 2.239071, 19.821360, 52.577127, 18.227220, 0.094661, 0.065136, 1.093179,
19.400000, 2.248150, 18.373954, 52.299921, 17.908008, 0.094887, 0.066389, 1.078227,
19.500000, 2.244957, 17.192515, 51.969783, 18.322836, 0.085741, 0.072650, 1.068434,
19.600000, 2.314743, 15.791777, 51.704228, 17.981191, 0.096796, 0.071180, 1.081961,
19.700000, 2.287682, 16.194254, 52.179962, 18.304951, 0.090915, 0.071362, 1.090162,
19.800000, 2.232552, 18.682729, 53.173484, 18.735064, 0.092965, 0.069864, 1.076056,
19.900000, 2.271430, 23.758027, 53.161832, 18.364959, 0.087040, 0.069028, 1.077178,
20.000000, 2.283746, 29.838236, 52.902307, 18.069687, 0.087706, 0.067595, 1.088299,
20.100000, 2.259332, 31.832805, 52.567541, 17.994842, 0.090992, 0.068097, 1.082773,
20.200000, 2.258630, 29.806915, 52.563410, 17.675858, 0.087431, 0.070004, 1.079379,
20.300000, 2.294558, 25.520337, 53.365683, 17.413410, 0.092175, 0.069091, 1.083969,
20.400000, 2.287342, 22.626596, 54.078387, 17.872131, 0.089643, 0.066900, 1.083787,
20.500000, 2.234733, 23.231691, 53.765570, 18.802425, 0.090857, 0.067201, 1.077326,
20.600000, 2.274167, 30.628808, 53.747563, 18.470660, 0.084313, 0.065394, 1.081909,
20.700000, 2.302253, 32.652034, 53.493943, 18.636889, 0.098152, 0.065948, 1.095134,
20.800000, 2.324520, 30.408455, 54.232234, 18.825923, 0.090714, 0.059725, 1.094632,
20.900000, 2.279008, 26.265520, 55.258217, 18.199612, 0.089614, 0.055196, 1.101947,
21.000000, 2.237875, 24.152385, 54.939344, 18.067695, 0.088254, 0.063155, 1.090573,
21.100000, 2.241067, 25.035922, 54.661065, 17.609599, 0.091349, 0.063652, 1.089918,
21.200000, 2.255710, 26.532890, 54.335167, 17.658754, 0.090097, 0.067985, 1.066200,
21.300000, 2.267001, 26.865614, 55.127372, 17.611928, 0.092718, 0.072605, 1.083346,
21.400000, 2.270015, 26.090014, 56.109157, 17.523702, 0.089360, 0.064216, 1.067029,
21.500000, 2.248356, 24.963674, 56.117721, 18.247042, 0.093741, 0.069553, 1.074828,
21.600000, 2.288969, 24.364906, 55.853025, 18.042588, 0.090276, 0.066500, 1.079373,
21.700000, 2.250181, 24.413557, 55.526115, 17.883676, 0.094097, 0.071968, 1.091892,
21.800000, 2.237647, 24.348475, 56.331179, 17.738992, 0.094295, 0.075564, 1.093772,
21.900000, 2.327798, 24.407429, 57.052726, 17.631674, 0.085591, 0.066998, 1.097898,
22.000000, 2.237064, 24.467291, 56.710854, 17.756960, 0.092079, 0.064766, 1.076798,
22.100000, 2.292226, 26.819278, 56.693919, 17.925006, 0.085864, 0.067746, 1.069642,
22.200000, 2.261872, 28.239757, 56.462666, 18.123056, 0.099136, 0.071541, 1.074176,
22.300000, 2.249917, 28.354135, 57.207509, 18.051844, 0.094294, 0.075663, 1.087865,
22.400000, 2.237239, 26.189056, 58.552454, 17.976515, 0.090995, 0.072584, 1.086865,
