host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
48,1,0,215.3231,2,0,0,2.6,5.6,2.6,Null,217.6,-214.8,15,91.8,82.4,38.2,Inf,Inf,Inf,Null,Null,Null
48,1,0,305.7786,Null,0,0,2.8,Null,2.6,Null,Inf,Inf,Inf,Null,Null,Null,299.2,219,-213.4,Null,Null,Null
49,1,0,182.5074,1,0,0,2.6,3.8,2.6,Null,184.8,-182,13.6,39.8,-43.2,17.8,Inf,Inf,Inf,Null,Null,Null
49,1,0,102.0937,1,0,0,2.4,3.8,2.6,Null,Inf,Inf,Inf,97,-100.6,17.4,Inf,Inf,Inf,Null,Null,Null
47,1,0,Inf,Null,0,0,2.8,Null,2.4,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
47,1,0,Inf,Null,0,0,2.8,Null,2.4,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
47,1,0,Inf,Null,0,0,2.8,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
46,1,0,23.1041,1,0,0,3,Null,2.8,4,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,26.2,22.2,-6.4
46,1,0,5775.0558,Null,0,0,3,Null,2.8,Null,5777.8,-5772.8,161.4,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
46,1,0,Inf,1,0,0,3,3.2,2.6,Null,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null
45,1,0,156.9072,Null,0,0,3.2,Null,2.8,Null,2170,-2164.8,99,Null,Null,Null,159.6,-156.8,-5.8,Null,Null,Null
45,1,0,Inf,Null,0,0,3.6,Null,2.8,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
46,1,0,147.5259,1,0,0,3.8,4,2.8,Null,Inf,Inf,Inf,133,-136.2,2.6,150,-147.2,-9.8,Null,Null,Null
44,1,0,100.2046,1,0,0,4,3.2,2.8,5.6,Inf,Inf,Inf,96.8,-100,6.4,Inf,Inf,Inf,12,6.4,-44.4
45,1,0,179.0164,Null,0,0,4,Null,2.8,Null,Inf,Inf,Inf,Null,Null,Null,181.6,-178.8,-8.8,Null,Null,Null
45,1,0,99.1472,1,0,0,4,3.4,2.6,3.6,Inf,Inf,Inf,95.6,-99,5.4,Inf,Inf,Inf,38,34,-14.4
45,1,0,111.0584,2,0,0,4.8,3.2,2.6,Null,88.2,-83,31.2,107.8,-111,3.6,Inf,Inf,Inf,Null,Null,Null
42,1,0,184.2479,1,0,0,3.8,3.2,2.4,Null,147.2,-142.8,21.6,181.2,-184.2,-4.2,Inf,Inf,Inf,Null,Null,Null
43,1,0,31.7723,1,0,0,3.8,3.2,3,Null,104.2,-99.8,18.8,337.6,-339.8,-21.6,33.8,-30.8,-7.8,Null,Null,Null
43,1,0,39.6989,1,0,0,4,3.2,3,Null,3411,-3399.6,233.2,421.2,-422.6,-34.2,41.8,-38.8,-8.4,Null,Null,Null
42,1,0,497.3934,1,0,0,4.2,3.2,3.2,Null,Inf,Inf,Inf,494.6,-495.6,-42.2,60.8,-57.6,-4.4,Null,Null,Null
42,2,0,156.2155,2,0,0,6.8,3.2,3,Null,5117.2,5087.6,635,801,-800,-77.2,159.2,-156.2,-2.2,Null,Null,Null
43,2,0,1965.2347,2,0,0,5.6,3.2,3.2,Null,62.6,68.2,11.6,1967.6,1951.8,229.4,1283.4,1281.4,-122.6,Null,Null,Null
41,2,0,323.1368,2,0,0,7.2,3.2,3.4,Null,75.8,-68.6,19.2,325.4,319.4,49,187.6,-183.8,5.6,Null,Null,Null
41,2,0,971.7971,2,0,0,7,3.4,3.4,3.4,47.8,-40.6,25.8,968.8,-969.2,-71,Inf,Inf,Inf,Inf,Inf,Inf
42,2,0,1105.0998,2,0,0,5.6,3.4,3.4,Null,67.6,73.2,5.6,1102,-1102.4,-77.2,215,-210.8,12.2,Null,Null,Null
40,2,0,886.4421,2,0,0,7,3.4,3.6,Null,38.2,-30.6,25,889.2,881.8,90.6,81,-77.4,-2.2,Null,Null,Null
40,1,0,64.4987,1,-1,0,Null,3.4,3.2,3.2,Null,Null,Null,788.2,781.8,74.8,67.4,-64.2,-6.2,216.6,212.6,-32.6
41,2,0,97.7118,2,-1,0,6.6,3.4,Null,2.8,88.4,-81,21.8,577.6,572,57.2,Null,Null,Null,94.6,-97.4,-7.8
39,2,0,232.9817,2,-1,0,6.8,3.4,2,2.8,72.8,-64.6,24.2,4460,4448.4,276.4,226.2,224.8,-61.2,Inf,Inf,Inf
39,2,0,842.8956,2,-1,0,7,3.4,Null,2.8,182.4,-174.8,26.2,845.8,840.8,59.4,Null,Null,Null,Inf,Inf,Inf
38,2,0,17972.2386,2,-1,0,7.4,3.4,Null,2.8,214.6,-206.8,25,17975.4,17959.4,679.2,Null,Null,Null,Inf,Inf,Inf
39,2,0,49436.4724,2,-1,0,7.8,3.4,Null,2.8,Inf,Inf,Inf,49439.6,49418.6,1329.2,Null,Null,Null,Inf,Inf,Inf
39,2,0,257.257,2,-1,0,8.4,3.4,3,2.8,Inf,Inf,Inf,Inf,Inf,Inf,262.4,-256,25.4,Inf,Inf,Inf
39,2,0,537.6895,3,-1,0,8.6,3.4,2.8,2.8,Inf,Inf,Inf,Inf,Inf,Inf,543.4,-531.4,82,Inf,Inf,Inf
36,2,0,24.6163,3,-1,0,8.6,3.4,4.4,2.8,Inf,Inf,Inf,Inf,Inf,Inf,28,-23.6,-7,Inf,Inf,Inf
37,2,0,30.7766,3,-1,0,8.8,3.2,4.8,2.8,Inf,Inf,Inf,Inf,Inf,Inf,35.4,-30.4,-4.8,Inf,Inf,Inf
37,2,0,Inf,3,-1,0,8.8,3.2,Null,3,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
38,2,0,52.6186,3,-1,0,8.8,3.2,5,3,Inf,Inf,Inf,Inf,Inf,Inf,58.2,-52.6,-1.4,Inf,Inf,Inf
36,2,0,397.1132,3,-1,0,8.8,3.2,2.6,3,Inf,Inf,Inf,Inf,Inf,Inf,402.6,-394.8,42.8,Inf,Inf,Inf
36,2,0,65345.9546,3,-1,0,9,3.2,5.2,3,Inf,Inf,Inf,65342.6,-65343,621.4,136.6,138,-42.6,Inf,Inf,Inf
37,2,0,410.5586,3,-1,0,9,3.2,2.6,3,110.6,-101,24.2,1109.8,-1112.4,47.6,416.6,-407.6,49.2,Inf,Inf,Inf
34,2,0,472.8286,3,-1,-1,9,3,5.6,3,Inf,Inf,Inf,475.8,472.8,5.2,202.4,202.8,-56.2,Inf,Inf,Inf
36,2,0,899.215,3,-1,-1,9,3,5.6,3,Inf,Inf,Inf,902.2,899.2,5.2,393.6,-381.6,60.4,Inf,Inf,Inf
36,2,0,574.6235,3,-1,-1,9,3,5.8,3,Inf,Inf,Inf,577.6,574.6,5.2,124.6,-117.6,7,Inf,Inf,Inf
36,3,0,515.4283,3,-1,-1,9.2,3,6,2.8,Inf,Inf,Inf,518.4,515.4,5.4,1196,1181.4,-232.2,Inf,Inf,Inf
34,3,0,32388.0827,3,-1,-1,9.2,3,6,2.8,Inf,Inf,Inf,32385,-32384.4,488.4,725,719.4,-140.6,Inf,Inf,Inf
34,1,0,605.2159,1,-1,-1,1.8,3,6.4,2.8,Inf,Inf,Inf,Inf,Inf,Inf,613.6,-594.8,111.8,Inf,Inf,Inf
35,2,0,12322.7827,2,-1,-1,8.8,3,6.6,2.8,6.2,13.2,21.2,12319.6,-12316,408.8,325.4,323.2,-87.6,Inf,Inf,Inf
32,2,0,5232.1021,2,-1,-1,8.8,3,6.8,2.8,6.2,13.2,20.2,5228.8,-5228.6,191.4,452,447,-114.6,Inf,Inf,Inf
33,1,0,310.8469,1,-1,-1,1.8,2.8,6.8,2.8,Inf,Inf,Inf,313.6,310.8,5.4,313.2,-300.8,47.2,Inf,Inf,Inf
34,2,0,278.5454,2,-1,-1,Null,2.8,7,2.8,Null,Null,Null,281.2,278.4,9,327.6,-316.6,40.2,Inf,Inf,Inf
32,2,0,121.8794,2,-1,-1,7.4,2.8,7.2,2.8,94.4,101.6,24.2,124.2,121.4,10.8,106.2,-97.2,8.4,Inf,Inf,Inf
