"time[sec]","lat[deg]","lon[deg]","brake[N]","gas[N]","velocity[km/h]","steering.angle[deg]","acc.x[G]","acc.y[G]","acc.z[G]"
0,35.2970415145828,136.907566099983,-3.8373,24.9126,72.7801,57.5594,0.1978,0.0479,1.0206
0.100000000000364,35.2970415145828,136.907566099983,-3.7804,24.8639,72.3984,57.6549,0.194,0.0441,1.0203
0.200000000000273,35.2968766011197,136.907497752572,-3.6686,24.92,73.0129,57.5376,0.1914,0.042,1.0161
0.300000000000182,35.2968766011197,136.907497752572,-3.652,24.6409,73.9587,57.7786,0.1974,0.0467,1.0407
0.400000000000091,35.2968766011197,136.907497752572,-3.6434,24.0694,73.5783,57.6576,0.1987,0.0456,1.0486
0.5,35.2968766011197,136.907497752572,-3.6087,22.7325,74.1903,57.4865,0.1967,0.0476,1.0571
0.600000000000364,35.2968766011197,136.907497752572,-3.6538,21.1007,75.1632,57.6153,0.195,0.0444,1.0424
0.700000000000273,35.2968766011197,136.907497752572,-3.7784,19.5957,74.7637,57.4832,0.1864,0.0528,1.0358
0.800000000000182,35.2968766011197,136.907497752572,-3.7893,18.8712,74.5473,57.2204,0.193,0.0454,1.0101
0.900000000000091,35.2968766011197,136.907497752572,-3.7678,18.8261,74.7968,57.4402,0.1912,0.0523,1.045
1,35.2968766011197,136.907497752572,-3.7849,18.834,75.9855,57.2614,0.1925,0.0513,1.0346
1.10000000000036,35.2968766011197,136.907497752572,-3.8281,19.0665,75.784,57.9034,0.1947,0.0547,1.042
1.20000000000027,35.2967030076371,136.907431575889,-3.7642,20.0524,75.3796,57.7475,0.1826,0.0602,1.0311
1.30000000000018,35.2967030076371,136.907431575889,-3.6735,22.0946,75.9966,57.8526,0.1909,0.0591,1.0155
1.40000000000009,35.2967030076371,136.907431575889,-3.6535,22.8005,77.0078,58.2337,0.1902,0.0499,1.0432
1.5,35.2967030076371,136.907431575889,-3.6404,22.7261,76.4037,58.4635,0.1915,0.0526,1.0584
1.60000000000036,35.2967030076371,136.907431575889,-3.6232,21.9942,76.8098,59.564,0.1871,0.0507,1.0576
1.70000000000027,35.2967030076371,136.907431575889,-3.6763,21.4045,78.1783,59.3224,0.1831,0.048,1.0261
1.80000000000018,35.2967030076371,136.907431575889,-3.9731,20.093,77.6274,57.2408,0.1874,0.0572,1.0349
1.90000000000009,35.2967030076371,136.907431575889,-3.9632,20.1429,77.4184,57.1718,0.1893,0.0503,1.0507
2,35.2967030076371,136.907431575889,-4.0027,21.0871,77.6196,57.2471,0.1826,0.0421,1.0374
2.10000000000036,35.2967030076371,136.907431575889,-4.0249,21.9776,78.8173,57.776,0.1826,0.0449,1.0225
2.20000000000027,35.2965229050628,136.907368653904,-4.0487,22.4534,78.6027,58.5615,0.1824,0.0444,1.0073
2.30000000000018,35.2965229050628,136.907368653904,-3.934,21.7915,78.2059,59.2485,0.1841,0.0394,1.0265
2.40000000000009,35.2965229050628,136.907368653904,-3.8674,21.5539,78.8032,59.4487,0.1872,0.0313,1.0469
2.5,35.2965229050628,136.907368653904,-3.8894,20.701,79.7939,59.7166,0.1809,0.0331,1.0124
2.60000000000036,35.2965229050628,136.907368653904,-3.909,19.5868,79.4043,60.1772,0.1775,0.0385,0.9766
2.70000000000027,35.2965229050628,136.907368653904,-3.7647,19.7792,79.2084,60.3078,0.1962,0.0327,1.0559
2.80000000000018,35.2965229050628,136.907368653904,-3.7961,19.9884,79.3561,59.8782,0.2044,0.0101,1.1508
2.90000000000009,35.2965229050628,136.907368653904,-3.9978,19.4809,80.5457,60.4845,0.1764,0.0155,1.0884
3,35.2965229050628,136.907368653904,-4.0561,18.4538,80.5682,61.9531,0.184,0.0367,1.0115
3.10000000000036,35.2965229050628,136.907368653904,-4.0466,18.8335,80.5668,62.2543,0.1801,0.017,0.962
3.20000000000027,35.2963352079195,136.907307902145,-4.0149,18.8402,81.1397,62.6869,0.1862,5e-04,1.0153
3.30000000000018,35.2963352079195,136.907307902145,-4.0287,18.9745,82.1569,64.4505,0.1888,-0.0053,1.0206
3.40000000000009,35.2963352079195,136.907307902145,-3.9222,17.7781,81.7567,64.8745,0.182,-0.0121,1.0221
3.5,35.2963352079195,136.907307902145,-3.8692,15.5855,81.5546,64.8258,0.1851,-0.0011,1.0297
3.60000000000036,35.2963352079195,136.907307902145,-3.8806,13.328,81.7546,65.2688,0.1851,-0.0158,1.0253
3.70000000000027,35.2963352079195,136.907307902145,-3.8547,13.3254,82.9521,64.9072,0.1916,-0.0338,1.0584
3.80000000000018,35.2963352079195,136.907307902145,-3.7782,13.7629,82.762,64.9061,0.1933,-0.0336,1.061
