"host_v.km.h.","host_.L","LC","host_rad.m.","LN","FRT","BRT","D_fr.m.","D_fl.m.","D_br.m.","D_bl.m.","Rad_fr.m.","CC_frx.m.","CC_fry.m.","Rad_fl.m.","CC_flx.m.","CC_fly.m.","Rad_br.m.","CC_brx.m.","CC_bry.m.","Rad_bl.m.","CC_blx.m.","CC_bly.m."
"47.0","2",0,"162.0065","4","0","0","8.8","8.6","Null","Null","654.2","-636.6","-96.4","150.2","-152.6","54.4","Null","Null","Null","Null","Null","Null"
"47.0","2",0,"117.6626","4","0","0","8.6","8.4","Null","12.0","842.8","-821.4","-136.0","105.8","-108.8","44.8","Null","Null","Null","47.6","35.4","-20.6"
"47.0","2",0,"1733.7865","4","0","0","8.4","8.2","Null","Null","361.4","-348.2","-48.0","1723.2","-1685.0","408.4","Null","Null","Null","Null","Null","Null"
"49.0","2",0,"230.9895","4","0","0","8.2","8.0","Null","Null","683.6","-664.6","-110.8","220.2","-220.0","70.4","Null","Null","Null","Null","Null","Null"
"48.0","2",0,"204.2871","3","0","0","8.0","7.8","Null","Null","274.6","-263.2","-32.8","193.6","-194.2","63.4","Null","Null","Null","Null","Null","Null"
"48.0","2",0,"165.8941","3","0","0","7.8","7.6","Null","12.4","558.8","-542.0","-89.6","155.6","-157.2","53.0","Null","Null","Null","869.6","-867.0","-189.2"
"50.0","2",0,"108.5698","3","0","0","7.6","7.4","Null","12.0","542.6","-527.0","-83.4","98.2","-101.4","38.8","Null","Null","Null","229.6","-237.0","-76.6"
"49.0","2",0,"230.6656","3","0","0","7.4","7.0","Null","Null","344.6","-332.8","-45.0","221.2","-221.2","65.4","Null","Null","Null","Null","Null","Null"
"50.0","2",0,"109.0541","3","0","0","7.2","6.8","Null","Null","1596.8","1575.4","311.2","99.6","-102.8","36.4","Null","Null","Null","Null","Null","Null"
"51.0","2",0,"65.8775","3","0","0","7.0","6.6","Null","12.0","404.2","-391.6","-58.6","56.2","-60.0","27.2","Null","Null","Null","246.4","-253.8","-81.2"
"51.0","2",0,"60.0377","3","0","0","6.8","6.4","Null","Null","255.4","-245.6","-29.8","50.6","-54.4","25.4","Null","Null","Null","Null","Null","Null"
"51.0","2",0,"63.5541","3","0","0","6.6","6.0","Null","12.6","1068.6","1056.4","209.0","54.8","-58.6","24.6","Null","Null","Null","56.2","43.6","-27.6"
