host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
38,2,0,37.2263,Null,-1,0,7.4,Null,3.2,Null,1369.2,-1350.2,-151.2,Null,Null,Null,25.2,27.4,-25.2,Null,Null,Null
38,2,0,83.9095,2,-1,0,6.4,2.8,3.8,Null,2031.8,2015.6,337.6,80.8,-83.6,7.2,19.4,22.6,-13.4,Null,Null,Null
38,1,0,148.2022,1,-1,0,5.2,2.6,3.4,3,Inf,Inf,Inf,145.6,-148.2,-0.8,Inf,Inf,Inf,205.2,201.8,-21.6
38,2,0,258.6602,2,-1,0,6.6,2.6,Null,3,Inf,Inf,Inf,256.2,-258.4,-11.6,Null,Null,Null,Inf,Inf,Inf
38,1,0,300.892,1,-1,0,4.6,2.6,Null,3,90.2,94.8,4.2,298.6,-300.4,-17.2,Null,Null,Null,Inf,Inf,Inf
37,1,0,301.7255,1,-1,0,4.8,2.6,4,Null,Inf,Inf,Inf,299.4,-301.2,-17.8,148,-143.4,4.6,Null,Null,Null
39,1,0,346.8123,1,-1,0,4.8,2.6,Null,Null,Inf,Inf,Inf,344.4,-346.2,-20.6,Null,Null,Null,Null,Null,Null
36,2,0,682.0313,2,-1,0,8.4,2.6,3.6,Null,60.2,68.2,24.8,679.8,-680,-52.6,407.8,-403,24.2,Null,Null,Null
37,2,0,582.5205,2,-1,0,8.6,2.6,3.6,Null,1116,1117.4,143.8,580.2,-581.2,-39.2,268.6,269.8,-44.2,Null,Null,Null
38,2,0,4994.7987,2,-1,0,8.8,2.6,3.6,Null,55.8,64,23.6,4996.8,4973.2,464,1481.4,1475.4,-177.4,Null,Null,Null
38,2,0,4154.6389,2,-1,0,8.8,2.6,Null,Null,82.4,-73.6,10,4156.6,4134.2,411.6,Null,Null,Null,Null,Null,Null
36,2,0,742.7547,2,-1,0,6.4,2.8,Null,Null,71,-63.8,22.2,740.2,-741.6,-41.4,Null,Null,Null,Null,Null,Null
36,2,0,71.6517,Null,-1,0,6.2,Null,Null,3.8,65.2,71.4,6,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
36,2,0,4739.5675,2,-1,0,8.4,2.8,Null,2.4,168.6,-160.2,16.6,4741.8,4725.6,363.6,Null,Null,Null,Inf,Inf,Inf
36,2,0,16.6865,2,-1,0,8.4,2.8,Null,2.6,874.8,-865.2,-31.2,5336.2,5319.4,393.8,Null,Null,Null,9,4,-16.2
36,2,0,6384.181,2,-1,-1,7,2.8,Null,2.2,352.6,-345.4,-3.8,6386.6,6370.6,416.2,Null,Null,Null,Inf,Inf,Inf
36,2,0,5614.0032,2,-1,-1,7.4,2.8,Null,2.2,122.8,-114.8,23.2,5616.4,5600.8,384.8,Null,Null,Null,Inf,Inf,Inf
34,2,0,5272.2394,2,-1,-1,7.6,2.8,Null,2.2,107.8,-99.4,24.4,5274.6,5263.2,308.6,Null,Null,Null,Inf,Inf,Inf
34,2,0,158.28,2,-1,-1,7.8,2.8,Null,2.2,164.8,-156.6,23,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
36,2,0,Inf,2,-1,-1,8.2,2.8,Null,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
36,2,0,757.1358,2,-1,-1,9,2.8,Null,2.2,42827.6,42819.8,1211.6,759.6,755.6,48.2,Null,Null,Null,Inf,Inf,Inf
34,2,0,8003.275,2,-1,-1,9,2.8,Null,2.2,649.4,-640.4,11,8005.8,7998.8,267.6,Null,Null,Null,Inf,Inf,Inf
34,2,0,697.8794,2,-1,-1,9,2.8,Null,2.4,505.4,513.6,41.8,700.2,696.8,38.8,Null,Null,Null,Inf,Inf,Inf
35,2,0,1093.4106,2,-1,-1,9,2.8,Null,2.4,Inf,Inf,Inf,1095.8,1092.4,47,Null,Null,Null,Inf,Inf,Inf
32,2,0,Inf,2,-1,-1,9,2.8,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
33,2,0,Inf,2,-1,-1,9,2.8,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
33,2,0,669.1875,2,-1,-1,9,2.8,5.2,2.4,Inf,Inf,Inf,Inf,Inf,Inf,662,656.2,-131.2,Inf,Inf,Inf
34,3,0,2184.5745,3,-1,-1,9.2,2.8,5.4,2.4,Inf,Inf,Inf,Inf,Inf,Inf,2177.4,2151.2,-380.4,Inf,Inf,Inf
32,3,0,1834.3542,3,-1,-1,9.2,2.8,5.4,2.4,Inf,Inf,Inf,Inf,Inf,Inf,1827,1805.8,-322.4,Inf,Inf,Inf
32,3,0,152.8844,3,-1,-1,9.2,2.8,5.8,2.4,Inf,Inf,Inf,Inf,Inf,Inf,144,145.8,-46,Inf,Inf,Inf
31,3,0,433.7061,3,-1,-1,9.2,2.8,6,2.4,Inf,Inf,Inf,Inf,Inf,Inf,425.2,421.2,-103.4,Inf,Inf,Inf
32,3,0,296.0068,3,-1,-1,9.2,2.8,6,2.4,198.4,-189,21.2,Inf,Inf,Inf,287.2,286.4,-74.8,Inf,Inf,Inf
32,3,0,2076.4274,3,-1,-1,9.2,2.8,6,2.4,Inf,Inf,Inf,Inf,Inf,Inf,2068.2,2038.2,-396.6,Inf,Inf,Inf
33,2,0,177.6011,2,-1,-1,Null,2.8,6,2.4,Null,Null,Null,Inf,Inf,Inf,184.8,-177,14.6,Inf,Inf,Inf
32,3,0,Inf,3,-1,-1,9.2,2.8,6.2,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
32,3,0,516.7586,3,-1,-1,9.2,2.8,6.4,2.4,Inf,Inf,Inf,Inf,Inf,Inf,507.8,503.8,-115,Inf,Inf,Inf
32,3,0,1078.8116,3,-1,-1,9.2,2.8,6.4,2.4,Inf,Inf,Inf,1081.6,1078.8,5,Inf,Inf,Inf,Inf,Inf,Inf
30,2,0,25.0599,2,-1,-1,8.8,2.8,6.6,2.4,5.4,12,22,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
31,3,0,1031.2063,3,-1,-1,9.6,2.8,6.8,2.4,Inf,Inf,Inf,1034,1031.2,3.6,720.2,712.4,-158.2,Inf,Inf,Inf
31,2,0,576.0155,2,-1,-1,8.6,2.8,6.8,2.4,6,12.8,20.2,Inf,Inf,Inf,584.6,-570.6,78.8,Inf,Inf,Inf
31,3,0,707.204,3,-1,-1,9.6,2.8,7,2.4,Inf,Inf,Inf,Inf,Inf,Inf,697.6,691.8,-146.8,Inf,Inf,Inf
