時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.019820, 0.345450, 3.711880, 0.921729, -0.000277, 0.002620, 0.051297,
0.100000, 0.749625, 7.829954, 74.351024, 19.927631, -0.031010, 0.056975, 1.046158,
0.200000, 0.780663, 7.792313, 73.889224, 19.886584, -0.025238, 0.045000, 1.066467,
0.300000, 0.784305, 8.314891, 73.889216, 20.088037, -0.021373, 0.035034, 1.107743,
0.400000, 0.775450, 8.076369, 73.894669, 20.186408, -0.030251, 0.038765, 1.121555,
0.500000, 0.746405, 7.694687, 73.889108, 19.691889, -0.019887, 0.033015, 1.133758,
0.600000, 0.647861, 7.343059, 73.921341, 19.036683, -0.024447, 0.031070, 1.096533,
0.700000, 0.638382, 7.296529, 74.045882, 17.840904, -0.025007, 0.043586, 1.078286,
0.800000, 0.712331, 6.912840, 74.509309, 16.774266, -0.022637, 0.045003, 1.080854,
0.900000, 0.701090, 6.636912, 74.521598, 16.670200, -0.019899, 0.051351, 1.076070,
1.000000, 0.762021, 6.831157, 74.481001, 15.661261, -0.025120, 0.060698, 1.072126,
1.100000, 0.703720, 6.622884, 74.161854, 15.911205, -0.023453, 0.065617, 1.080362,
1.200000, 0.661489, 6.935121, 72.798878, 16.302597, -0.034815, 0.068614, 1.094029,
1.300000, 0.718883, 8.129574, 72.755425, 14.884887, -0.036686, 0.069337, 1.089100,
1.400000, 0.705926, 9.199472, 72.750091, 14.616191, -0.043680, 0.071818, 1.093870,
1.500000, 0.725146, 10.383967, 72.856791, 14.763827, -0.041786, 0.074389, 1.099064,
1.600000, 0.693125, 10.249538, 73.335987, 15.153959, -0.044434, 0.080820, 1.096618,
1.700000, 0.721196, 9.787364, 73.341408, 16.673943, -0.045428, 0.071450, 1.081524,
1.800000, 0.729251, 9.217107, 73.349237, 16.568025, -0.044898, 0.065160, 1.089064,
1.900000, 0.769030, 8.957106, 73.321805, 15.895340, -0.047922, 0.066488, 1.087308,
2.000000, 0.815186, 8.859390, 72.952985, 15.028808, -0.046810, 0.071984, 1.090396,
2.100000, 0.623544, 8.920318, 71.713674, 15.642230, -0.044641, 0.069534, 1.085442,
2.200000, 0.702821, 9.274685, 72.167522, 15.206803, -0.045821, 0.066893, 1.086240,
2.300000, 0.782017, 9.715277, 72.138258, 14.965870, -0.046485, 0.063755, 1.086953,
2.400000, 0.752345, 9.771762, 72.159573, 14.841244, -0.044738, 0.069194, 1.090417,
2.500000, 0.803606, 9.679866, 72.249987, 14.392824, -0.047434, 0.066765, 1.091471,
2.600000, 0.779725, 9.516897, 72.272955, 13.555593, -0.045335, 0.070649, 1.098727,
2.700000, 0.765364, 8.868242, 70.346768, 13.330265, -0.044955, 0.073137, 1.098992,
2.800000, 0.793744, 9.120558, 70.440419, 12.709103, -0.042853, 0.077697, 1.101405,
2.900000, 0.783032, 9.302058, 70.925878, 11.919945, -0.044626, 0.079158, 1.103562,
3.000000, 0.804150, 9.460153, 70.911260, 11.266486, -0.043862, 0.079699, 1.098005,
3.100000, 0.763030, 9.260351, 70.934693, 11.391607, -0.043015, 0.087048, 1.111183,
3.200000, 0.774152, 9.382131, 71.045289, 11.311406, -0.046375, 0.082236, 1.086922,
3.300000, 0.803588, 9.547374, 71.081857, 11.487740, -0.046644, 0.085303, 1.094381,
3.400000, 0.774757, 11.454280, 69.168203, 11.380696, -0.043607, 0.086258, 1.091691,
3.500000, 0.875300, 17.272595, 69.240278, 11.420930, -0.044503, 0.085871, 1.123115,
3.600000, 0.786201, 20.613363, 69.737283, 11.726000, -0.039982, 0.088170, 1.080869,
3.700000, 0.778224, 21.200921, 69.747491, 11.862770, -0.046872, 0.090536, 1.091387,
3.800000, 0.781284, 21.361700, 69.859237, 11.043727, -0.029567, 0.082349, 1.052533,
3.900000, 0.789886, 19.186384, 70.339478, 11.707526, -0.027707, 0.083339, 1.104892,
4.000000, 0.795733, 18.110546, 70.330886, 12.171838, -0.030278, 0.080488, 1.090281,
