host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
42,1,0,217.6941,1,0,0,3,3.4,3,Null,Inf,Inf,Inf,Inf,Inf,Inf,220.6,-217.6,-6.4,Null,Null,Null
43,1,0,Inf,Null,0,0,3,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
42,1,0,Inf,1,0,0,3.2,Null,3.2,3.2,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf
43,1,0,173.5655,1,0,0,3.2,3.2,2.8,Null,176.4,-173,14,671.8,666.2,73.2,Inf,Inf,Inf,Null,Null,Null
42,1,0,Inf,Null,0,0,3.6,Null,2.4,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
42,1,0,30.2979,Null,-1,0,3.4,Null,2.8,Null,32.2,-28.6,10,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
43,1,0,125.9582,Null,-1,0,Null,Null,3,Null,Null,Null,Null,Null,Null,Null,122.4,125.2,-13.8,Null,Null,Null
43,1,0,378.0026,Null,-1,0,4,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,381,-378,1.4,Null,Null,Null
41,1,0,Inf,Null,-1,0,4,Null,2.6,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null
41,1,0,133.3906,1,-1,0,4,3.8,2.8,Null,Inf,Inf,Inf,435,-435.6,-36,135.8,-133,-10.2,Null,Null,Null
42,1,0,227.7768,2,-1,0,4.2,3.8,2.8,3,Inf,Inf,Inf,112.2,-115.4,4.6,Inf,Inf,Inf,230.4,227.2,-16.2
41,1,0,95.3186,Null,-1,0,4.2,Null,3,Null,Inf,Inf,Inf,Null,Null,Null,91.4,94,-15.8,Null,Null,Null
42,2,0,112.4349,2,-1,0,5.8,3,3,Null,122,-116,23.6,109.4,-112.4,2.8,Inf,Inf,Inf,Null,Null,Null
42,1,0,148.8048,1,-1,0,3.8,3,3.2,Null,3049.6,-3041,178,145.8,-148.8,-1.2,Inf,Inf,Inf,Null,Null,Null
41,1,0,168.6267,1,-1,0,4.2,3,3.2,Null,369.6,373.6,-9,165.8,-168.6,-3,Inf,Inf,Inf,Null,Null,Null
42,1,0,167.0307,1,-1,0,4.2,3,3.2,Null,127.4,-122.6,21,164.2,-167,-3.2,Inf,Inf,Inf,Null,Null,Null
42,1,0,301.2688,1,-1,0,4.4,3,3.2,4.2,Inf,Inf,Inf,298.6,-300.8,-16.8,Inf,Inf,Inf,17.2,-20.6,-18.2
40,1,0,826.5074,1,-1,0,4.6,2.8,3.4,3.8,Inf,Inf,Inf,824.2,-822,-86.2,87.6,-84.2,-2,Inf,Inf,Inf
40,2,0,672.3697,2,-1,0,7.2,3,3.4,Null,68.6,-61.4,25.4,669.8,-670,-56.4,132.4,-128.8,0.2,Null,Null,Null
40,2,0,630.0668,2,-1,0,7.4,3,3.4,Null,5645.8,5616.2,671.4,627.4,-628.4,-45.8,254.6,-250.8,9,Null,Null,Null
39,2,0,240.8892,2,-1,-1,8.4,3,3.4,Null,1850,-1834.2,-150.8,Inf,Inf,Inf,244.6,-240.6,11.8,Null,Null,Null
39,2,0,2056.4684,2,-1,-1,7.4,3,3.6,3.6,63.2,-55.8,25.4,2058.8,2045.8,209.2,104,-100,2,Inf,Inf,Inf
39,2,0,898.4461,2,-1,-1,6.2,3,3.6,4,42.2,48.4,10.8,895.8,-896.4,-60.6,101.2,-97.6,-2,Inf,Inf,Inf
40,2,0,723.3129,2,-1,-1,5.8,3,3.4,4,189.4,193.8,-15.8,725.6,719.8,71.2,100.4,-97,-3.6,Inf,Inf,Inf
40,2,0,3635.4798,2,-1,-1,6.8,3,3.8,4.6,63.6,-55.6,23.6,3638,3625.2,273.2,235.4,236.8,-41.8,34.2,26.6,-15.6
38,2,0,6098.6876,2,-1,-1,6.8,3,3.2,2.6,182.2,-174.6,26.8,6101.2,6086.8,380.6,55.2,-52,-8.4,Inf,Inf,Inf
38,2,0,361.3776,2,-1,-1,7,3,4,2.6,202.6,-195,27.4,363.8,359.6,35.8,1547.8,1535.4,-233,Inf,Inf,Inf
39,2,0,9043.8964,2,-1,-1,7.4,3,4,2.6,201.8,-193.8,27.4,9046.6,9033.4,435.6,Inf,Inf,Inf,Inf,Inf,Inf
39,2,0,856.5938,2,-1,-1,7.6,3,4.2,2.6,220,-211.8,27.8,Inf,Inf,Inf,851,843,-152,Inf,Inf,Inf
37,2,0,13571.1035,2,-1,-1,8.2,3,3.2,2.6,250,-241.6,25,13573.8,13563.4,457.2,115.8,-112.4,-4.8,Inf,Inf,Inf
37,2,0,632.304,2,-1,-1,8.8,3,3,2.6,448.6,-439.8,19,635,631.4,33.8,41.6,-38.6,-13.6,Inf,Inf,Inf
37,2,0,Inf,2,-1,-1,8.8,3,Null,2.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
37,2,0,159.3669,3,-1,-1,9,3,4.8,2.6,Inf,Inf,Inf,Inf,Inf,Inf,152.4,153.4,-43.2,Inf,Inf,Inf
38,2,0,271.0357,3,-1,-1,9,3,2.8,2.6,Inf,Inf,Inf,Inf,Inf,Inf,263.8,262,-69.4,Inf,Inf,Inf
38,2,0,34.5254,3,-1,-1,9,3,4.8,2.6,Inf,Inf,Inf,Inf,Inf,Inf,38.8,-34,-6,Inf,Inf,Inf
36,2,0,373.5745,3,-1,-1,9,3,Null,2.6,381.8,-372.4,29.6,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
37,3,0,34.6554,3,-1,-1,9.2,3,5.2,2.6,Inf,Inf,Inf,Inf,Inf,Inf,39.6,-34.2,-5.6,Inf,Inf,Inf
36,3,0,148.0066,3,-1,-1,9.2,2.8,2.8,2.6,Inf,Inf,Inf,Inf,Inf,Inf,152.8,-148,1.4,Inf,Inf,Inf
36,3,0,114.9896,3,-1,-1,9.2,2.8,5.4,2.6,Inf,Inf,Inf,Inf,Inf,Inf,121.2,-114.8,6.6,Inf,Inf,Inf
36,3,0,52.298,3,-1,-1,9.4,2.8,5.6,2.6,Inf,Inf,Inf,Inf,Inf,Inf,58.2,-52.2,-3.2,Inf,Inf,Inf
37,3,0,146.6671,3,-1,-1,9.4,2.8,5.8,2.6,Inf,Inf,Inf,Inf,Inf,Inf,137.8,139,-46.8,Inf,Inf,Inf
35,3,0,24362.5396,3,-1,-1,9.4,2.8,5.8,2.6,Inf,Inf,Inf,24359.6,-24354.2,637.4,534.4,530,-115.2,Inf,Inf,Inf
35,2,0,384.5372,2,-1,-1,Null,2.8,6,2.6,Null,Null,Null,381.4,-383.8,23.8,115.4,-108.2,6,Inf,Inf,Inf
35,2,0,20885.7896,2,-1,-1,Null,2.6,6.2,2.6,Null,Null,Null,20883,-20882.6,365,126,-118.4,7.8,Inf,Inf,Inf
35,1,0,1005.6538,1,-1,-1,2.2,2.6,6.4,2.6,Inf,Inf,Inf,1008.2,1005.6,-10.4,154.4,-146.2,12.8,Inf,Inf,Inf
35,2,0,459.0211,2,-1,-1,Null,2.6,6.4,2.6,Null,Null,Null,461.6,459,4.4,162.6,-154.4,12.2,Inf,Inf,Inf
36,3,0,125.7518,3,-1,-1,10,2.6,6.6,2.6,Inf,Inf,Inf,128,125.4,9.4,876.4,865,-189.8,Inf,Inf,Inf
36,3,0,219.1389,3,-1,-1,10,2.6,7,2.6,Inf,Inf,Inf,221.6,219,7.8,460,-445,73.6,Inf,Inf,Inf
34,3,0,18855.491,3,-1,-1,10,2.6,7,2.6,Inf,Inf,Inf,18852.8,-18852.4,341.4,518.8,-503.6,80,Inf,Inf,Inf
34,2,0,10412.6479,2,-1,-1,7.6,2.6,7.2,2.4,Inf,Inf,Inf,10409.8,-10408.4,297.4,192.2,194.8,-55.2,Inf,Inf,Inf
35,2,0,9085.4545,2,-1,-1,7.8,2.6,7.4,2.4,39.4,46.8,23,9082.6,-9081.4,271.4,108.4,114,-33.4,Inf,Inf,Inf
33,1,0,249.2388,1,-1,-1,2.2,2.6,Null,2.4,Inf,Inf,Inf,251.8,249.2,4.4,Null,Null,Null,Inf,Inf,Inf
32,Null,0,Inf,Null,-1,-1,Null,2.6,Null,2.4,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
32,2,0,99.4726,2,-1,-1,7.6,2.6,Null,2.4,90,97.4,20.2,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
31,1,0,157.4885,1,-1,-1,2.4,2.6,Null,2.4,154,155.8,23,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
30,1,0,Inf,1,-1,-1,2.2,2.2,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
30,1,0,Inf,1,-1,-1,2,2.4,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
29,1,0,10158.8937,1,-1,-1,2,2.6,Null,2.4,10160.6,-10157.4,174.2,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
30,1,0,Inf,1,-1,-1,2,2.4,Null,2.4,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
28,1,0,Inf,1,-1,-1,2,2.4,9,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
29,1,0,Inf,1,-1,-1,2,2.4,9,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
27,1,0,Inf,Null,-1,-1,2,Null,Null,2.2,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null,Inf,Inf,Inf
26,1,0,Inf,1,-1,-1,2,2.6,9,2.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
