host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
63,2,0,462.2665,2,0,0,Null,6.4,6,4.4,Null,Null,Null,664.6,-669.4,-39,Inf,Inf,Inf,456.8,-459.4,-51.4
62,2,0,1874.5527,2,0,0,Null,6.6,6,4.4,Null,Null,Null,7003.4,6973.4,582.4,Inf,Inf,Inf,1869.2,-1867.4,-163.6
62,2,0,1661.4759,3,0,0,6,6.6,6,4.6,Inf,Inf,Inf,2727.4,2709.4,259.2,Inf,Inf,Inf,1656,-1654.6,-151
62,2,0,1497.2831,3,0,0,6,6.8,6,4.6,Inf,Inf,Inf,660.2,-665.2,-40,Inf,Inf,Inf,1491.8,-1491.4,-132.6
64,2,0,412.4713,3,0,0,6,7,6,4.8,Inf,Inf,Inf,6112,6082.8,531.4,Inf,Inf,Inf,406.4,-409,-53.4
63,2,0,4711.0645,3,0,0,6,7.2,6,5,Inf,Inf,Inf,6160.6,6136,475,Inf,Inf,Inf,4705,-4689.6,-449.2
63,2,0,5949.3917,3,0,0,6,7.2,6,5,Inf,Inf,Inf,516.6,506.4,67,Inf,Inf,Inf,5943.4,-5926.2,-524.8
63,2,0,255.4116,3,0,0,6,7.4,6,5.2,Inf,Inf,Inf,720.8,-726.6,-40,Inf,Inf,Inf,248.6,-251.8,-42.8
63,2,0,6465.2141,3,0,0,6,7.6,6,5.2,Inf,Inf,Inf,3318.6,3299,293,Inf,Inf,Inf,6459,-6441.4,-554.4
65,2,0,6184.0207,3,0,0,6,7.8,6,5.4,Inf,Inf,Inf,3595.6,3575.6,308.2,Inf,Inf,Inf,6177.6,-6155.6,-592.2
65,2,0,470.5453,3,0,0,6,7.8,6,5.6,Inf,Inf,Inf,557.8,547,68.6,Inf,Inf,Inf,463.4,-466.2,-63.8
65,2,0,523.3598,3,0,0,6,8,6,5.6,Inf,Inf,Inf,675.8,-682.4,-35,Inf,Inf,Inf,529.4,522.8,24.2
64,2,0,482.5828,3,0,0,6,8.2,6,5.8,Inf,Inf,Inf,817,-823.6,-43.2,Inf,Inf,Inf,475.4,-478.4,-63.4
64,2,0,3506.5073,3,0,0,6,8.2,6,5.8,Inf,Inf,Inf,598.8,587.6,71,Inf,Inf,Inf,3499.6,-3493.2,-305.2
64,2,0,2933.6274,3,0,0,6,8.4,6,6,Inf,Inf,Inf,714,-721,-35.2,Inf,Inf,Inf,2926.4,-2918,-302.4
66,2,0,7213.907,3,0,0,6,8.6,6,6,Inf,Inf,Inf,8391.2,8358,654.6,Inf,Inf,Inf,7206.8,-7184,-656.2
66,2,0,2287.3552,3,0,0,6,8.6,6,6.2,Inf,Inf,Inf,6637,6605.6,562.2,Inf,Inf,Inf,2279.8,-2275.6,-231.6
66,2,0,510.1398,3,0,0,6,8.8,6,6.4,Inf,Inf,Inf,8391.2,8357.8,654.8,Inf,Inf,Inf,502.2,-505.8,-66.4
66,2,0,725.3443,3,0,0,6,9,6,6.4,Inf,Inf,Inf,7947.6,7919.6,562,Inf,Inf,Inf,732.4,724.4,37
65,2,0,2120.7379,3,0,0,6,9,6,6.6,Inf,Inf,Inf,3788.2,3766.6,321.2,Inf,Inf,Inf,2112.8,-2109.4,-219
65,2,0,678.5739,3,0,0,6,9.2,6,6.6,Inf,Inf,Inf,576.8,565.2,64.8,Inf,Inf,Inf,685.8,677.8,32.4
65,2,0,7396.0468,3,0,0,6,9.4,6,6.8,Inf,Inf,Inf,587.2,-595.8,-20.2,Inf,Inf,Inf,7388,-7365.4,-672.6
65,2,0,822.7455,3,0,0,6,9.4,6,6.8,Inf,Inf,Inf,532.8,521.2,62,Inf,Inf,Inf,830.2,821.6,43.4
65,2,0,3509.7556,3,0,0,6,9.6,6,7,Inf,Inf,Inf,4304.4,4284.6,309.8,Inf,Inf,Inf,3501.6,-3496.6,-303.6
