host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
70,2,0,Inf,3,0,0,6.4,6.8,6.2,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.4,6.8,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.4,6.8,6.2,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.4,6.8,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.4,6.8,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,555.2001,3,0,0,6.2,6.8,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,561.2,555.2,-0.4
69,2,0,438.3982,3,0,0,6.2,6.8,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,431.6,-436.8,-37.4
67,2,0,442.7993,3,0,0,6.2,7,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,436,-441.2,-37.6
67,2,0,460.8043,3,0,0,6.2,7,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,466.8,460.8,-2
68,2,0,4258.7459,3,0,0,6.2,7,6.2,6,Inf,Inf,Inf,Inf,Inf,Inf,4264.4,-4254,-201,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.2,7,6.2,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.2,7,6.2,6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.2,7,6.2,6.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
67,2,0,Inf,3,0,0,6.2,7,6,6.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,440.0292,3,0,0,6.4,6.8,6,6.2,Inf,Inf,Inf,446.6,439.8,14.2,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,710.6003,3,0,0,6.4,6.8,6,6.2,704.2,710.6,-0.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,14267.8801,3,1,0,6.4,6.8,6,6.2,14273.8,-14255.8,587,423.2,416.4,9.2,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,15053.5886,3,1,0,6.4,6.8,6,6.2,15059.6,-15041.2,610.6,378.2,371.4,9,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,705.26,3,1,0,6.4,6.8,6,6.2,699,705.2,-9.2,1038.2,1031.2,-13,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,7408.8882,3,1,0,6.4,6.8,6,6.2,6591.2,-6578.8,290.6,902.6,895.6,-10.4,Inf,Inf,Inf,7402.2,-7406.4,-192
67,2,0,614.2495,3,1,0,6.4,6.8,6,6.2,608,614.2,-7.8,423.2,416.4,9,Inf,Inf,Inf,Inf,Inf,Inf
67,2,0,159.1623,3,1,0,6.4,6.8,6.2,6.2,Inf,Inf,Inf,387.4,380.6,9.2,Inf,Inf,Inf,152,-158,-19.2
67,2,0,310.9246,3,1,0,6.6,6.8,6.2,6.2,304.2,310.8,8.8,432.6,425.8,9.2,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,554.0009,3,1,0,6.6,6.8,6.2,Null,547.4,554,1,441.8,435,9,Inf,Inf,Inf,Null,Null,Null
66,2,0,310.5136,3,1,0,6.6,6.8,6.2,6,303.8,310.4,8.4,971.8,964.8,-12.2,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,614.2495,3,1,0,6.4,6.8,6.2,6,608,614.2,-7.8,404.6,397.8,8.8,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,705.46,3,1,0,6.6,6.8,6.2,6,699,705.4,-9.2,493,486.2,3.6,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,660.4641,3,1,0,6.6,6.8,6.2,6,654,660.4,-9.2,443.6,436.8,4.4,Inf,Inf,Inf,Inf,Inf,Inf
67,2,0,601.2,3,1,1,6.6,6.8,6.2,6,613.4,619.8,-7.6,360.4,353.6,8.8,595,601.2,0.2,Inf,Inf,Inf
67,2,0,451.6214,3,1,1,6.6,6.8,6.2,Null,602.2,608.6,-8,353.6,346.8,9,445.4,451.6,-4.4,Null,Null,Null
66,2,0,513.4025,3,1,1,6.6,6.8,6.2,Null,551.8,558.2,-7,313.8,307,9.2,507.2,513.4,-1.6,Null,Null,Null
66,2,0,537.6009,3,1,1,6.6,6.8,6.2,6,480.8,487.2,-5.4,359.2,352.4,4.8,531.4,537.6,-1,Inf,Inf,Inf
66,2,0,527.2009,3,1,1,6.6,6.8,6.2,6,5365.2,-5350.4,306.2,326.8,320,5.4,521,527.2,-1,Inf,Inf,Inf
65,2,0,5558.6933,3,1,1,6.6,6.8,6.2,6,627.8,634,-16.2,376.4,369.6,4.4,5564.2,-5552.6,-260.2,Inf,Inf,Inf
65,2,0,426.3329,3,1,1,6.6,6.8,6.2,6,4557.2,-4542.8,276.2,347,340.2,4.8,431.6,-424.6,-38.4,Inf,Inf,Inf
65,2,0,666.2119,3,1,1,6.6,6.8,6.4,6,659.8,666,-16.8,337.2,330.4,5.2,Inf,Inf,Inf,Inf,Inf,Inf
66,2,0,461.0191,3,1,1,6.6,6.8,6.4,Null,4816,-4801.4,287.2,265.2,258.4,9,454.6,461,-4.2,Null,Null,Null
65,2,0,491.6033,3,1,1,6.6,6.8,6.4,Null,627.8,634,-16.2,270.6,263.8,9.2,485.2,491.6,-1.8,Null,Null,Null
66,2,0,520.226,3,1,1,6.6,6.8,6.4,Null,648.2,654.4,-18.4,255.2,248.4,9,514,520.2,5.2,Null,Null,Null
66,2,0,470.817,3,1,1,6.6,6.8,6.4,Null,Inf,Inf,Inf,260.2,253.4,8.8,464.6,470.8,4,Null,Null,Null
66,2,0,475.6021,3,1,1,6.6,6.8,6.4,Null,236.4,243,4.8,230.8,224,9.4,469.2,475.6,-1.4,Null,Null,Null
