時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, -0.025733, 0.340607, 3.552768, 1.259586, -0.001825, 0.002047, 0.051950,
0.100000, -0.384982, 7.210054, 69.761135, 25.176390, -0.014120, 0.024100, 1.061562,
0.200000, -0.363607, 7.089129, 68.791146, 27.015873, -0.006253, 0.018795, 1.058529,
0.300000, -0.381844, 6.337742, 68.786475, 27.971474, -0.008317, 0.013662, 1.062573,
0.400000, -0.365265, 5.739789, 69.217433, 24.592019, -0.008918, 0.016778, 1.074746,
0.500000, -0.367454, 5.150173, 69.381133, 18.250045, 0.004567, 0.026107, 1.076518,
0.600000, -0.379745, 5.218198, 69.396440, 14.492921, -0.008117, 0.034531, 1.081127,
0.700000, -0.387855, 6.008542, 68.123126, 13.413768, -0.001163, 0.054568, 1.061623,
0.800000, -0.395027, 7.628389, 67.584916, 12.785576, -0.003777, 0.075607, 1.058496,
0.900000, -0.389348, 9.236815, 67.590604, 10.745515, 0.001791, 0.101651, 1.062622,
1.000000, -0.375998, 8.013732, 68.005681, 8.279545, -0.000199, 0.122137, 1.068385,
1.100000, -0.393583, 7.020501, 68.192625, 7.722356, 0.004652, 0.133742, 1.073803,
1.200000, -0.381407, 6.835246, 68.187515, 9.569951, 0.007882, 0.135398, 1.081767,
1.300000, -0.390052, 7.303327, 68.183452, 13.976602, 0.008197, 0.127668, 1.076742,
1.400000, -0.410849, 8.189987, 68.191313, 17.951682, 0.009551, 0.115286, 1.063741,
1.500000, -0.382268, 9.372490, 68.607934, 19.464708, 0.010497, 0.103004, 1.070209,
1.600000, -0.385774, 10.617779, 67.119693, 20.770506, 0.015990, 0.081823, 1.076314,
1.700000, -0.378739, 10.687988, 68.077865, 23.035494, 0.013125, 0.062238, 1.076351,
1.800000, -0.420098, 10.356263, 67.115690, 25.047649, 0.007294, 0.053953, 1.054332,
1.900000, -0.397492, 10.568570, 66.406713, 25.874315, 0.007898, 0.038424, 1.065629,
2.000000, -0.301110, 11.261033, 66.798567, 25.848905, 0.019516, 0.027647, 1.094436,
2.100000, -0.326800, 11.099448, 66.984507, 25.954412, 0.016398, 0.018419, 1.091167,
2.200000, -0.363084, 10.323852, 66.978523, 24.831331, -0.000263, 0.025059, 1.051971,
2.300000, -0.372438, 10.038072, 66.964856, 23.941907, 0.011062, 0.048694, 1.007836,
2.400000, -0.317782, 8.678148, 66.974196, 24.021554, 0.011174, 0.053535, 1.024225,
2.500000, -0.308874, 9.056154, 66.972693, 24.043704, 0.019707, 0.051518, 1.057688,
2.600000, -0.302364, 10.046135, 66.977714, 23.605948, 0.016869, 0.028844, 1.093399,
2.700000, -0.314587, 10.334761, 66.977171, 22.194942, 0.010815, 0.041474, 1.099802,
2.800000, -0.329955, 11.180739, 67.397096, 21.337593, 0.014958, 0.055910, 1.085767,
2.900000, -0.373752, 11.096870, 67.583242, 21.852441, 0.014957, 0.059030, 1.075791,
3.000000, -0.376396, 10.185649, 66.344909, 23.707549, 0.016224, 0.062113, 1.056984,
3.100000, -0.378561, 9.355236, 65.822131, 26.758881, 0.016103, 0.058917, 1.057985,
3.200000, -0.354963, 8.841016, 65.812425, 28.816537, 0.018037, 0.048627, 1.059454,
3.300000, -0.371184, 8.572632, 65.812301, 28.444547, 0.018622, 0.040331, 1.069389,
3.400000, -0.380364, 8.665283, 65.813513, 27.327382, 0.020064, 0.036541, 1.067685,
