時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, -0.045250, 0.521037, 4.064461, 1.155189, 0.001398, 0.002047, 0.052988,
0.100000, -0.279257, 11.221639, 81.253538, 22.040653, 0.023870, 0.031285, 1.068480,
0.200000, -0.289492, 11.565094, 81.314764, 21.854916, 0.024333, 0.029628, 1.066984,
0.300000, -0.294411, 12.084393, 81.315104, 21.745272, 0.025255, 0.033686, 1.067184,
0.400000, -0.318497, 12.296763, 81.317246, 21.655223, 0.022603, 0.032561, 1.046666,
0.500000, -0.280068, 12.692707, 81.308443, 20.961523, 0.025304, 0.037993, 1.057403,
0.600000, -0.296545, 13.012827, 81.318425, 20.258288, 0.027588, 0.040310, 1.071103,
0.700000, -0.270921, 13.643295, 81.309705, 19.314328, 0.028231, 0.050732, 1.075745,
0.800000, -0.360040, 14.246774, 81.309019, 19.264946, 0.026137, 0.058675, 1.039029,
0.900000, -0.298903, 15.014370, 81.306278, 19.478008, 0.027735, 0.052914, 1.068245,
1.000000, -0.282208, 16.220369, 81.315214, 19.307301, 0.033572, 0.049372, 1.093842,
1.100000, -0.317153, 16.539590, 81.874309, 19.950900, 0.016132, 0.053200, 1.057537,
1.200000, -0.388734, 15.756917, 81.313010, 20.363374, 0.031498, 0.077979, 0.989562,
1.300000, -0.364424, 15.577214, 81.891404, 20.245922, 0.032472, 0.093412, 1.018355,
1.400000, -0.327445, 15.535011, 81.893546, 21.490563, 0.032431, 0.061182, 1.056145,
1.500000, -0.270142, 15.771663, 81.880584, 23.093629, 0.031268, 0.040570, 1.085293,
1.600000, -0.305674, 15.261598, 81.901995, 23.906563, 0.029782, 0.044164, 1.082963,
1.700000, -0.291954, 14.076037, 81.891842, 24.115482, 0.028135, 0.033870, 1.069354,
1.800000, -0.328578, 13.406924, 81.797644, 25.029593, 0.032190, 0.036936, 1.061174,
1.900000, -0.282830, 13.416603, 79.511142, 26.383541, 0.033434, 0.029704, 1.052657,
2.000000, -0.268035, 13.743771, 79.518976, 26.988729, 0.030344, 0.025257, 1.062428,
2.100000, -0.260878, 14.236212, 79.536870, 27.735469, 0.033059, 0.018750, 1.073379,
2.200000, -0.258593, 15.097910, 79.524886, 28.089775, 0.033467, 0.003900, 1.067449,
2.300000, -0.292710, 14.885932, 79.528101, 28.167303, 0.033289, 0.003087, 1.066308,
2.400000, -0.298361, 14.600454, 79.527543, 28.404270, 0.034389, -0.004263, 1.060326,
2.500000, -0.284506, 14.331853, 79.544865, 28.273378, 0.030228, -0.006937, 1.052140,
2.600000, -0.318675, 14.430725, 80.127734, 28.349074, 0.035470, -0.008282, 1.056690,
2.700000, -0.239895, 14.537782, 80.122854, 27.934310, 0.035572, 0.001108, 1.061068,
2.800000, -0.297993, 14.439871, 80.119041, 27.789287, 0.032084, 0.004787, 1.046812,
2.900000, -0.288199, 14.902632, 80.127832, 27.851593, 0.034466, 0.002359, 1.032008,
3.000000, -0.295788, 14.925006, 80.114432, 28.126054, 0.034707, 0.009072, 1.032555,
3.100000, -0.272281, 14.700583, 80.122731, 28.954222, 0.033485, 0.012433, 1.047440,
3.200000, -0.262536, 15.007239, 80.112104, 30.282767, 0.040076, -0.007909, 1.052782,
3.300000, -0.261624, 15.282922, 80.120669, 31.914970, 0.034154, -0.005355, 1.065524,
3.400000, -0.260645, 15.530148, 80.117710, 32.545757, 0.037187, -0.011269, 1.077257,
3.500000, -0.271923, 15.981549, 80.115511, 32.156122, 0.034931, -0.028405, 1.062340,
3.600000, -0.302261, 17.172475, 80.122434, 32.091684, 0.036856, -0.032031, 1.053624,
3.700000, -0.297955, 18.559264, 80.136195, 31.790351, 0.035952, -0.032131, 1.028141,
3.800000, -0.276670, 19.652085, 80.718256, 31.765008, 0.037673, -0.027125, 1.026131,
3.900000, -0.307008, 21.145871, 80.715100, 31.425748, 0.033863, -0.018938, 1.036313,
4.000000, -0.255235, 24.843638, 80.694728, 30.215058, 0.033680, -0.024875, 1.040667,
4.100000, -0.291351, 27.418924, 80.712849, 29.585972, 0.037418, -0.020163, 1.053806,
4.200000, -0.287166, 28.677189, 80.678471, 29.693527, 0.041034, -0.008407, 1.046671,
4.300000, -0.285024, 29.836534, 80.141065, 31.099410, 0.051276, -0.014118, 1.058889,
4.400000, -0.286863, 29.823951, 80.692967, 33.353839, 0.059173, -0.018174, 1.056437,
4.500000, -0.293250, 26.547955, 80.112372, 34.372286, 0.059377, -0.024610, 1.051022,
4.600000, -0.317692, 21.175798, 80.125785, 34.480340, 0.067554, -0.029645, 1.054703,
4.700000, -0.283945, 18.818399, 80.113290, 34.404117, 0.068274, -0.042498, 1.049056,
4.800000, -0.247659, 19.646064, 80.104445, 34.422558, 0.069283, -0.054936, 1.068738,
4.900000, -0.248853, 18.145855, 79.524898, 34.011453, 0.068169, -0.054995, 1.054200,
5.000000, -0.254519, 16.587559, 79.530236, 33.382529, 0.061315, -0.058311, 1.039165,
5.100000, -0.246406, 15.856262, 79.533806, 31.694809, 0.068064, -0.050186, 1.039332,
5.200000, -0.212484, 14.791565, 79.611232, 30.078010, 0.067045, -0.041851, 1.049816,
5.300000, -0.254221, 12.778802, 81.898770, 29.353702, 0.063862, -0.031806, 1.050893,
5.400000, -0.221116, 9.457326, 81.308738, 29.023945, 0.062009, -0.019522, 1.050413,
5.500000, -0.216580, 8.333717, 81.303491, 28.876489, 0.062966, -0.008984, 1.065316,
5.600000, -0.225901, 8.921121, 81.307683, 28.793056, 0.060898, -0.006159, 1.073259,
5.700000, -0.231030, 9.202774, 81.304345, 28.757096, 0.052448, -0.000701, 1.070173,
5.800000, -0.251095, 8.722593, 81.311462, 29.594976, 0.059083, 0.002965, 1.055474,
5.900000, -0.216625, 7.615303, 81.310336, 31.256694, 0.057810, -0.015048, 1.069948,
6.000000, -0.221248, 7.156578, 81.285315, 32.855058, 0.056716, -0.020889, 1.067872,
6.100000, -0.254972, 7.038959, 80.704230, 33.089972, 0.062917, -0.014034, 1.085489,
6.200000, -0.231345, 6.339431, 80.701328, 32.778980, 0.055573, -0.032055, 1.071398,
6.300000, -0.298117, 4.524853, 80.782145, 32.713245, 0.054712, -0.035849, 1.049115,
6.400000, -0.294848, 2.870053, 83.097560, 32.684892, 0.053993, -0.042527, 1.030463,
6.500000, -0.279805, 3.066715, 83.083084, 32.772369, 0.049672, -0.044168, 1.035350,
6.600000, -0.265759, 3.908508, 83.091234, 32.744046, 0.047738, -0.042513, 1.063348,
6.700000, -0.271255, 4.520632, 83.079407, 32.116268, 0.047287, -0.040550, 1.098818,
6.800000, -0.307227, 4.646234, 83.082316, 31.813138, 0.040510, -0.035136, 1.088809,
6.900000, -0.370694, 5.091536, 83.079928, 31.342715, 0.039996, -0.036339, 1.055673,
7.000000, -0.385256, 4.361513, 83.079651, 31.520824, 0.045136, -0.031113, 1.026297,
7.100000, -0.370666, 3.508010, 83.089049, 31.593733, 0.044513, -0.034803, 1.045493,
7.200000, -0.380683, 2.831293, 83.087819, 31.037584, 0.042716, -0.021699, 1.051400,
7.300000, -0.377230, 2.432649, 83.089245, 30.420770, 0.042374, -0.017971, 1.049308,
7.400000, -0.387687, 2.100476, 83.086959, 30.587947, 0.033532, -0.014716, 1.043329,
7.500000, -0.358148, 2.126006, 83.088061, 30.461633, 0.038114, -0.014971, 1.045946,
7.600000, -0.356285, 2.715994, 83.089196, 30.865574, 0.032415, -0.015165, 1.053374,
7.700000, -0.317342, 2.975018, 83.084773, 31.182288, 0.030370, -0.015740, 1.054228,
7.800000, -0.301798, 2.474218, 83.089628, 31.413613, 0.028237, -0.015425, 1.053078,
7.900000, -0.312311, 1.361779, 83.089672, 31.798887, 0.026158, -0.017160, 1.052349,
8.000000, -0.326981, 0.995038, 83.084102, 31.961253, 0.022096, -0.011093, 1.002939,
8.100000, -0.309872, 0.988531, 83.076436, 31.998203, 0.021794, -0.022593, 1.033740,
8.200000, -0.294706, 1.065408, 83.074110, 31.845928, 0.018258, -0.034056, 1.055473,
8.300000, -0.285994, 1.073844, 83.082847, 32.129550, 0.013802, -0.037107, 1.060488,
8.400000, -0.312972, 1.115050, 83.026483, 32.214353, 0.007337, -0.035263, 1.056287,
8.500000, -0.299252, 1.054802, 80.690517, 32.156025, 0.005892, -0.036566, 1.061960,
8.600000, -0.288956, 1.018875, 80.720482, 31.389165, 0.005668, -0.038844, 1.044919,
8.700000, -0.290479, 0.998911, 81.311730, 30.094385, 0.004030, -0.030765, 1.032157,
8.800000, -0.282699, 1.002406, 81.305033, 29.134384, 0.005361, -0.030596, 1.038768,
8.900000, -0.247989, 1.052253, 81.307649, 28.088766, 0.002682, -0.025891, 1.052455,
9.000000, -0.260395, 1.140146, 81.333483, 27.384964, 0.002179, -0.017257, 1.063223,
9.100000, -0.393195, 1.251570, 81.409428, 28.052651, 0.004601, -0.009512, 1.061917,
9.200000, -0.266652, 1.587819, 81.334433, 26.802991, 0.003204, -0.003342, 1.067045,
9.300000, -0.288962, 1.688870, 81.326243, 26.285380, 0.001631, 0.008237, 1.067227,
