host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
74,2,0,457.1881,2,0,0,6.4,5.4,5.8,4,Inf,Inf,Inf,440.2,432.6,52.6,Inf,Inf,Inf,452.6,-455.8,-35.6
73,2,0,415.35,3,0,0,6.4,5.6,5.8,4.2,Inf,Inf,Inf,7115.8,7091.8,522.2,Inf,Inf,Inf,410.4,-413.4,-40.2
73,2,0,415.3694,3,0,0,6.4,5.8,5.8,4.2,Inf,Inf,Inf,8612.4,8587.2,588.8,Inf,Inf,Inf,410.4,-413.4,-40.4
75,2,0,381.0013,3,0,0,6.4,5.8,5.8,4.4,Inf,Inf,Inf,7577.8,7548,612.4,Inf,Inf,Inf,375.8,-379,-39
75,2,0,5807.807,3,0,0,6.6,6,5.8,4.4,Inf,Inf,Inf,8602.6,8571.4,668,Inf,Inf,Inf,5802.8,-5794.4,-394.4
74,2,0,418.823,3,0,0,6.6,6.2,5.8,4.6,Inf,Inf,Inf,4192.4,4176,302.6,Inf,Inf,Inf,413.2,-416.2,-46.8
77,2,0,1877.1344,3,0,0,6.6,6.4,5.8,4.6,Inf,Inf,Inf,8612.4,8586.6,589.4,Inf,Inf,Inf,1871.6,-1870.2,-161.2
76,2,0,431.0631,3,0,0,6.6,6.6,6,4.8,Inf,Inf,Inf,664.6,-670.2,-30.6,Inf,Inf,Inf,425.2,-428.2,-49.6
75,2,0,491.3409,3,0,0,6.6,6.6,6,4.8,Inf,Inf,Inf,496.8,488,57.2,Inf,Inf,Inf,Inf,Inf,Inf
75,2,0,2179.2465,3,0,0,6.6,6.8,6,5,Inf,Inf,Inf,3972.2,3955.4,291.8,Inf,Inf,Inf,2173.4,-2171.8,-180
77,2,0,537.2028,3,0,0,6.6,7,6,5,Inf,Inf,Inf,8819.2,8787,677.2,Inf,Inf,Inf,542.6,536.8,20.8
77,2,0,6823.8804,3,0,0,6.6,7.2,6,5.2,Inf,Inf,Inf,8841,8813.8,605.2,Inf,Inf,Inf,6817.8,-6800.2,-568
77,2,0,6289.3275,3,0,0,6.6,7.2,6,5.4,Inf,Inf,Inf,586.6,577.2,62.6,Inf,Inf,Inf,6283,-6265.6,-545.8
76,2,0,3324.8998,3,0,0,6.4,7.4,6,5.4,Inf,Inf,Inf,8819,8786.4,677.6,Inf,Inf,Inf,3318.6,-3312,-292.6
79,2,0,1662.8284,3,0,0,6.4,7.6,6,5.6,Inf,Inf,Inf,8602.4,8569.6,669.6,Inf,Inf,Inf,1656.2,-1655.4,-157
78,2,1,3602.0267,2,0,0,Null,7.8,6,5.6,Null,Null,Null,5589,5567.2,408,Inf,Inf,Inf,3595.4,-3588.8,-308.4
77,2,1,3794.7334,3,0,0,Null,7.8,6.2,5.8,Null,Null,Null,674.6,663.8,76,Inf,Inf,Inf,3788,-3781.2,-320.2
78,2,1,578.2768,3,0,0,Null,8,6.2,6,Null,Null,Null,674.2,663.2,75,Inf,Inf,Inf,571,-574,-70.2
79,2,1,3795.6271,3,0,0,6.4,8.2,Null,6,Inf,Inf,Inf,10189.8,10155.2,745.2,Null,Null,Null,3788.6,-3782.4,-316.6
79,Null,1,2400.7747,Null,0,0,Null,8.4,Null,6.2,Null,Null,Null,4858.8,4837,373.8,Null,Null,Null,2393.6,-2391.2,-214.2
79,Null,1,8609.7557,Null,0,0,Null,8.6,Null,6.2,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,8602.6,-8583.6,-670.6
78,Null,1,801.0195,Null,0,0,Null,8.6,Null,6.4,Null,Null,Null,603.2,592.4,64.8,Null,Null,Null,808,800,40.4
79,Null,1,3609.2052,Null,0,0,Null,8.8,Null,6.6,Null,Null,Null,511.4,500.4,60.6,Null,Null,Null,3601.4,-3593.4,-337.4
80,Null,1,7984.3886,Null,0,0,Null,9,Null,6.6,Null,Null,Null,612.8,601.4,66.4,Null,Null,Null,7976.8,-7959.4,-631.2
80,Null,1,777.4713,Null,0,0,Null,9.2,Null,6.8,Null,Null,Null,7303.8,7276.2,532,Null,Null,Null,784.8,776.4,40.8
80,Null,1,806.6907,Null,0,0,Null,9.2,Null,7,Null,Null,Null,522.8,511.4,61.2,Null,Null,Null,798.4,-802.2,-85
79,Null,1,795.3179,Null,0,0,Null,9.4,Null,7,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,802.8,794.4,38.2
79,Null,1,718.8431,Null,0,0,Null,9.6,Null,7.2,Null,Null,Null,5279.6,5259,353.6,Null,Null,Null,710.4,-714.4,-79.8
79,Null,1,695.1672,Null,0,0,Null,9.8,Null,7.4,Null,Null,Null,Inf,Inf,Inf,Null,Null,Null,686.4,-690.8,-77.8
79,Null,1,2211.9238,Null,0,0,Null,9.8,Null,7.4,Null,Null,Null,8612.4,8583.2,592.8,Null,Null,Null,2203.4,-2203.8,-189.4
81,Null,1,606.068,Null,0,0,Null,10,Null,7.6,Null,Null,Null,457.4,445.8,52.2,Null,Null,Null,597,-601.8,-71.8
81,2,1,5102.5884,4,0,0,6.2,10.2,Null,7.6,Inf,Inf,Inf,8597.4,8567.8,592.2,Null,Null,Null,5094,-5087.8,-388.2
