時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.096191, 0.686460, 3.428372, 1.461274, 0.001779, 0.001877, 0.054501,
0.100000, 2.521360, 13.972734, 68.463160, 28.726341, 0.026469, 0.047638, 1.098389,
0.200000, 2.503856, 12.383825, 68.016764, 28.283689, 0.026542, 0.051534, 1.077697,
0.300000, 2.581258, 13.181646, 68.018822, 28.299336, 0.031776, 0.044110, 1.106028,
0.400000, 2.570180, 13.542699, 68.003076, 27.612575, 0.026727, 0.034760, 1.096412,
0.500000, 2.488912, 13.424018, 68.049020, 27.612668, 0.023639, 0.037336, 1.079149,
0.600000, 2.525415, 13.269886, 68.021119, 26.994498, 0.025149, 0.040717, 1.080940,
0.700000, 2.518834, 12.950060, 68.013800, 27.124625, 0.020408, 0.040747, 1.060184,
0.800000, 2.497223, 12.669039, 68.019108, 27.198384, 0.023534, 0.036484, 1.063446,
0.900000, 2.557352, 12.868146, 68.005584, 26.608583, 0.024358, 0.050007, 1.070920,
1.000000, 2.495483, 12.211755, 67.807267, 27.088913, 0.022956, 0.049679, 1.073104,
1.100000, 2.531787, 11.941458, 67.433059, 27.282400, 0.025704, 0.051500, 1.083997,
1.200000, 2.483903, 11.657747, 67.450858, 27.929650, 0.024743, 0.044349, 1.082703,
1.300000, 2.477637, 11.171598, 67.447763, 28.183596, 0.018689, 0.055028, 1.074647,
1.400000, 2.508713, 11.870147, 67.432303, 28.166161, 0.020542, 0.044240, 1.084817,
1.500000, 2.512616, 11.931549, 67.448145, 28.095358, 0.023520, 0.044264, 1.093360,
1.600000, 2.529370, 11.847606, 67.442591, 26.682449, 0.023064, 0.040673, 1.079162,
1.700000, 2.487162, 12.156399, 67.446407, 26.779949, 0.021189, 0.049784, 1.093595,
1.800000, 2.514303, 13.090406, 68.142820, 26.766817, 0.018986, 0.056098, 1.083636,
1.900000, 2.530244, 13.633821, 69.239848, 27.002540, 0.020333, 0.049922, 1.091459,
2.000000, 2.504650, 14.294689, 69.253545, 27.168368, 0.023126, 0.043352, 1.102804,
2.100000, 2.492814, 14.908073, 69.243134, 27.217603, 0.018401, 0.044480, 1.084390,
2.200000, 2.489062, 14.833552, 69.249042, 27.679660, 0.016134, 0.046483, 1.073785,
2.300000, 2.466244, 14.545222, 69.284702, 28.112707, 0.020823, 0.045733, 1.077612,
2.400000, 2.502562, 14.166148, 69.247359, 26.735720, 0.025528, 0.047857, 1.093569,
2.500000, 2.408131, 13.617058, 69.312209, 27.331520, 0.022044, 0.043927, 1.075156,
2.600000, 2.432554, 13.710255, 69.291567, 26.288243, 0.017834, 0.044553, 1.089025,
2.700000, 2.449757, 14.380701, 69.291996, 26.524444, 0.023079, 0.045138, 1.094654,
