時刻 [sec], ブレーキ踏力 [N], アクセル踏力 [N], 車速 [km/h], 操舵角 [deg], 加速度 (X) [G], 加速度 (Y) [G], 加速度 (Z) [G],
0.000000, 0.067962, 0.541436, 3.655549, 0.909061, -0.003130, 0.002860, 0.053455,
0.100000, 1.625754, 12.215820, 73.183021, 17.586330, -0.036166, 0.046549, 1.095254,
0.200000, 1.603741, 12.829811, 73.207953, 17.418229, -0.026777, 0.044704, 1.075903,
0.300000, 1.628687, 13.528566, 73.210706, 17.354466, -0.026008, 0.045490, 1.090511,
0.400000, 1.605509, 13.942617, 73.203759, 17.229772, -0.023636, 0.045445, 1.088800,
0.500000, 1.592938, 14.698300, 73.217216, 17.126073, -0.024423, 0.052363, 1.092451,
0.600000, 1.607051, 15.223906, 73.196824, 16.879911, -0.026833, 0.048838, 1.080016,
0.700000, 1.645542, 15.715823, 73.214489, 16.927416, -0.023282, 0.052370, 1.114643,
0.800000, 1.637703, 16.314046, 72.819765, 17.094739, -0.021959, 0.052369, 1.081620,
0.900000, 1.601564, 16.322510, 71.430424, 17.049340, -0.024526, 0.031108, 1.113704,
1.000000, 1.542597, 16.269551, 71.560130, 17.263048, -0.025012, 0.049701, 1.043428,
1.100000, 1.520756, 16.464146, 72.008806, 16.779084, -0.014341, 0.057769, 1.020829,
1.200000, 1.553502, 17.962065, 72.012985, 16.946680, -0.012812, 0.046665, 1.047170,
1.300000, 1.608859, 19.457938, 72.012757, 16.841672, -0.017171, 0.047261, 1.087940,
1.400000, 1.645736, 19.845592, 72.014369, 16.450906, -0.019897, 0.043703, 1.108481,
1.500000, 1.576732, 19.987479, 72.020765, 16.279981, -0.007888, 0.053007, 1.150583,
1.600000, 1.585449, 19.597276, 72.010671, 16.026419, -0.014748, 0.050648, 1.100702,
1.700000, 1.574024, 19.579867, 72.020124, 15.926309, -0.008644, 0.044601, 1.092692,
1.800000, 1.555594, 19.012426, 72.007606, 15.571347, -0.008515, 0.061194, 1.062232,
1.900000, 1.579690, 18.876115, 72.006285, 15.125510, -0.008172, 0.062513, 1.076349,
2.000000, 1.564833, 19.194289, 72.018241, 15.110078, -0.007159, 0.052531, 1.067515,
2.100000, 1.582319, 19.001312, 72.022166, 14.741990, -0.009121, 0.064533, 1.073255,
2.200000, 1.567617, 19.214250, 72.012873, 14.717288, -0.004049, 0.064632, 1.079850,
2.300000, 1.590267, 19.383790, 72.023398, 14.604674, -0.002361, 0.064441, 1.100754,
2.400000, 1.548742, 19.194664, 72.149224, 14.485572, -0.006576, 0.070116, 1.083437,
2.500000, 1.522820, 19.139133, 72.664638, 15.283050, -0.007500, 0.067371, 1.086310,
2.600000, 1.511650, 19.370151, 72.654770, 15.269941, -0.002765, 0.075512, 1.092141,
2.700000, 1.453908, 18.969533, 72.698445, 15.878026, -0.007663, 0.071014, 1.085172,
2.800000, 1.529198, 19.075719, 72.658206, 15.371658, -0.003695, 0.064922, 1.077456,
2.900000, 1.513777, 19.081374, 72.668234, 15.261918, -0.002807, 0.063477, 1.086616,
3.000000, 1.522609, 19.220247, 72.659403, 14.895478, -0.006113, 0.064479, 1.083950,
3.100000, 1.581066, 18.985842, 72.607804, 14.232183, -0.004939, 0.068446, 1.082040,
3.200000, 1.598282, 19.079710, 72.620288, 14.539323, -0.005364, 0.065662, 1.081845,
3.300000, 1.601029, 18.699795, 72.611013, 14.609693, -0.003671, 0.067936, 1.085645,
3.400000, 1.589876, 18.041064, 72.095604, 14.516810, -0.006392, 0.063028, 1.083369,
3.500000, 1.588054, 18.389707, 70.749595, 14.493149, -0.004253, 0.068355, 1.084471,
3.600000, 1.607810, 18.621689, 72.111806, 14.702158, -0.006348, 0.068341, 1.086941,
3.700000, 1.596855, 18.874934, 70.237074, 14.439091, -0.004440, 0.072731, 1.092087,
3.800000, 1.600946, 18.730155, 70.236180, 14.508932, -0.005004, 0.070797, 1.091514,
3.900000, 1.607693, 18.465356, 70.241655, 14.178512, -0.003079, 0.071692, 1.098362,
4.000000, 1.598315, 17.799605, 70.254238, 14.656532, -0.004096, 0.071597, 1.100974,
4.100000, 1.608274, 17.412166, 70.240287, 14.781505, -0.006549, 0.070641, 1.084231,
4.200000, 1.615172, 17.671683, 70.256593, 15.548382, -0.003153, 0.070228, 1.104342,
4.300000, 1.608124, 18.050025, 70.233121, 15.548867, -0.005935, 0.067529, 1.083733,
4.400000, 1.619725, 17.810820, 70.243256, 15.031822, -0.005876, 0.067806, 1.094243,
4.500000, 1.612679, 17.421855, 70.251436, 15.178963, -0.002732, 0.064288, 1.083812,
4.600000, 1.663912, 17.023274, 70.240664, 14.748293, -0.000865, 0.064857, 1.121141,
4.700000, 1.564813, 14.938573, 70.258770, 14.455113, -0.005770, 0.069080, 1.063890,
4.800000, 1.578039, 13.783749, 70.356977, 14.437387, -0.008797, 0.068938, 1.090329,
4.900000, 1.603220, 13.721614, 70.843479, 14.417818, -0.001683, 0.058859, 1.049476,
5.000000, 1.603455, 13.227928, 70.837551, 14.195316, -0.000767, 0.062562, 1.091109,
5.100000, 1.624646, 13.906507, 70.838875, 13.500815, -0.007297, 0.062311, 1.088435,
5.200000, 1.616850, 13.838457, 70.844317, 13.676691, -0.007494, 0.069865, 1.083077,
5.300000, 1.647924, 14.491262, 70.825708, 13.330846, -0.003880, 0.063638, 1.088559,
5.400000, 1.609832, 14.172415, 70.843376, 13.785129, -0.005935, 0.065075, 1.086593,
5.500000, 1.610096, 13.469903, 70.854866, 13.630148, -0.003909, 0.068243, 1.081280,
5.600000, 1.607169, 12.252885, 70.840444, 13.261368, -0.006048, 0.065785, 1.098056,
5.700000, 1.558191, 10.497623, 70.838088, 13.393130, -0.008521, 0.064619, 1.081250,
5.800000, 1.620104, 8.112213, 70.825613, 12.198225, -0.004335, 0.055182, 1.080685,
5.900000, 1.617520, 4.515805, 70.847881, 11.994574, -0.003506, 0.063995, 1.094932,
6.000000, 1.584082, 1.281607, 70.846020, 10.589799, -0.004139, 0.069773, 1.081750,
6.100000, 1.565649, 1.237858, 70.844035, 9.487135, -0.016041, 0.075270, 1.077307,
6.200000, 1.665465, 1.259699, 70.972912, 9.310179, -0.020763, 0.081242, 1.089701,
6.300000, 1.637318, 1.251768, 71.433423, 8.501812, -0.030465, 0.084710, 1.094119,
6.400000, 1.637920, 1.271134, 71.440678, 8.393891, -0.034939, 0.079477, 1.092643,
6.500000, 1.608803, 1.711016, 70.952581, 7.960511, -0.038813, 0.085333, 1.095529,
6.600000, 1.637921, 4.503254, 69.186232, 6.773149, -0.039339, 0.089747, 1.086206,
6.700000, 1.611237, 6.968120, 69.653809, 6.104486, -0.044216, 0.097769, 1.083773,
6.800000, 1.624100, 9.343846, 69.645808, 6.003616, -0.038693, 0.095630, 1.067272,
6.900000, 1.582111, 11.443016, 69.646106, 5.689713, -0.034361, 0.094736, 1.070278,
7.000000, 1.606116, 12.719147, 69.794743, 5.228516, -0.031227, 0.097903, 1.088016,
7.100000, 1.665839, 14.101155, 69.867325, 3.724832, -0.023077, 0.093101, 1.114902,
7.200000, 1.610371, 13.888162, 68.825438, 2.687968, -0.021276, 0.100778, 1.117873,
7.300000, 1.593074, 13.438368, 69.877040, 1.904636, -0.029130, 0.108306, 1.093772,
7.400000, 1.560094, 13.703481, 68.442994, 1.698212, -0.025476, 0.133719, 1.052371,
7.500000, 1.583606, 14.069074, 68.420628, 1.515590, -0.021829, 0.144644, 1.074228,
7.600000, 1.632951, 14.512357, 68.441255, 0.744859, -0.024250, 0.127667, 1.075141,
7.700000, 1.637569, 14.900338, 68.452285, 2.319236, -0.019488, 0.123945, 1.089829,
7.800000, 1.621103, 15.265636, 68.573699, 1.559390, -0.023622, 0.128331, 1.087023,
7.900000, 1.607085, 16.137878, 69.058250, 1.499037, -0.017525, 0.133495, 1.106754,
8.000000, 1.609024, 16.392241, 69.026538, 1.015171, -0.022409, 0.133008, 1.097392,
8.100000, 1.599800, 16.123034, 69.037030, 1.083381, -0.021680, 0.133267, 1.087758,
8.200000, 1.590109, 16.738981, 69.063290, 0.381913, -0.020266, 0.133821, 1.076443,
8.300000, 1.615301, 16.816813, 69.049964, 0.388379, -0.011674, 0.132277, 1.086762,
8.400000, 1.610621, 17.658661, 68.672359, 0.553687, -0.017811, 0.134798, 1.095529,
8.500000, 1.647391, 17.903869, 67.601733, 0.369024, -0.014642, 0.134320, 1.110223,
8.600000, 1.612548, 17.661308, 68.689479, 0.868828, -0.015861, 0.130939, 1.096337,
8.700000, 1.544880, 17.391212, 67.248576, 2.978382, -0.020589, 0.126665, 1.093605,
8.800000, 1.595438, 17.826153, 67.244436, 3.512829, -0.013027, 0.119462, 1.086327,
8.900000, 1.621494, 18.354101, 67.253605, 3.875390, -0.012723, 0.111884, 1.078443,
9.000000, 1.595525, 18.779598, 67.379407, 3.442753, -0.008977, 0.109456, 1.085130,
9.100000, 1.584155, 19.017764, 67.857606, 3.438138, -0.011292, 0.110137, 1.084898,
9.200000, 1.639222, 18.979286, 67.855256, 3.730080, -0.011105, 0.104885, 1.088477,
9.300000, 1.634321, 19.195853, 67.858481, 4.242451, -0.007683, 0.104438, 1.093318,
9.400000, 1.594193, 19.404671, 67.857962, 4.961882, -0.009369, 0.103662, 1.096190,
9.500000, 1.617580, 19.397568, 67.867324, 3.946681, -0.009725, 0.103543, 1.084928,
9.600000, 1.583582, 19.624142, 67.875203, 4.155815, -0.007684, 0.101004, 1.091128,
9.700000, 1.602463, 19.785306, 67.863140, 3.968973, -0.007964, 0.101745, 1.085173,
9.800000, 1.614193, 19.858736, 67.861302, 3.277297, -0.003379, 0.105334, 1.086944,
9.900000, 1.605640, 20.245786, 67.851653, 3.192155, -0.006083, 0.109246, 1.091507,
10.000000, 1.591474, 20.396561, 67.868731, 3.817655, -0.006962, 0.107096, 1.086801,
10.100000, 1.621730, 20.605943, 67.861381, 3.095822, -0.005982, 0.105586, 1.081742,
10.200000, 1.611453, 20.550700, 67.853745, 2.884378, -0.004182, 0.106353, 1.085062,
10.300000, 1.596487, 20.722254, 67.857713, 3.524903, -0.005321, 0.103402, 1.080377,
10.400000, 1.629540, 20.685771, 67.861070, 3.821895, -0.008022, 0.103476, 1.073313,
10.500000, 1.610363, 20.570059, 67.874059, 4.735122, -0.005673, 0.107017, 1.067483,
10.600000, 1.634338, 20.742848, 67.848034, 4.118691, -0.002485, 0.113646, 1.081502,
10.700000, 1.596911, 20.768143, 67.862697, 4.791584, -0.006892, 0.111714, 1.086776,
10.800000, 1.628907, 20.698162, 67.863276, 4.449874, -0.003422, 0.108019, 1.086030,
10.900000, 1.638304, 20.864307, 67.862102, 4.021254, -0.001408, 0.107563, 1.096114,
11.000000, 1.607319, 20.642101, 67.857413, 4.235549, -0.004390, 0.110020, 1.103359,
11.100000, 1.613246, 20.647279, 67.881234, 4.757924, -0.001694, 0.109594, 1.084704,
11.200000, 1.618176, 21.057765, 67.879566, 5.190743, 0.000818, 0.104215, 1.099317,
11.300000, 1.595991, 21.007196, 67.860795, 5.452057, 0.000201, 0.112621, 1.080295,
11.400000, 1.594710, 20.932491, 67.855504, 7.754036, -0.006664, 0.107969, 1.086625,
11.500000, 1.633860, 21.270809, 67.837720, 11.494583, 0.005454, 0.091975, 1.080051,
11.600000, 1.590384, 21.023108, 67.866589, 11.196986, -0.005444, 0.098410, 1.075473,
11.700000, 1.597149, 21.142887, 67.838480, 11.366135, 0.000541, 0.084072, 1.091287,
11.800000, 1.599516, 21.358837, 67.854132, 11.466132, 0.000686, 0.069499, 1.092437,
11.900000, 1.603846, 21.535060, 67.861566, 11.417695, 0.001771, 0.063545, 1.089904,
12.000000, 1.590904, 21.530785, 67.850925, 10.411608, -0.002091, 0.063601, 1.081903,
12.100000, 1.581841, 21.366898, 67.857184, 10.397214, -0.001516, 0.068723, 1.086286,
12.200000, 1.552719, 21.658487, 67.904837, 10.874540, 0.000899, 0.078678, 1.091916,
12.300000, 1.525851, 21.817311, 67.904456, 10.773629, -0.000280, 0.079328, 1.078546,
12.400000, 1.541514, 21.997953, 67.906890, 10.782641, -0.003456, 0.076986, 1.074182,
12.500000, 1.567534, 22.451694, 67.894301, 10.984667, 0.001507, 0.081042, 1.075564,
12.600000, 1.598234, 22.952272, 67.911406, 11.758579, -0.000565, 0.082191, 1.093272,
12.700000, 1.528465, 23.202112, 67.900539, 11.910544, 0.001185, 0.079621, 1.087662,
12.800000, 1.588433, 23.158549, 67.893908, 12.199537, -0.000538, 0.078057, 1.101539,
12.900000, 1.591167, 23.291996, 67.902722, 13.439286, 0.002968, 0.076485, 1.109131,
13.000000, 1.500593, 23.053614, 67.934234, 15.326043, 0.000898, 0.070455, 1.097555,
13.100000, 1.582763, 23.006606, 67.892287, 16.393851, -0.001320, 0.060401, 1.082645,
13.200000, 1.554298, 23.687350, 67.884848, 16.918020, 0.004317, 0.057818, 1.073932,
13.300000, 1.572007, 24.208770, 67.888000, 17.201001, -0.001654, 0.056858, 1.074033,
13.400000, 1.529957, 24.659771, 67.923175, 17.548011, -0.002672, 0.053141, 1.079447,
13.500000, 1.534665, 25.045164, 67.901257, 17.403242, 0.005339, 0.050562, 1.060032,
13.600000, 1.566705, 25.185545, 67.877977, 17.189830, -0.003504, 0.047552, 1.084935,
13.700000, 1.555576, 25.072029, 67.768601, 16.992753, 0.012420, 0.047144, 1.108718,
13.800000, 1.572536, 25.338607, 67.284282, 17.118855, 0.002384, 0.033559, 1.119916,
13.900000, 1.540363, 25.219812, 67.294955, 17.530344, 0.005242, 0.049938, 1.101637,
14.000000, 1.470805, 25.405013, 67.334461, 17.228008, 0.004543, 0.077600, 1.117400,
14.100000, 1.507131, 25.450896, 67.281027, 17.352076, 0.005064, 0.057175, 1.082543,
14.200000, 1.503912, 25.695921, 67.288446, 16.840748, 0.006797, 0.048610, 1.046022,
14.300000, 1.460628, 26.305554, 67.317498, 17.059187, 0.009348, 0.029105, 1.043931,
14.400000, 1.519454, 26.227927, 67.314814, 17.233120, 0.008687, 0.042645, 1.070425,
14.500000, 1.500654, 25.908574, 67.297062, 17.060429, 0.007277, 0.052797, 1.071151,
14.600000, 1.537246, 25.632334, 67.278829, 16.519584, 0.009474, 0.059161, 1.101353,
14.700000, 1.536778, 24.431837, 67.637281, 17.293631, 0.017060, 0.055995, 1.112697,
14.800000, 1.433898, 22.396262, 69.144712, 17.640869, 0.006645, 0.052028, 1.096722,
14.900000, 1.458240, 21.952035, 69.110663, 17.191510, 0.013795, 0.049175, 1.072184,
15.000000, 1.439645, 23.313146, 69.144818, 16.942290, 0.013536, 0.048781, 1.057612,
15.100000, 1.506067, 24.645339, 69.104376, 15.561769, 0.021290, 0.052279, 1.069034,
15.200000, 1.543510, 25.322040, 69.081128, 15.472777, 0.021530, 0.058648, 1.095381,
15.300000, 1.426216, 25.539751, 69.143081, 16.234274, 0.020068, 0.068060, 1.089324,
15.400000, 1.487232, 26.015079, 69.006231, 16.017600, 0.019378, 0.066969, 1.094754,
15.500000, 1.509031, 26.406311, 68.496068, 16.290894, 0.026756, 0.067695, 1.092199,
15.600000, 1.535760, 26.348873, 68.475182, 16.780334, 0.021389, 0.064736, 1.089702,
15.700000, 1.451229, 26.057676, 68.526873, 18.113615, 0.029559, 0.063449, 1.081427,
15.800000, 1.476135, 25.727596, 68.514700, 19.155090, 0.027395, 0.056303, 1.086052,
15.900000, 1.547899, 25.485591, 68.462173, 18.685357, 0.030572, 0.054565, 1.085902,
16.000000, 1.557096, 25.453783, 68.792717, 18.662981, 0.030209, 0.052654, 1.083881,
16.100000, 1.566101, 25.472011, 70.130014, 17.970338, 0.030441, 0.047322, 1.083980,
16.200000, 1.578669, 25.355938, 69.657344, 18.090957, 0.033418, 0.047655, 1.080932,
16.300000, 1.525292, 25.197447, 69.657521, 18.091617, 0.036758, 0.052878, 1.074702,
16.400000, 1.560858, 25.099003, 69.647718, 17.007465, 0.033662, 0.038784, 1.075388,
16.500000, 1.574701, 24.782165, 69.647641, 15.483526, 0.035676, 0.050449, 1.075869,
16.600000, 1.547731, 24.942084, 69.653773, 14.334202, 0.032096, 0.057476, 1.079809,
16.700000, 1.578826, 25.393960, 69.545943, 14.643924, 0.031660, 0.058592, 1.085211,
16.800000, 1.550544, 24.918087, 69.065469, 15.308551, 0.031979, 0.070513, 1.074453,
16.900000, 1.587250, 25.035259, 69.479836, 16.098505, 0.036165, 0.070577, 1.081055,
17.000000, 1.605059, 25.332764, 71.441518, 17.285811, 0.032944, 0.062923, 1.081542,
17.100000, 1.581295, 24.437940, 71.326283, 17.218038, 0.033321, 0.058186, 1.075243,
17.200000, 1.536353, 23.562224, 70.845625, 16.508830, 0.031521, 0.058857, 1.059970,
17.300000, 1.547732, 22.863689, 70.847588, 16.285688, 0.035448, 0.059784, 1.060644,
17.400000, 1.621734, 22.400454, 70.835922, 16.080754, 0.035877, 0.058634, 1.078219,
17.500000, 1.548017, 21.696995, 70.739698, 15.495892, 0.030625, 0.061102, 1.082461,
17.600000, 1.602847, 21.316838, 70.242258, 14.997507, 0.028340, 0.063441, 1.080419,
17.700000, 1.571748, 21.014512, 70.238705, 14.489622, 0.035879, 0.068858, 1.080204,
17.800000, 1.566094, 20.979368, 70.665749, 14.474025, 0.032917, 0.069265, 1.078183,
17.900000, 1.567076, 21.102975, 72.500528, 14.877450, 0.036351, 0.069470, 1.070669,
18.000000, 1.476853, 21.220863, 72.111558, 16.092652, 0.029619, 0.071482, 1.076404,
18.100000, 1.499793, 21.329598, 72.085070, 16.200289, 0.034692, 0.073211, 1.088341,
18.200000, 1.541779, 21.068724, 72.045125, 16.586974, 0.032947, 0.073721, 1.076966,
18.300000, 1.571012, 21.229275, 72.034678, 17.740190, 0.031275, 0.058545, 1.068976,
18.400000, 1.541388, 21.211978, 71.932245, 18.325836, 0.031639, 0.053422, 1.068468,
18.500000, 1.482415, 20.618208, 71.815281, 18.837175, 0.030465, 0.051771, 1.073782,
18.600000, 1.553290, 18.937705, 73.240720, 18.423796, 0.037740, 0.050384, 1.087172,
18.700000, 1.486103, 16.457993, 73.273051, 18.694158, 0.036109, 0.041229, 1.087753,
18.800000, 1.494355, 14.983745, 73.255248, 18.564524, 0.032964, 0.039447, 1.080710,
18.900000, 1.503151, 14.605162, 73.151121, 18.425704, 0.029553, 0.038070, 1.059812,
19.000000, 1.477284, 14.789133, 72.666533, 18.409860, 0.029684, 0.035000, 1.044974,
