host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
69,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
70,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,Inf,3,0,0,6.6,6.6,6.4,5.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,315.0683,3,0,0,6.6,6.6,6.4,5.8,308.2,314.8,13,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
68,2,0,19729.4585,3,1,0,6.4,6.8,6.4,5.8,19735.6,-19721.6,556.8,320,313.2,16,Inf,Inf,Inf,Inf,Inf,Inf
69,2,0,315.0683,3,1,0,6.6,6.6,6.4,5.8,308.2,314.8,13,340,333.4,16.2,Inf,Inf,Inf,Inf,Inf,Inf
67,2,0,519.4111,3,1,0,6.4,6.6,6.4,5.8,672.2,678.6,0.2,Inf,Inf,Inf,Inf,Inf,Inf,525.2,519.4,-3.4
68,2,0,537.6084,3,1,0,6.4,6.8,6.4,5.8,20831.2,-20817,579.2,Inf,Inf,Inf,614.4,620.8,-1.4,543.4,537.6,-3
67,2,0,500.213,3,1,0,6.4,6.8,6.4,5.8,577.8,584.2,1.4,Inf,Inf,Inf,543.2,549.6,-2.4,506,500.2,-3.6
67,2,0,7723.5736,3,1,0,6.4,6.8,6.4,5.8,Inf,Inf,Inf,320,313.2,16.2,Inf,Inf,Inf,7717.2,-7716.8,-323.4
68,2,0,3931.6422,3,1,0,6.4,6.8,6.4,6,490.2,496.6,2.8,276,269.2,15.6,Inf,Inf,Inf,3925,-3927,-191
67,2,0,3931.6422,3,1,0,6.4,6.8,6.4,6,489.8,496.2,2.8,470.6,463.8,9.2,564.6,571,-1.8,3925,-3927,-191
68,2,0,524.222,3,1,0,6.4,6.8,6.4,6,518,524.2,-4.8,276,269.2,15.6,554.6,561,-2.2,Inf,Inf,Inf
67,2,0,12482.7381,3,1,0,6.4,6.8,6.4,6,4241.4,-4229.8,222.6,347.4,340.6,12.2,567.2,573.6,-1.4,12476.2,-12470.8,-545.8
67,2,0,551.8131,3,1,0,6.6,6.8,6.2,6,237.8,244.4,11.4,242.6,235.8,14.4,405,-398.2,-35.8,558,551.8,3.8
67,2,0,633.4248,3,1,0,6.6,6.8,6.2,6,316.4,323,6.4,291.6,284.8,12.6,10500.4,-10483.4,-486.8,639.6,633.4,5.6
68,2,0,6232.7103,3,1,0,6.6,6.8,6.2,6,434.4,440.8,-2,360.8,354,9.4,6058,-6046,-276.8,6226.2,-6226.2,-284.8
68,2,0,690.2754,3,1,0,6.6,6.8,6.2,6,390.8,397.2,-3.4,301,294.2,9.2,472.6,478.8,-3,696.4,690.2,10.2
67,2,0,663.4584,3,1,0,6.8,6.8,6.2,6,371.4,378,0.6,401.6,394.8,4,495.2,501.4,-2,669.6,663.4,8.8
67,2,0,303.9712,3,1,0,6.8,6.8,6.2,6,359.6,366.2,1.2,276.2,269.4,9.2,495.2,501.4,-2,309.8,303.8,-10.2
67,2,0,690.2754,3,1,0,6.8,6.8,6.2,6,409.2,415.8,-1.8,258.4,251.6,9.4,495.2,501.4,-2,696.4,690.2,10.2
67,2,0,295.3831,3,1,0,6.8,6.8,6.2,6,2860.6,-2847,214.6,304,297.2,6.6,440.4,446.6,-2.6,301.2,295.2,-10.4
67,2,0,527.2064,3,1,0,7,6.8,6.2,6,152.6,159.6,12.6,235.6,228.8,9.2,4035.6,-4025.4,-192.6,533.2,527.2,2.6
68,2,0,4030.005,3,1,1,7,6.8,6.2,6.2,1705.4,-1692.6,157.6,331.2,324.4,1.2,4035.6,-4025.4,-192.6,Inf,Inf,Inf
68,2,0,497.004,3,1,1,7,6.8,6.2,6.2,2253.2,-2236.6,225.6,373,366.2,-2.2,490.8,497,-2,6952.8,-6953,-304.4
68,2,0,603.2,3,1,1,7.2,6.8,6.2,6.2,200.6,207.6,5.8,279.4,272.6,3,597,603.2,0,5731,-5731.4,-271.4
68,2,0,534.4009,3,1,1,7.2,6.6,6.2,6.2,655.2,-644.4,87.4,232.8,226.2,6,528.2,534.4,-1,2823.2,-2825,-171.8
68,2,0,3595.6185,3,1,1,7.4,6.6,6.2,6.2,212.2,219.4,7.2,246.8,240.2,6.2,3601.2,-3591.2,-178.2,6583,-6580.4,-352.4
66,2,0,298.3127,3,1,1,7.4,6.6,6.2,6,973.8,-963,101.6,202,195.4,7,5730.8,-5718.8,-269.8,304.2,298.2,-8.2
66,2,0,313.4738,3,1,1,7.4,6.6,6.4,6,1488,-1475,150.2,338.6,332,-1.4,495.2,501.6,-2,319.4,313.4,-6.8
66,2,0,311.8698,3,1,1,7.4,6.6,6.4,6,175.6,182.8,9.2,338.6,332,-1.4,258.2,264.6,-9.4,317.8,311.8,-6.6
65,2,0,785.2203,3,1,1,7.6,6.6,6.4,6,231.2,238.4,6.4,230.4,223.8,6.6,449,455.2,3.8,791.4,785,18.6
65,2,0,367.6009,3,1,1,Null,6.6,6.4,6,Null,Null,Null,281.2,274.6,2.6,561.6,567.8,8.8,373.6,367.6,-0.8
66,2,0,709.4336,3,1,1,7.6,6.6,6.4,6,131.4,138.8,13,352.2,345.6,-1.6,572.4,578.6,8.8,715.8,709,24.8
66,2,0,674.509,3,1,1,Null,6.6,6.4,6,Null,Null,Null,251.2,244.6,6.2,519.2,525.4,7.6,681,674,26.2
66,2,0,339.6038,3,1,1,Null,6.6,6.4,6,Null,Null,Null,320,313.4,1.6,1859.6,-1849.2,-133.2,345.8,339.6,1.6
66,2,0,972.108,3,1,1,Null,6.6,6.4,6,Null,Null,Null,238.4,231.8,6.4,605,610.8,19.4,978.6,971,46.4
66,2,0,303.4011,3,1,1,7.8,6.6,6.6,6,Inf,Inf,Inf,234.2,227.6,6.4,241.8,248.4,-5.6,309.6,303.4,0.8
66,2,0,4416.4112,3,1,1,7.8,6.6,6.6,6,Inf,Inf,Inf,226,219.4,6.6,439.6,445.8,9.2,4409.4,-4402.6,-349
66,2,0,736.4417,3,1,1,7.8,6.6,6.6,6,Inf,Inf,Inf,221,214.4,9,217.8,224.4,-6.2,743,735.6,35.2
66,2,0,245.4509,3,1,1,7.8,6.6,6.6,5.8,67.4,75.2,22.8,255.6,249,6.2,6386.6,-6366.8,-422,251.2,245.4,-5
66,2,0,384.2792,3,1,1,Null,6.6,6.6,6,Null,Null,Null,256.4,249.8,6.4,546.6,552.6,18.2,390.6,384.2,7.8
66,2,0,720.4122,3,1,1,Null,6.6,6.6,6,Null,Null,Null,230.6,224,9,228.2,234.8,-3.4,727,719.6,34.2
66,2,0,616.5914,3,1,1,Null,6.8,6.6,6,Null,Null,Null,325.8,319,1,Inf,Inf,Inf,623,616,27
67,2,0,339.0399,3,1,1,Null,6.6,6.6,6,Null,Null,Null,255.6,249,6.4,216.4,223,-2.4,345.4,339,5.2
66,2,0,820.3009,3,1,1,Null,6.6,6.6,6,Null,Null,Null,216.6,210,9,469.4,475.6,11,827,818.8,49.6
67,2,0,416.173,3,1,1,Null,6.8,6.6,6,Null,Null,Null,276.8,270,3.4,483.4,489.6,12.4,422.6,416,12
66,2,0,415.7563,3,1,1,Null,6.8,6.6,6,Null,Null,Null,344.8,338,-2.2,492.4,498.6,10.8,422.2,415.6,11.4
67,2,0,415.7563,3,1,1,Null,6.8,6.6,6,Null,Null,Null,258.4,251.6,5.8,239.2,245.8,-2.6,422.2,415.6,11.4
66,2,0,429.5358,3,1,1,Null,6.8,6.6,6,Null,Null,Null,308.6,301.8,2.2,195.6,202.2,-4.4,435.8,429.4,10.8
67,2,0,364.2562,3,1,1,Null,6.8,6.4,6,Null,Null,Null,287.4,280.6,2.8,429.2,435.2,11.2,370.6,364.2,6.4
66,2,0,370.6821,3,1,1,Null,6.8,6.6,6,Null,Null,Null,270,263.2,5,195,201.6,-6.8,377,370.6,7.8
67,2,0,364.2562,3,1,1,Null,6.8,6.4,6,Null,Null,Null,220.4,213.6,6.2,436.4,442,16.6,370.6,364.2,6.4
66,2,0,365.8709,3,1,1,Null,6.8,6.4,6,Null,Null,Null,288.8,282,1,427,432.8,13.6,372.2,365.8,7.2
67,2,0,339.0369,3,1,1,Null,6.8,6.4,6,Null,Null,Null,283.8,277,2,483.6,489.2,20,345.4,339,5
66,2,0,339.0369,3,1,1,Null,6.8,6.4,6,Null,Null,Null,269.4,262.6,3.8,483.6,489.2,20,345.4,339,5
67,2,0,415.7455,3,1,1,Null,6.8,6.4,6,Null,Null,Null,363.6,356.6,-3.4,388.4,394.4,8.2,422.2,415.6,11
66,2,0,396.5162,3,1,1,Null,6.8,6.4,6,Null,Null,Null,304.6,297.8,1.2,2453.4,-2440.4,-191,402.8,396.4,9.6
67,2,0,278.8018,3,1,1,Null,6.8,6.4,6,Null,Null,Null,Inf,Inf,Inf,455.2,461.2,11.4,285,278.8,1
66,2,0,332.0136,3,1,1,Null,6.6,6.4,6,Null,Null,Null,Inf,Inf,Inf,468.6,474.4,15.4,338.2,332,3
66,2,0,431.5506,3,1,1,6.8,6.8,6.4,6,Inf,Inf,Inf,Inf,Inf,Inf,411.8,417.8,9,437.8,431.4,11.4
66,2,0,373.0515,3,1,1,6.6,6.6,6.4,6,Inf,Inf,Inf,192.4,185.8,9.2,475.2,481,13.6,379.4,373,6.2
67,2,0,344.2188,3,1,1,6.6,Null,6.4,6,758.6,-749.2,74.8,Null,Null,Null,440.2,446.2,11,350.4,344.2,3.6
67,2,0,361.6403,3,1,1,6.8,6.6,6.4,6,Inf,Inf,Inf,188.6,182,8.8,440.2,446.2,11,368,361.6,5.4
67,2,0,447.1832,3,1,1,6.8,Null,6.4,6,Inf,Inf,Inf,Null,Null,Null,388.2,394.2,8,453.6,447,12.8
67,2,0,278.4141,3,1,1,6.8,Null,6.4,6,Inf,Inf,Inf,Null,Null,Null,440.2,446.2,11,284.4,278.4,-2.8
66,2,0,898.7779,3,1,1,6.8,6.8,6.4,6,Inf,Inf,Inf,364.2,357.2,-6.6,440.2,446.2,11,905.4,897.6,46
66,2,0,459.5954,3,1,1,6.8,6.6,6.4,6,Inf,Inf,Inf,344.8,338.2,-2.4,440.2,446.2,11,466,459.4,13.4
