host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
83,2,0,278.438,3,0,0,6.8,6.6,6.8,5.8,702,707.8,-28.4,285,278.4,4.6,202.8,209.4,-3.8,Inf,Inf,Inf
81,2,0,283.2025,3,0,0,6.8,6.6,6.8,5.8,664,670,-26.6,243,236.4,5.8,3401.8,-3387.6,-237.8,289.2,283.2,1.2
82,2,0,417.5783,3,0,0,7,6.6,6.8,5.8,259.4,266.4,1.6,418.8,412,-5.4,114.6,121.4,-11.4,423.8,417.4,12.2
81,2,0,185.0094,3,0,0,6.8,6.6,6.8,5.8,680.2,686,-29.8,352.8,346.2,0.2,218.6,225.4,-5.6,190.6,184.8,-8.8
81,2,0,223.5655,3,0,0,7,6.4,6.6,5.8,619.2,625.8,-17.2,229.8,223.4,8.6,Inf,Inf,Inf,Inf,Inf,Inf
82,2,0,268.4146,3,0,0,7,6.4,6.6,5.8,720,726.2,-28,240.6,234.2,8.4,2366.4,-2353.2,-188.6,274.2,268.4,-2.8
82,2,0,315.0006,3,0,0,7,6.4,6.8,5.8,702,708.2,-26.4,387.4,381,-0.4,Inf,Inf,Inf,320.8,315,-0.6
81,2,0,329.4015,3,0,0,7,6.4,6.8,5.8,720,726.2,-28,320.4,314,1,Inf,Inf,Inf,335.4,329.4,1
82,2,0,263.4194,3,0,0,7,6.4,6.6,5.8,588.8,595.2,-17,320.4,314,1,133.4,140,-8.2,269.2,263.4,-3.2
82,2,0,402.868,3,0,0,7,6.4,6.8,5.8,742,748.4,-21.2,386.8,380.4,-1,Inf,Inf,Inf,409,402.8,7.4
82,2,0,401.0543,3,0,0,7,6.4,6.8,5.8,748.8,755.4,-19.8,370.2,363.8,0.4,Inf,Inf,Inf,407,401,6.6
82,2,0,256.8225,3,0,0,7,6.4,6.8,5.8,10449,-10426.4,581,317.4,311,4.6,Inf,Inf,Inf,262.6,256.8,-3.4
83,2,0,361.6566,3,0,0,7,6.4,6.8,5.8,11605.8,-11582.8,619.4,359.4,353,3.8,Inf,Inf,Inf,367.8,361.6,6.4
82,2,0,273.8018,3,0,0,7,6.4,6.8,5.8,808.8,815.2,-22.2,650.4,643.8,-8.2,Inf,Inf,Inf,279.6,273.8,-1
82,2,0,717.8697,3,0,0,7,6.4,6.8,5.8,748.8,755.4,-19.8,355.4,349,4.2,Inf,Inf,Inf,724.2,717.2,31
82,2,0,776.2168,3,0,0,7,6.4,6.8,5.8,382.8,389.8,3.8,660,653.4,-9,Inf,Inf,Inf,782.4,775.4,35.6
82,2,0,387.6167,3,0,0,7,6.4,6.8,5.6,699,705.8,-8.6,805.4,798.8,-11.8,Inf,Inf,Inf,393.4,387.6,3.6
82,2,0,434.6664,3,0,0,7,6.4,Null,5.8,795.6,802.4,-10.4,378.2,371.8,8.4,Null,Null,Null,440.6,434.6,7.6
