host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
59,2,0,112.6783,2,1,0,7.8,3.4,7,2.4,527.2,-513.4,90.4,116,112.6,4.2,190.2,197.2,-8,Inf,Inf,Inf
60,2,0,129.8125,2,1,1,8,3.4,7,3,133.8,141,-4.8,99.2,95.8,7,224,230.8,-2.6,132.8,129.8,-1.8
60,2,0,178.2028,2,1,1,8,3.4,7,3,151.4,158.2,-9.6,133.4,130,1.4,234,240.8,-2,181.2,178.2,1
58,2,0,814.8384,2,1,1,8,3.4,7,3,Inf,Inf,Inf,111,107.6,4.4,202.6,209.6,-2.6,818.2,812.8,57.6
58,2,0,192.2004,2,1,1,8,3.4,7,2.2,269,273.4,-34.4,91.2,87.8,7,100,107,-9,194.8,192.2,-0.4
59,2,0,493.2006,2,1,1,8.2,3.4,7.2,3,113.2,120.8,-2,108.2,104.8,3.4,202.6,209.6,-1.6,496.6,492.2,31.4
59,2,0,221.9515,2,1,1,8.2,3.4,7.2,3,117.2,124.4,-5.8,121,117.6,1.4,228.2,235,2,225.2,221.8,8.2
57,2,0,100.6447,2,1,1,8.2,3.4,7.2,Null,162,168.2,-15,104,100.6,3,129.6,136.8,-5.2,Null,Null,Null
57,2,0,85.4253,2,1,1,8.4,3.4,7.4,3,103.8,111.4,-2.4,88.6,85.2,6.2,147,154.4,-6.2,Inf,Inf,Inf
57,2,0,129.2056,2,1,1,8.4,3.4,7.4,3,134.6,141.6,-9.4,90.6,87.2,5.8,Inf,Inf,Inf,132.4,129.2,1.2
58,2,0,161.6243,2,1,1,8.4,3.4,7.4,3,126,133,-8.8,85.6,82.2,5.6,1034.8,-1022.4,-114.6,164.8,161.6,2.8
58,2,0,199.2314,3,1,1,8.4,3.6,7.6,3,149,155.4,-14,102.8,99.2,2,Inf,Inf,Inf,202.6,199,9.6
56,2,0,426.045,3,1,1,8.6,3.6,7.6,2.2,64,72.4,4.6,94.6,91,3.4,Inf,Inf,Inf,430.2,423.4,47.4
56,2,0,150.0385,3,1,1,8.6,3.6,7.6,3,85.6,93.6,-0.2,85.4,81.8,4.6,Inf,Inf,Inf,153.2,150,3.4
56,2,0,143.6139,3,1,1,8.6,3.6,Null,3,129.4,136.4,-9.8,85.8,82.2,4,Null,Null,Null,146.8,143.6,2
56,2,0,81.1088,3,1,1,8.6,3.6,Null,Null,124.6,131.4,-10,84.6,81,4.2,Null,Null,Null,Null,Null,Null
56,2,0,79.7107,3,1,1,8.8,3.6,Null,Null,89.8,97.8,-1.6,83.2,79.6,4.2,Null,Null,Null,Null,Null,Null
56,2,0,180.3481,3,1,1,8.8,3.6,Null,3.2,75.4,83.6,1.2,88.2,84.6,2.8,Null,Null,Null,184,180,11.2
57,2,0,78.5124,3,1,1,8.8,3.6,Null,Null,89.8,97.8,-1.6,82,78.4,4.2,Null,Null,Null,Null,Null,Null
57,2,0,85.2397,3,1,1,8.8,3.6,Null,Null,95.6,103.2,-4.2,88.8,85.2,2.6,Null,Null,Null,Null,Null,Null
