host_v(km/h),host_#L,LC,host_rad(m),LN,FRT,BRT,D_fr(m),D_fl(m),D_br(m),D_bl(m),Rad_fr(m),CC_frx(m),CC_fry(m),Rad_fl(m),CC_flx(m),CC_fly(m),Rad_br(m),CC_brx(m),CC_bry(m),Rad_bl(m),CC_blx(m),CC_bly(m)
33,2,0,382.7317,2,0,0,7.8,3,1.8,2.6,179.6,-170.8,29.8,Inf,Inf,Inf,375.6,369,-101.6,Inf,Inf,Inf
32,2,0,Inf,2,0,0,8.4,2.8,Null,Null,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Null,Null,Null
33,2,0,Inf,2,0,0,9,2.8,Null,2.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
30,2,0,Inf,2,0,0,9,2.8,Null,2.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
31,3,0,Inf,3,0,0,9.2,2.8,Null,2.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
31,3,0,Inf,3,0,0,9.2,2.8,Null,2.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
29,3,0,44.0967,3,0,0,9.2,2.8,3,2.6,296.8,-287.4,25.2,Inf,Inf,Inf,42.6,-39.6,-19.4,Inf,Inf,Inf
30,3,0,Inf,3,0,0,9.2,2.8,Null,2.6,Inf,Inf,Inf,Inf,Inf,Inf,Null,Null,Null,Inf,Inf,Inf
30,3,0,465.6141,3,0,0,9.2,2.8,5,2.6,Inf,Inf,Inf,Inf,Inf,Inf,458.4,453.2,-106.8,Inf,Inf,Inf
30,3,0,1919.1411,3,0,0,9.2,2.8,5.2,2.6,Inf,Inf,Inf,Inf,Inf,Inf,1925.8,-1890.8,328.6,Inf,Inf,Inf
29,3,0,705.3933,3,0,0,9.4,2.8,5.2,2.6,Inf,Inf,Inf,Inf,Inf,Inf,712,-697.2,107.2,Inf,Inf,Inf
29,3,0,1338.4368,3,0,0,9.4,2.8,5.4,2.6,Inf,Inf,Inf,Inf,Inf,Inf,1345.4,-1318,233,Inf,Inf,Inf
29,3,0,782.2198,3,0,0,9.4,2.8,5.4,2.6,Inf,Inf,Inf,Inf,Inf,Inf,789.2,-772.2,124.8,Inf,Inf,Inf
30,3,0,1038.4173,3,0,0,9.4,2.8,6,2.6,Inf,Inf,Inf,1035.4,-1037.8,35.8,218.8,217.8,-66.8,Inf,Inf,Inf
30,3,0,704.4562,3,0,0,9.4,2.8,Null,2.4,Inf,Inf,Inf,701.4,-703.8,30.4,Null,Null,Null,Inf,Inf,Inf
28,3,0,553.833,3,0,0,9.4,2.6,6,2.4,Inf,Inf,Inf,Inf,Inf,Inf,545.4,538.6,-129,Inf,Inf,Inf
27,3,0,1017.2113,3,0,0,9.8,2.6,6,2.4,Inf,Inf,Inf,1019.8,1017.2,4.8,1801.8,1774.2,-358.4,Inf,Inf,Inf
27,2,0,330.19,2,0,0,Null,2.6,6.2,2.4,Null,Null,Null,332.6,330,11.2,Inf,Inf,Inf,Inf,Inf,Inf
28,2,0,989.4058,2,0,0,Null,2.6,6.4,2.4,Null,Null,Null,992,989.4,3.4,Inf,Inf,Inf,Inf,Inf,Inf
28,2,0,176.371,2,0,0,Null,2.6,6.4,2.4,Null,Null,Null,Inf,Inf,Inf,167.2,169.6,-48.4,Inf,Inf,Inf
29,2,0,924.0037,2,0,0,8.8,2.6,6.4,2.4,30.8,38.2,39,926.6,924,2.6,Inf,Inf,Inf,Inf,Inf,Inf
27,1,0,912.8018,1,0,0,2,2.6,6.6,2.4,Inf,Inf,Inf,915.4,912.8,1.8,460.6,-447.8,63.8,Inf,Inf,Inf
27,1,0,898.4006,1,0,0,2,2.6,6.8,2.4,Inf,Inf,Inf,901,898.4,1,Inf,Inf,Inf,Inf,Inf,Inf
27,2,0,434.8683,2,0,0,8.2,2.6,7,2.4,32.2,39.6,35,Inf,Inf,Inf,425.2,422.2,-104.2,Inf,Inf,Inf
27,3,0,4707.0663,3,0,0,9.8,2.6,7,2.4,Inf,Inf,Inf,4704.2,-4706.4,79.2,1187.4,1171.4,-245,Inf,Inf,Inf
27,2,0,47461.7682,2,0,0,7.2,2.6,7.2,2.4,Inf,Inf,Inf,47459,-47457.6,629,889.2,878.4,-190.8,Inf,Inf,Inf
27,1,0,180.0891,1,0,0,2,2.6,7.2,2.4,Inf,Inf,Inf,182.4,179.8,10.2,203,-193.4,19.4,Inf,Inf,Inf
28,1,0,180.2666,1,0,0,2,2.6,7.4,2.4,Inf,Inf,Inf,182.6,180,9.8,210.8,-200.6,21.6,Inf,Inf,Inf
